,posted,location,jobType,description,name,title,feed,date_of_scrape,Job Role,Job_ind,day,Month,Year,days_ago,experience,Tools,Soft Skills,Industry Skills,education,keyword_count
5,Employer ActivePosted 1 day ago,Saudi Arabia,,"Job DescriptionRoles & ResponsibilitiesRole Purpose Manage a team of HR analysts, statisticians, data scientists, and data modelers in using data to provide insights into HR performance and suggest areas and methods for improving operations. Translate the work of the Analytics function into findings for application by the broader business, including for use in strategic decision-making and planning. Implement analytical approaches and methodologies and assist in the interpretation of results. RESPONSIBILITIES  Lead the implementation of data and analytics strategy by developing a data insights integration approach and process aligned to key business processes and decisions.  Interpret the HR need and identify solution recommendations to HR problems at function unit level. Lead the improvement efforts to be made that are within span of control at this level.  Take responsibility for developing and delivering a key element of the NEOM HR data management system.  Lead the performance and integration of highly sophisticated analytics to promote understanding of different business areas or critical business challenges/opportunities.  Set and lead execution of the data and analytics reporting plan, creating strategies and templates to report data in a meaningful way. Create, present, and communicate high-impact data and analytics insights and recommendations to critical internal and external stakeholders.  Identify and communicate the actions needed to implement the function's strategy and business plan within the business area or department; explain the relationship to the broader organization's mission, vision, and values; motivate people to commit to these tenets and do extraordinary things to achieve local business goals.  Manage and report on the performance of a substantial, diverse team; set appropriate performance objectives for direct reports or project/account team members and hold individuals accountable for achieving them; take appropriate corrective action where necessary to ensure the achievement of team/personal objectives.  Elicit complex business requirements using a variety of methods, such as interviews, document analysis, workshops, and workflow analysis, to express the requirements in terms of target user roles and goals.  Implement all aspects of data architecture, turning event analytics, raw application data, and business systems into key business insights.  Support creation of machine learning algorithms by applying standard statistical analysis or data preparation methods.  Use the organization's formal development framework to identify the team's individual development needs. Plan and implement actions, including continuing professional development specified by professional or regulatory institutions, to build their professional capabilities. Provide informal training or coaching to others throughout the organization in own area of expertise to enable others to improve performance and fulfill personal potential EDUCATION                                     Bachelor's Degree or Equivalent Level EXPERIENCE Experience enables job holder to deal with the majority of situations and to advise others (Over 6 years)Managerial ExperienceExperience of supervising and directing people and other resources to achieve specific end results within limited timeframes (13 months to 3 years)",NEOM,HR Analytics Manager,https://www.naukrigulf.com/hr-analytics-manager-jobs-in-saudi-arabia-in-neom-6-to-8-years-n-cd-40000203-jid-290824500031,2024-08-30,DATA SCIENTIST,3,30,8,2024,,6-8,,"['analysis', 'coaching', 'decision-making', 'insight', 'organization', 'planning', 'professional', 'responsibility']","['data architecture', 'machine learning', 'statistical analysis']",['bachelor'],2
6,Posted on 13 Aug,Jeddah,,"Job DescriptionRoles & ResponsibilitiesManage the BI environment and analytics solution turn data into knowledge. Designs, builds, and deploys BI solutions. Maintains and supports the data analytics platform.Key Responsibilities• Continuously develop and improve reports.• Translates business needs to technical specifications.• Evaluates and improves the existing BI system(s)• Develop and execute database queries.• Develop and update technical documentation and data mappings.• Oversee ad-hoc and operational reports.• Support the strategic design and maintenance of business intelligence applications.• Identify, research, and resolve technical problems.• Collaborates with teams throughout the organization to support them in creating meaningful and appropriate reports that are updated automatically.• Identify short and long-term business strategies through analytics.• Research data anomalies and engage business and operational stakeholders to develop solutions.• Prepare data ready to be used in presentations which has been validated, structured in a logical way and easy to understand.• Analyse and interpret plan data for business and operational initiatives.• Create visualizations and reports for requested projects.• Analyze and plan data trends.• Ensure that the use of business intelligence applications enhances business decision making capabilities."",""requirements"":""• Bachelor s Degree in Statistics, Computer Science, or a relevant field.• Experience as BI Specialist or Data Scientist.• Airline industry experience preferred.",flyadeal Egypt,Business Intelligence Analyst,https://www.naukrigulf.com/business-intelligence-analyst-jobs-in-jeddah-saudi-arabia-in-flyadeal-egypt-2-to-5-years-n-cd-40000971-jid-140824500495,2024-08-30,DATA SCIENTIST,3,30,8,2024,89,2-5,,"['decision making', 'design', 'initiative', 'organization', 'research']","['business intelligence', 'technical documentation']",['bachelor'],4
7,Employer ActivePosted 1 day ago,Riyadh,,"Job DescriptionRoles & Responsibilities- 7+ years of direct sales, pre-sales or business development in software, cloud or SaaS markets selling to C-level executives- Experience in account management with solution Sales skills, product management experience.- Must have experience working with Data Scientist, Developers and Machine Learning professionals.- Hands on experience on industry leading IDE / development platform for Machine Learning, LLM development and software development life-cycle.- Good Arabic and English language skills. Are you a customer-obsessed builder with a passion for helping customers achieve their full potential? Do you have the business savvy, Artificial Intelligence and Machine Learning background, and sales skills necessary to help companies transform their industries by positioning Amazon Web Services (AWS) as the Generative AI service provider of choice? Do you love building new strategic and data-driven businesses? Do you want to join Generative AI Specialty sales organization, one of the fastest-growing organization within AWS? Join the MENAT AWS Global Sales organization as a Generative AI and Machine Learning Specialist Seller!As a Generative AI Sales Specialist, you will be at the forefront of driving adoption and revenue growth for AWS's cutting-edge Generative AI services. Your role will involve identifying high-value customer opportunities within a specific territory and engaging with AWS customers to understand their needs and align them with AWS Generative AI solutions. You will leverage your consultative expertise to become a trusted advisor, guiding customers in embedding and deploying AWS Generative AI solutions to unlock new value streams and solve key business problems using powerful AI capabilities. With a passion for developing high-potential opportunities and executing effective strategies, you will own the full-cycle sales engagement plan, from identifying qualified leads to realizing revenue. You will understand a customer s business initiatives, help craft account plan to achieve those initiatives, identify and drive opportunity win plans to enabling those business initiatives, and ensure successful launch to realize both customer vision and AWS revenue. You will earn trust with Line of Business, Data Science, IT personas and executive leaders. You will understand detailed business drivers in your forecast, and intentionally work the best opportunities that maximize your ability to hit revenue goals.You will maintain an in-depth knowledge of AWS's Generative AI services, leading foundation models and relevant cross-functional areas to build strong relationships with customers. By driving the adoption of cutting-edge Generative AI technologies, you will play a pivotal role in propelling AWS's revenue growth while helping customers stay ahead of the curve in a rapidly evolving technological landscape. You exercise learn & be curious to articulate AWS  Gen AI strategy and the services we offer to accelerate these workloads. You conduct compelling executive conversations on the transformational possibilities of generative AI and data, while also being capable of helping our customers navigate which services to evaluate for their use-cases. You can describe the  why  and  what  of generative AI use case and technical solutions at a 200 to 300 level, with the detailed  how  being provided by solution architects. You will be the preferred point of contact for cross group functions within the organization for for customers in the region.AWS Sales, Marketing, and Global Services (SMGS) is responsible for driving revenue, adoption, and growth from the largest and fastest growing small- and mid-market accounts to enterprise-level customers including public sector. The AWS Global Support team interacts with leading companies and believes that world-class support is critical to customer success. AWS Support also partners with a global list of customers that are building mission-critical applications on top of AWS services.Key job responsibilities- Accelerate customer adoption by defining and implementing tech domain specific GTM and Sales strategies within your assigned accounts and technology domain. Your strategies will leverage AWS Sales and our partner ecosystem.- Ideate with Data Science, Developers, Line of Business and C-suite leaders, building trust with your deep technical expertise, and following through to help solve their most compelling business problems.- Act as the front line within your accounts for all specialist customer engagement in your tech domain.- Create & articulate compelling value propositions that address specific needs of your customers.- Build and innovate: Co-Develop GTM motions on new product launches and work with product teams on the creation of innovative new services.- Partner with the world s biggest system integrators, FM Developers to deliver on customer projects.- Spearhead market expansion by pinpointing new customer segments and Gen AI use cases- Collaborate cross-functionally to continuously strengthen AWS's Gen AI value proposition- Gather voice-of-customer insights to inform product roadmaps and enhance the customer experience- Drives conversations to build credibility and earn trust with the account teams and customers.- Drive sales efforts spanning multiple lines of business with decision-making authority and budget ownership.- Engage systems integrators and closely collaborate with AWS partners to deliver maximum customer value- Develop and deliver compelling ROI to drive adoption of AWS Gen AI solutions.- Role require traveling up to 50% (local / international).",AWS EMEA SARL (Saudi Arabia Branch),"AI/ML Sales Specialist, MENAT AGS Specialist Team",https://www.naukrigulf.com/ai-ml-sales-specialist-menat-ags-specialist-team-jobs-in-riyadh-saudi-arabia-in-aws-emea-sarl-7-to-9-years-n-cd-10002542-jid-290824500586,2024-08-30,DATA SCIENTIST,3,30,8,2024,,7-9,,"['decision-making', 'initiative', 'insight', 'organization', 'ownership', 'passion', 'professional', 'responsible']","['cloud', 'transform']",['bachelor'],3
8,Posted 4 days ago,Riyadh,,"Job DescriptionRoles & ResponsibilitiesAs a Data Strategy and Governance professional, you will help businesses define their overall data strategy, identifying and segmenting their data landscape into different business domains, define the data model (logical and technical) for each domain, and identify the strategic AI-ML and Advanced Analytics use-cases in order to monetize their data. Enable value as an asset would require the application of known global data governance framework such as DAMA, and also local regulations such as NDMO for KSA. The consultant will have a broad set of skills working together with data scientists, data architects and data engineers, to ensure that the frameworks have a solid roadmap and concrete deliverables, and clients can satisfy the regulatory requirements for data.In this fast- moving new space you will be the main driver in identifying clients and business development.Your key responsibilitiesIn this exciting new role as a senior Consultant you will be responsible for managing up to two projects alongside senior business leaders such as Directors and Partners, and enable clients to determine a FAAS strategy that appropriately addresses risk and manages client expectations relating to deliverables. Provide client advisory in the context of data driven transformation, solution validation, test scenario development and data migration. Develop business process and target operating model that are heavily enabled using data technologies.The role will also involve ensuring work is delivered timely and in compliance with regulatory requirements, delivering effective execution of the FAAS service delivery framework, working with other service lines in providing an integrated service delivery and monitoring the FAAS engagement team's performance against the budget. You will identify and communicate relevant trends, developments and key performance drivers relevant to the client, consult with appropriate resources on complex accounting issues and participate in sales of new FAAS work.Skills and attributes for successPro- activity, accountability and results- driven people will flourish in this environment. Dealing with competing priorities, understanding how to manage resources and communicating effectively are key skills. This will have a huge impact on those around you and help promote a positive work ethic.To qualify for the role, you must have• A bachelor's degree and approximately 4 plus years of related work experience• Data Certifications are a plus even if not a must for the role, if real experience is demonstrated through work experience• Demonstrated work experience of at least 5+ years in a global consulting firm handling a team of at least 4 people• Established track record of business development, practice management and team development• Demonstrated ability to manage and supervise teams through all phases of the project lifecycle, including requirements definition, business re-engineering, and application mapping.• Awareness about emerging technologies like ChatGPT, LLM, Cloud, Data Fabric, Data Mesh• Strong technical skills and recognized cautious risk management ability• Deep understanding of the client's industry and marketplace• Flexibility and willingness to travel on short notice, as necessaryIdeally, you ll also have• Track record with a leading consulting firm• Proficiency in the Arabic languageWhat we look forWe are interested in ambitious leaders, who want to grow within the organization, are team players and are passionate about impacting clients and communities through the application of data and advanced technologies. We are interested in leaders with entrepreneurial mindset, who are accountable for their business results, and can help grow a new generation of talents within the organization.What we offerWe offer a competitive compensation package where you ll be rewarded based on performance and recognized for the value you bring to our business. Plus, we offer:• Continuous learning: You ll develop the mindset and skills to navigate whatever comes next.• Success as defined by you: We ll provide the tools and flexibility, so you can make a meaningful impact, your way.• Transformative leadership: We ll give you the insights, coaching and confidence to be the leader the world needs.• Diverse and inclusive culture: You ll be embraced for who you are and empowered to use your voice to help others find theirs.",Ernst & Young AE,Senior Consultant,https://www.naukrigulf.com/senior-consultant-jobs-in-riyadh-saudi-arabia-in-ernst-young-ae-5-to-6-years-n-cd-10000216-jid-260824500032,2024-08-30,DATA SCIENTIST,3,30,8,2024,4,5-6,,"['accountability', 'coaching', 'confidence', 'flexibility', 'insight', 'leadership', 'organization', 'passion', 'professional', 'responsible', 'team player']","['data governance', 'monitoring', 'transform']",['bachelor'],1
9,Posted 4 days ago,Riyadh,,"Job DescriptionRoles & ResponsibilitiesIn Financial Accounting & Advisory Services (FAAS) within Assurance, we assist our clients to address the accounting and financial reporting challenges facing their business. You will be part of a team that provides insight and services that accelerate analytics, decision-making and innovation to build a stronger and more efficient finance function. You will experience ongoing professional development through diverse experiences, world-class learning and individually tailored coaching.That is how we develop outstanding leaders who team to deliver on our promises to all of our stakeholders, and in so doing, play a critical role in building a better working world for our people, for our clients and for our communities.Sound interesting? Well this is just the beginning. Because whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.This role will be based on our Centre of Excellence in Karachi, Jordan, Beirut, Egypt and Riyadh and will remotely support MENA client engagements. Based on business need travel will be a requirement.The opportunityThis opportunity is within our Data & AI team and provides advisory services focused on Data Strategy and Data Governance.As a Data Strategy and Governance professional, you will help businesses define their overall data strategy, identifying and segmenting their data landscape into different business domains, define the data model (logical and technical) for each domain, and identify the strategic AI-ML and Advanced Analytics use-cases in order to monetize their data. Enable value as an asset would require the application of known global data governance framework such as DAMA, and also local regulations such as NDMO for KSA. The consultant will have a broad set of skills working together with data scientists, data architects and data engineers, to ensure that the frameworks have a solid roadmap and concrete deliverables, and clients can satisfy the regulatory requirements for data.In this fast- moving new space you will be the main driver in identifying clients and business development.Your key responsibilitiesIn this exciting new role as a Manager you will be responsible for managing up to two projects alongside senior business leaders such as Directors and Partners, and enable clients to determine a FAAS strategy that appropriately addresses risk and manages client expectations relating to deliverables. Provide client advisory in the context of data driven transformation, solution validation, test scenario development and data migration. Develop business process and target operating model that are heavily enabled using data technologies.The role will also involve ensuring work is delivered timely and in compliance with regulatory requirements, delivering effective execution of the FAAS service delivery framework, working with other service lines in providing an integrated service delivery and monitoring the FAAS engagement team's performance against the budget. You will identify and communicate relevant trends, developments and key performance drivers relevant to the client, consult with appropriate resources on complex accounting issues and participate in sales of new FAAS work.Skills and attributes for successPro- activity, accountability and results- driven people will flourish in this environment. Dealing with competing priorities, understanding how to manage resources and communicating effectively are key skills. This will have a huge impact on those around you and help promote a positive work ethic.To qualify for the role, you must have• A bachelor's degree and approximately 8-10+ plus years of related work experience• Data Certifications are a plus even if not a must for the role, if real experience is demonstrated through work experience• Demonstrated work experience of at least 5+ years in a global consulting firm handling a team of at least 4 people• Established track record of business development, practice management and team development• Demonstrated ability to manage and supervise teams through all phases of the project lifecycle, including requirements definition, business re-engineering, and application mapping.• Awareness about emerging technologies like ChatGPT, LLM, Cloud, Data Fabric, Data Mesh• Strong technical skills and recognized cautious risk management ability• Deep understanding of the client's industry and marketplace• Flexibility and willingness to travel on short notice, as necessaryIdeally, you ll also have• Track record with a leading consulting firm• Proficiency in the Arabic languageWhat we look forWe are interested in ambitious leaders, who want to grow within the organization, are team players and are passionate about impacting clients and communities through the application of data and advanced technologies. We are interested in leaders with entrepreneurial mindset, who are accountable for their business results, and can help grow a new generation of talents within the organization.What we offerWe offer a competitive compensation package where you ll be rewarded based on performance and recognized for the value you bring to our business. Plus, we offer:• Continuous learning: You ll develop the mindset and skills to navigate whatever comes next.• Success as defined by you: We ll provide the tools and flexibility, so you can make a meaningful impact, your way.• Transformative leadership: We ll give you the insights, coaching and confidence to be the leader the world needs.• Diverse and inclusive culture: You ll be embraced for who you are and empowered to use your voice to help others find theirs.",Ernst & Young AE,Manager - Data Strategy and Governance,https://www.naukrigulf.com/manager-data-strategy-and-governance-jobs-in-riyadh-saudi-arabia-in-ernst-young-ae-5-to-10-years-n-cd-10000216-jid-260824501376,2024-08-30,DATA SCIENTIST,3,30,8,2024,4,5-10,,"['accountability', 'coaching', 'confidence', 'decision-making', 'flexibility', 'focus', 'innovation', 'insight', 'leadership', 'organization', 'passion', 'professional', 'responsible', 'team player']","['data governance', 'monitoring', 'transform']",[],1
10,Posted on 21 Aug,Riyadh,,"Job DescriptionRoles & ResponsibilitiesMozn is a rapidly growing technology firm revolutionising the field of Artificial Intelligence and Data Science headquartered in Riyadh, Saudi Arabia and it s working to realize Vision 2030 with a proven track record of excellence in supporting and growing the tech ecosystem in Saudi Arabia and the GCC region. Mozn is the trusted AI technology partner for some of the largest government organizations, as well as many large corporations and startups. We are in an exciting stage of scaling the company to provide AI-powered products and solutions both locally and globally that ensure the growth and prosperity of our digital humanity. It is an exciting time to work in the field of AI to create a long-lasting impact.The Mozn brand is alive within a plethora of stakeholder touchpoints and therefore the most suitable candidate for the Senior Software Engineer position would play a critical role in the design, development, and implementation of our software solutions. You will utilize your strong technical expertise, leadership abilities, and problem-solving skills to drive the successful delivery of high-quality software products.As a Senior Software Engineer, your daily workload might include:• Lead the analysis and understanding of the requirements of complex projects, identifying opportunities for innovation.• Design and write highly efficient, testable, scalable, and reusable Python code for advanced ML/AI and data applications, ensuring alignment with architectural standards.• Design, implement, and maintain data architectures including data warehouses, data lakes, and ETL processes, ensuring robust, scalable, and efficient data storage and transfer. • Collaborate with cross-functional teams to optimize data retrieval and provide guidance on best practices for data management and integration.• Collaborate with data scientists, engineers, and other stakeholders to understand model input/output, and translate them into production-ready code.• Oversee the integration of ML/AI algorithms with existing software systems, ensuring seamless functionality.• Supervise the deployment of solutions at the client's premises and provide expert guidance to ensure proper functioning.• Monitor and troubleshoot deployed systems at a higher level. Strategize and implement updates to the code as needed.• Plan, develop, and oversee testing procedures for the applications, ensuring alignment with quality standards.• Maintain comprehensive documentation of the code, deployment process, encountered issues, and their resolutions, promoting clear understanding across the team.• Engage and negotiate with clients to understand their needs, update them on progress, and handle any complex issues or changes they might have.• Stay at the forefront of the latest trends in ML/AI and Python development and contribute to the development of best practices within the team.• Lead and facilitate code reviews to maintain code quality, share knowledge, and mentor junior team members.• Contribute to strategic planning and assist in setting technical direction and priorities for the engineering team.• Cultivate a culture of continuous improvement by encouraging collaboration, innovation, and adherence to quality standards within the team.",Mozn,Senior Software Engineer,https://www.naukrigulf.com/senior-software-engineer-jobs-in-riyadh-saudi-arabia-in-mozn-3-to-5-years-n-cd-10008946-jid-220824500591,2024-08-30,DATA SCIENTIST,3,30,8,2024,81,3-5,,"['analysis', 'collaboration', 'design', 'innovation', 'leadership', 'organization', 'planning', 'problem-solving']","['data architecture', 'ml', 'problem-solving skills']",[],2
11,Posted on 20 Aug,Riyadh,,"Job DescriptionRoles & ResponsibilitiesLucidya is a leader in utilizing advanced technology to drive innovation and deliver exceptional solutions in the AI and machine learning space. Our focus is on developing sophisticated AI systems that enhance our products and transform industries.We are looking for an experienced AI Manager to lead our AI initiatives. The ideal candidate should have a strong background in MLOps, machine learning (ML), and artificial intelligence (AI), with proven expertise in developing and deploying large language models (LLMs). This role is critical for driving our AI strategy, managing a team of data scientists and engineers, and overseeing AI projects from conception to deployment.As an AI Manager at Lucidya, you will be instrumental in guiding the development and execution of AI strategies across the organization. You will work closely with cross-functional teams to identify AI opportunities, manage AI research and development, and ensure the successful implementation of AI technologies. The ideal candidate should have a solid background in AI development, a proven track record in leading AI projects, and a deep understanding of machine learning and deep learning techniques.This role offers the chance to work with cutting-edge technologies, shape the AI roadmap, and make a significant impact on our products and services. If you are passionate about AI and possess strong leadership skills, we want to hear from you.",Lucidya,AI Manager,https://www.naukrigulf.com/ai-manager-jobs-in-riyadh-saudi-arabia-in-lucidya-3-to-7-years-n-cd-10008799-jid-210824501682,2024-08-30,DATA SCIENTIST,3,30,8,2024,82,3-7,,"['focus', 'initiative', 'innovation', 'leadership', 'organization', 'passion', 'research']","['deep learning', 'machine learning', 'transform']",[],2
12,Employer ActivePosted Today,Riyadh,,"Job DescriptionRoles & Responsibilities We are seeking a highly skilled and motivated Senior Data Engineer to join our dynamic team. This role is integral to our mission of designing, building, and maintaining scalable databases, Data warehouse, and data pipelines to support production analytical workloads, Machine learning workloads, and internal business reporting. As a Senior Data Engineer, you will ensure the accuracy and reliability of our data infrastructure while collaborating closely with data scientists to deploy and scale machine learning models.- Data Pipelines: Design, build, and maintain scalable databases and data pipelines for production analytical workloads and internal business reporting, ensuring accuracy and understanding of both technical and business contexts.- ClickHouse Management: Manage ClickHouse instances to ensure high performance, cost efficiency, and scalability.- CDC Management: Oversee change data capture feeds from production databases, ensuring smooth ingestion into downstream pipelines.- Data Consistency: Develop and optimize processes to monitor data consistency and accuracy.- Schema Migrations: Handle schema migrations from source databases feeding data through CDC and reflect them if needed on any existing analytical pipeline. And implement processes to ensure efficient schema migrations in the data warehouse.- Technical Support and Communication: Provide clear documentation, tools, and support to help the engineering team with building and using analytical pipelines.- Collaboration: Work closely with data scientists to deploy and scale machine learning models.- Performance Tuning:  Optimize application and query performance using profiling tools.- Problem Solving:  Identify and address root causes of issues, considering the broader context.",Malaa Technologies,Senior Data Engineer,https://www.naukrigulf.com/senior-data-engineer-jobs-in-riyadh-saudi-arabia-in-malaa-technologies-3-to-8-years-n-cd-40001951-jid-300824500142,2024-08-30,DATA SCIENTIST,3,30,8,2024,0,3-8,,"['accuracy', 'design', 'motivated']","['data pipelines', 'machine learning']",['bachelor'],1
13,Posted 4 days ago,Eastern Province,,"Job DescriptionRoles & Responsibilities This role required candidate to permanently relocate at Dhahran, Saudi Arabia.About the CompanyThis company engages in the exploration, production, transportation, and sale of crude oil and natural gas. It operates through the following segments: Upstream, Downstream, and Corporate. The Upstream segment includes crude oil, natural gas and natural gas liquids exploration, field development, and production. The Downstream segment focuses on refining, logistics, power generation, and the marketing of crude oil, petroleum and petrochemical products, and related services to international and domestic customers. The Corporate segment offers supporting services including human resources, finance, and information technology. The company was founded on May 29, 1933 and is headquartered in Dhahran, Saudi Arabia.Job SummaryWe are seeking a seasoned  Business System Analyst  to serve in the role of  Financial Data Scientist  to join the Digital Solutions & Data Management Division of the Digital Finance Department. Digital Finance Department (DFD) is responsible for the coordination, development, and management of information systems used in financial accounting, treasury, financial planning & forecasting, performance management and the entire suite of digital solutions for the Finance Business line. Digital Implementation Division is responsible for providing program management services for implementation, rollout and support of finance system solutions through digital technologies including advanced analytics, Robotic Process Automation (RPA) and Advanced Analytics technologies including Artificial Intelligence solutions and SAP solutions using Business Warehouse (BW) and Analytics Cloud (SAC). The department personnel are multidisciplinary professionals with key focus on Financial Applications functional experience and IT technical background. The Business System Analyst s primary role is to champion the identification, evaluation, design, coordinate implementation and facilitate rollout of Artificial Intelligence centric solutions in the Finance organization. The analyst will also lead implementation initiatives where required in addition to managing post implementation support.Key Responsibilities:• Utilize a robust value-centric methodology to identify valuable opportunities enabled by AI/ML, Predictive/Prescriptive Analytics, Generative AI, Chatbots, and other technologies.• Leverage best practices to recommend and advocate for the transformation of finance functions with AI.• Conduct exploratory data analysis and leverage AI algorithms to derive value for finance functions, such as forecasting and anomaly detection.• Ideate AI solutions, develop scope, design, and facilitate implementation of digital solutions, and coordinate change management.• Continuously upkeep and train AI models to ensure integrity and traceability.• Design, develop, and implement AI-powered solutions to automate manual tasks, optimize processes, and enhance data-driven decision-making in Financial Accounting, Treasury, Performance management, and Investor Relations.• Collaborate closely with business stakeholders to understand their needs, translate them into technical requirements, and deliver impactful solutions. Assess requirements related to Finance AI use cases; Perform option evaluation; Provide support for implementation.• Develop and maintain machine learning models for tasks such as financial forecasting, fraud detection, anomaly detection, risk assessment, and investor sentiment analysis.• Clean, transform, and analyze large datasets from various sources to ensure data quality and prepare it for modeling.• Stay up-to-date on the latest advancements in AI and machine learning, identify potential applications for the finance function, and propose relevant pilot projects.• Communicate technical concepts and findings effectively to both technical and non-technical audiences.• Participate in cross-functional initiatives to integrate AI and data science into broader business transformation efforts.• Organize and facilitate workshops with different users and consultants to document processes and drive transformation.• Lead the delivery and execution of key digital initiatives. Participate in solutions development through projects and programs, collaborating with business and technology groups.• Maintain, support, and optimize digital solutions.Requirements:• Willingness to relocate to Dhahran, Saudi Arabia. • Hold a Bachelor s degree in Engineering, Computer Science, Mathematics, Statistics, or IT from a recognized and approved program. Possession of an advanced business degree (e.g., MBA) and/or relevant professional certification (e.g., CMA, CFA, CPA) is preferred but not required.• Have six to eight years of experience in Data Science, Artificial Intelligence, and other related advanced analytics implementations for financial systems.• Possess expertise in Python programming languages and libraries such as NumPy, pandas, scikit-learn, TensorFlow, or PyTorch.• Have proficiency in UI programming, particularly with React.• Demonstrate skills to leverage Google Cloud or Azure Cloud for advanced analytics, which is desirable.• Showcase a thorough understanding of various aspects of implementing AI systems in Finance, including articulation and measurement of benefits, evaluation of technical and execution options, critical success factors, and project risks.• Have project experience implementing AI solutions and the ability to analyze business requirements, evaluate and recommend technical options, and support the execution process for implementing such solutions. Preference for involvement in hands-on technical solution management.",Client of Matcha Talent,Senior Business Systems Analyst,https://www.naukrigulf.com/senior-business-systems-analyst-jobs-in-dammam-khobar-eastern-province-saudi-arabia-in-client-of-matcha-talent-8-to-12-years-n-cd-50000097-jid-260824500333,2024-08-30,DATA SCIENTIST,3,30,8,2024,4,8-12,,"['analysis', 'coordination', 'decision-making', 'design', 'focus', 'initiative', 'integrity', 'organization', 'planning', 'professional', 'responsible']","['data analysis', 'machine learning', 'transform']",[],12
14,Posted on 15 Aug,Saudi Arabia,,"Job DescriptionRoles & Responsibilities• Requirements & Summary Company : Saudi AramcoSkills : IT - Analysis & Management , Petroleum EngineeringExperience : 5 + YearsEducation : Masters DegreeLocation : Saudi ArabiaAramco energizes the world economy.Aramco occupies a unique position in the global energy industry. We are the world's largest producer of hydrocarbons (oil and gas), with the lowest upstream carbon intensity of any major producer.With our significant investment in technology and infrastructure, we strive to maximize the value of the energy we produce for the world along with a commitment to enhance Aramco's value to society.Headquartered in the Kingdom of Saudi Arabia, and with offices around the world, we combine market discipline with a generations' spanning view of the future, born of our nine decades experience as responsible stewards of the Kingdom's vast hydrocarbon resources. This responsibility has driven us to deliver significant societal and economic benefits to not just the Kingdom, but also to a vast number of communities, economies, and countries that rely on the vital and reliable energy that we supply.We are one of the most profitable companies in the world, as well as amongst the top five global companies by market capitalization.OverviewSaudi Aramco is seeking for an experienced Computer Scientist for a senior PE System Analyst position to join their Exploration and Petroleum Engineering Advanced Research Center (EXPEC ARC). We are looking for professionals with experience in the petroleum industry to conduct upstream research and apply data science and software engineering skills to optimize hydrocarbon recovery from oil and gas reservoirs and deploy digital solutions within the Production Technology Division.The position offers the opportunity to contribute in leading edge technology development to increase recovery, improve operational efficiency and reduce cost. Successful candidate will work with petroleum engineers to transform large datasets into actionable insights. This role offers the opportunity to directly impact asset production and profitability by developing digital solutions, machine learning models, and data visualization tools.Key ResponsibilitiesYou will be required to perform the following:• Engage in multi-disciplinary teams to identify well stimulation challenges and provide solutions to fill the technology gaps. Initiate technology development proposals. • Lead design and development of ML models for oil production applications (i.e. forecasting and optimization). Direct deployment of digital oilfield solutions and integration initiatives. • Architect data pipelines, analytics dashboards, and visualization tools. • Manage and mentor junior data scientists and engineers on the team. • Collaborate cross-functionally with other departments in Petroleum Engineering & Development to identify and prioritize optimization opportunities. • Continuously monitor systems health and lead efforts to enhance performance. • Clearly communicate complex analyses and recommendations to executives.. • Remain updated on latest advancements in data science and oil & gas digitalization• Install and trial test new digital technologies developed in-house or through third-party service providers. • Implement full-scale deployment of high-impact technologies. • Write and publish technical papers and patent applications. • Prepare and present technical talks to highly technical audience. • Participate in technical societies and groups. Minimum RequirementsAs a successful candidate, you must• Hold a master degree in Computer Science or similar technical discipline. PhD degree is a plus. • Have a minimum of 5-10 years of related experience working in the oil and gas industry and in data science, machine learning, or relevant software engineering. • Expertise building production forecasting models and optimization algorithms. • Proficiency with programming/Python, SQL, cloud computing, app deployment, and petroleum engineering domain knowledge. • Strong communication, presentation, and storytelling abilities to translate data into insights. • Leadership skills to drive development and adoption of new digital solutions in petroleum production. • The candidate should be an independent thinker to apply knowledge gained from industry and academia to generate practical solutions in upstream oil and gas production • Have history of technical publications and patents.Working environmentOur high-performing employees are drawn by the challenging and rewarding professional, technical and industrial opportunities we offer, and are remunerated accordingly.At Aramco, our people work on truly world-scale projects, supported by investment in capital and technology that is second to none. And because, as a global energy company, we are faced with addressing some of the world's biggest technical, logistical and environmental challenges, we invest heavily in talent development.We have a proud history of educating and training our workforce over many decades. Employees at all levels are encouraged to improve their sector-specific knowledge and competencies through our workforce development programs - one of the largest in the world.Apply NowRecommended Jobs For You",Saudi Aramco,Petroleum Engineer System Analyst,https://www.naukrigulf.com/petroleum-engineer-system-analyst-jobs-in-saudi-arabia-in-saudi-aramco-5-to-6-years-n-cd-10050428-jid-160824501018,2024-08-30,DATA SCIENTIST,3,30,8,2024,87,5-6,,"['commitment', 'communication', 'design', 'discipline', 'domain knowledge', 'initiative', 'insight', 'professional', 'reliable', 'research', 'responsibility', 'responsible', 'storytelling']","['cloud', 'cloud computing', 'data pipelines', 'data visualization', 'machine learning', 'transform']",[],9
