,posted,location,jobType,description,name,title,feed,date_of_scrape,Job Role,Job_ind,day,Month,Year,days_ago,experience,Tools,Soft Skills,Industry Skills,education,keyword_count
12,Employer ActivePosted Today,Riyadh,,"Job DescriptionRoles & ResponsibilitiesAbout This Job We are currently seeking an Online Data Analyst to join our team. In this full-time remote position, you will oversee data collection, analysis, and input across our online systems and social media platforms. This role presents an exciting opportunity to make a significant impact within our organization from the comfort of your own home.Join us in making a difference through accurate data management and efficient workflow processes. We look forward to welcoming a dedicated Remote Data Entry Clerk to our team.Responsibilities Enter data from source documents into prescribed computer databases, files, and forms accurately and efficiently.Verify accuracy and completeness of data by reviewing, correcting, deleting, or re-entering data.Maintain confidentiality regarding sensitive information.Respond to inquiries regarding data and information.Requirements Proven experience as a data entry clerk or similar position.Fast typing skills; knowledge of touch typing system is preferred.Excellent knowledge of word processing tools and spreadsheets (MS Office Word, Excel, etc.).Basic understanding of databases.Great attention to detail.High school diploma or equivalent.Skills Strong organizational and time-management skills.Ability to work independently with minimal supervision.Good communication skills.Adaptability and willingness to learn new tasks.Privileges Competitive pay based on experience.Flexible working hours.Remote work opportunity.Potential for growth and advancement within the company.",S3WM :: web media + desi,Virtual Assistant - Data Entry Admin,https://www.naukrigulf.com/virtual-assistant-data-entry-admin-jobs-in-riyadh-saudi-arabia-in-s3wm-web-media-desi-3-to-4-years-n-cd-20010162-jid-260724501136,2024-07-26,DATA ANALYST,4,26,7,2024,0,3-4,,"['accuracy', 'analysis', 'attention to detail', 'communication', 'communication skills', 'organization']",[],[],1
13,Posted on 8 Jul,Riyadh,,"Job DescriptionRoles & ResponsibilitiesPosition Overview: We are seeking a skilled Azure Data Engineer to join ourteam. The ideal candidate will be responsible for designing, implementing, andmaintaining data solutions on the Azure platform. This role requires a deepunderstanding of Azure data services, strong data engineering skills, and theability to work with cross-functional teams to meet business requirements.Key Responsibilities• Design and develop scalable data pipelines and dataintegration solutions using Azure Data Factory, Azure Databricks, and AzureSynapse.• Implement data storage solutions using Azure SQL Database,Azure Data Lake, and Azure Cosmos DB.• Ensure data quality and integrity through robust datavalidation and cleansing processes.• Optimize data solutions for performance, scalability, andcost-efficiency.• Collaborate with data analysts, data scientists, andbusiness stakeholders to understand data requirements and deliver effectivesolutions.• Develop and maintain ETL processes to extract, transform,and load data from various sources.• Monitor and troubleshoot data pipelines to ensure reliableand timely data delivery.• Document data engineering processes and solutions forreference and compliance.Required Skills• + 7 years of experience• Proficiency in Azure data services, including Azure DataFactory, Azure Databricks, Azure Synapse, and Azure SQL Database.• Strong SQL skills for data manipulation and queryoptimization.• Experience with data modeling and database design.• Knowledge of ETL processes and tools.• Familiarity with data storage solutions such as Azure DataLake and Azure Cosmos DB.• Understanding of data governance and data security bestpractices.• Ability to work collaboratively with cross-functional teams.• Excellent problem-solving skills and the ability totroubleshoot data issues.• Strong communication skills to document processes andinteract with stakeholders.• Experience with programming languages such as Python orScala, Spark pool.",Client of Proven SA,Data Engineer,https://www.naukrigulf.com/data-engineer-jobs-in-riyadh-saudi-arabia-in-client-of-proven-sa-7-to-10-years-n-cd-10050507-jid-090724500887,2024-07-26,DATA ANALYST,4,26,7,2024,53,7-10,,"['collaborative', 'communication', 'communication skills', 'design', 'integrity', 'problem-solving', 'reliable', 'responsible']","['data governance', 'data manipulation', 'data modeling', 'data pipelines', 'data security', 'database design', 'extract', 'problem-solving skills', 'transform']",['bachelor'],8
14,Posted on 14 Jul,Eastern Province,,"Job DescriptionRoles & Responsibilities>
 Duties & Responsibilities:• Formulate and lead multifaceted analytic studies against large volumes of data.• Interpret and analyze data using exploratory mathematics and statistical techniques based on the scientific method.• Coordinate research and analytic activities utilizing various data points (unstructured and structured) and employ programming to clean, massage, and organize the data.• Experiment against data points, provide information based on experiment results and provide previously undiscovered solutions to command data challenges.• Lead all data experiments tasked by the Data Science Team.• Coordinate with Data Engineers to build data environments providing data identified by Data Analysts, Data Integrators, Knowledge Managers, and Intel Analysts.• Develop methodology and processes for prioritization and scheduling of projects.• Analyze problems and determine root causes.• Define company data assets (data models), spark, sparkSQL, and hiveSQL jobs to populate data models.• Work closely with all business units and engineering teams to develop strategy for long term data platform architecture.Requirements• As the successful candidate, you will hold a Bachelor's degree in Operations Research, Industrial Engineering, Applied Mathematics, Statistics, Physics, Computer Science, or related fields. An advanced degree is preferred.• You will have 5-7 years of professional experience in related field• You will have Proficiency with one or more programming languages (Java, C++, Python, R, etc.)• You will be able to demonstrate experience applying data science methods to real-world data problems• You will also have experience in utilizing visualization tools to take advantage of the growing volume of available information"",""Work_Experience"":""5+ years"",""",Client of MVC Resources,Downstream Data Scientist (Expats),https://www.naukrigulf.com/downstream-data-scientist-jobs-in-dammam-khobar-eastern-province-saudi-arabia-in-client-of-mvc-resources-5-to-7-years-n-cd-50000096-jid-150724501102,2024-07-26,DATA ANALYST,4,26,7,2024,47,5-7,,"['prioritization', 'professional', 'research']",['mathematics'],[],4
15,Posted on 10 Jul,Riyadh,,"Job DescriptionRoles & ResponsibilitiesHarness the power of data and drive insightsWe're looking for a data-savvy Data Management Analyst to join our team. You'll play a critical role in collecting, cleaning, analyzing, and visualizing data to inform strategic decisions.Responsibilities:• Partner with business stakeholders to understand data needs.• Design and implement data collection and management processes.• Clean and transform raw data to ensure accuracy and consistency.• Conduct data analysis using SQL, Python, or other relevant tools.• Create clear and concise data visualizations to communicate insights.• Develop and maintain data quality standards and documentation.Qualifications:• Bachelor's degree in Data Science, Statistics, or related field (preferred).• Minimum 2 years of experience in data analysis or a related field.• Strong analytical and problem-solving skills.• Proficiency in SQL and data visualization tools (e.g., Tableau, Power BI).• Excellent communication and collaboration skills.Benefits:• Competitive salary and benefits package.• Opportunity to work with cutting-edge technologies and solve real-world problems.• Collaborative and dynamic work environment.• Continuous learning and development opportunities.",Client of imploy,Data Management Analyst,https://www.naukrigulf.com/data-management-analyst-jobs-in-riyadh-saudi-arabia-in-client-of-imploy-2-to-5-years-n-cd-50000292-jid-110724501080,2024-07-26,DATA ANALYST,4,26,7,2024,51,2-5,,"['accuracy', 'analysis', 'collaboration', 'communication', 'insight', 'problem-solving']","['data analysis', 'data visualization', 'problem-solving skills', 'transform']",['bachelor'],9
0,Posted on 21 Aug,Riyadh,,"Job DescriptionRoles & ResponsibilitiesJob Description:As a Lead Platform Architect, you will be responsible for designing, building, and maintaining scalable and effective platform architecture that aligns with the organizations overall technology strategy and business goals. Your role will involve collaborating with cross-functional teams, including software engineering, data engineering, and operations, to develop robust platforms that support application development and deployment. You will also be tasked with guiding and mentoring junior architects and engineering staff, ensuring adherence to best practices and standards.Key Responsibilities:• Architecture Design: Lead the design of the platform architecture, ensuring it supports current and future business needs.• Technical Leadership: Provide technical leadership across multiple projects, ensuring optimal architectural decisions are made.• Collaboration: Work closely with product managers, engineers, and other stakeholders to understand requirements and translate them into technical specifications.• Scalability and Performance: Ensure the platform is scalable, reliable, and performs well under varying loads.• Integration: Architect frameworks and solutions for integration with third-party services, internal systems, and APIs.• Security: Implement practices and protocols to ensure the platform is secure and compliant with regulations.• Documentation: Maintain comprehensive documentation of architecture, design decisions, and standards.• Mentorship: Mentor and guide junior architects and engineering teams on best practices, technologies, and effective architectural patterns.• Research and Development: Stay updated with industry trends and emerging technologies, evaluating their applicability to the organization.Required Qualifications:• Bachelors degree in computer science, Software Engineering, or related field (Masters preferred).• 7+ years of experience in software development and architecture roles, with a solid understanding of both back-end and front-end systems.• Proven experience in leading architectural design for complex systems and platforms.• Strong knowledge of cloud platforms (AWS, Azure, Google Cloud) and architecture patterns (microservices, serverless).• Proficiency in multiple programming languages (e.g., Java, Python, C#, JavaScript) and frameworks.• Experience with containerization technologies (Docker, Kubernetes) and CI/CD pipelines.• Excellent understanding of database technologies (SQL, NoSQL) and data management strategies.• Strong knowledge of security best practices and compliance frameworks.Desired Skills:• Architectural Principles: Deep understanding of architectural patterns (e.g., MVC, MVVM, microservices).• API Design: Experience with RESTful and GraphQL APIs, including design and documentation tools (OpenAPI, Swagger).• DevOps Practices: Familiarity with DevOps methodologies and tools for continuous integration and deployment.• Agile Methodologies: Experience working within Agile frameworks (Scrum, Kanban).• Excellent Communication: Strong verbal and written communication skills to effectively convey complex technical concepts to both technical and non-technical stakeholders.• Problem-Solving: Ability to analyze complex problems, propose solutions, and make critical technical decisions.• Team Collaboration: Proven ability to work collaboratively in a team environment.Preferred Qualifications:• Certifications in relevant technologies (AWS Certified Solutions Architect, Azure Solutions Architect Expert, etc.).• Experience in industry-specific platforms (financial services, healthcare, etc.) can be an advantage.• Knowledge of machine learning and big data technologies may be beneficial.",Flint Arabia Consulting,Lead Platform Architect,https://www.naukrigulf.com/lead-platform-architect-jobs-in-riyadh-saudi-arabia-in-flint-arabia-consulting-8-to-13-years-n-cd-20010126-jid-220824503089,2024-08-30,DATA ENGINEER,2,30,8,2024,9,8-13,,"['collaborative', 'communication', 'communication skills', 'design', 'leadership', 'organization', 'reliable', 'responsible', 'written communication']","['big data', 'cloud', 'containerization', 'machine learning']",[],8
2,Posted 3 days ago,Riyadh,,"Job DescriptionRoles & ResponsibilitiesYour Role and Responsibilities• IBM Research invites applications for postdoctoral positions in IBM's Computational Climate and Sustainability Research team.• We are seeking outstanding candidates who obtained their Doctoral degree within the last five (5) years.• Applicants who are currently finalizing their doctoral dissertations for examination may apply, provided that they will submit them by 31 May 2023.• The positions are located in Riyadh, Saudi Arabia.• You will be hired as a regular IBM Employee.• Duration of the contract: 24-36 months.Required Technical and Professional Expertise• Have completed at least a Doctoral degree (completing by May 2023) or within the last 5 years, in Physical or Atmospheric or Computer Science, or Civil or Electrical Engineering and other related fields with considerable programming experience as it relates to AI, ML modelling, data engineering, applied mathematics and statistics.• Have demonstrable research proficiency based on the scientific method, meaning you must have the ability to define research questions, formulate hypothesis, and develop innovative solutions using cutting-edge technologies.• Be familiar with state of art programming (Python, C++, Java etc.) and computer engineering practices as well as data science and machine learning methods, including their implementation. Experience with deep learning, transformer models, and computational mathematics will be advantageous.• Be preferably familiar with climate and atmospheric sciences and remote sensing research and tools, techniques and methodologies.",IBM,Postdoctoral Researcher,https://www.naukrigulf.com/postdoctoral-researcher-jobs-in-riyadh-saudi-arabia-in-ibm-5-to-7-years-n-cd-10000037-jid-270824500455,2024-08-30,DATA ENGINEER,2,30,8,2024,3,5-7,,['research'],"['deep learning', 'machine learning', 'mathematics', 'statistics', 'transform']",[],2
3,Employer ActivePosted 1 day ago,Jeddah,,"Job DescriptionRoles & ResponsibilitiesWe are looking for an experienced MLOps Engineer to join our team.As an MLOps Engineer, you will be responsible for designing, implementing, and maintaining our machine learning infrastructure.You will also work closely with our machine learning engineers and data scientists to ensure the smooth and efficient operation of our machine learning models. The ideal candidate should have a strong background in computer science, machine learning, software engineering and in designing/implementation of cloud systems . He/she should have experience with MLOps Frameworks like Kubeflow, MLFlow, DataRobot, Airflow etc., and experience with containerization using Docker and Kubernetes.Responsibilities• Design and implement cloud solutions for machine learning infrastructure, build MLOps on cloud (AWS, Azure, or GCP).• Build CI/CD pipelines orchestration by Jenkins CI, GitHub Actions, Circle CI, Airflow or similar tools.• Collaborate with machine learning engineers to deploy machine learning models, and document the processes.• Data science model review, run the code refactoring and optimization, containerization, deployment, versioning, and monitoring of its quality.• Data science models testing, validation and tests automation.• Build custom integrations between cloud-based systems using APIs.• Build and maintain automated data pipelines.• Support model development, with an emphasis on auditability, versioning, and data security.• Facilitate the development and deployment of proof-of-concept machine learning systems.• Implement and maintain monitoring and logging systems.• Develop automation tools to improve the efficiency of processes.• Ensure our machine learning infrastructure is reliable, scalable, and secure.• Troubleshoot and resolve infrastructure issues.",Salla,Machine Learning Ops Engineer,https://www.naukrigulf.com/machine-learning-ops-engineer-jobs-in-jeddah-saudi-arabia-in-salla-3-to-4-years-n-cd-10008634-jid-290824500149,2024-08-30,DATA ENGINEER,2,30,8,2024,,3-4,,"['design', 'reliable', 'responsible']","['cloud', 'containerization', 'data pipelines', 'data security', 'logging', 'machine learning', 'monitoring']",['bachelor'],5
4,Employer ActivePosted Today,Jeddah,,"Job DescriptionRoles & ResponsibilitiesSalla, a leading e-commerce platform, is seeking a detail-oriented and highly motivated Data Quality Assurance Specialist to join our team. As a Data Quality Assurance Specialist, you will be responsible for ensuring the accuracy and integrity of our data, as well as implementing and maintaining data quality best practices. You will work closely with the data team to identify and resolve data quality issues, develop data quality metrics and reports, and provide recommendations for improvement. The ideal candidate has a strong attention to detail, excellent analytical skills, and a passion for maintaining high data quality standards. Responsibilities• Develop and implement data quality assurance strategies and processes.• Monitor and analyze data quality across various data sources and systems.• Identify and resolve data quality issues and inconsistencies.• Create and maintain data quality documentation and procedures.• Collaborate with data engineers and data analysts to improve data quality.• Develop and implement data validation and cleansing procedures.• Design and generate data quality reports and metrics.• Communicate data quality issues and recommendations to stakeholders.• Stay up-to-date with industry best practices and emerging trends in data quality assurance.",Salla,Data Quality Assurance Specialist,https://www.naukrigulf.com/data-quality-assurance-specialist-jobs-in-jeddah-saudi-arabia-in-salla-2-to-4-years-n-cd-10008634-jid-300824500387,2024-08-30,DATA ENGINEER,2,30,8,2024,0,2-4,,"['accuracy', 'analytical skills', 'attention to detail', 'integrity', 'motivated', 'passion', 'responsible']",['metrics'],['bachelor'],1
5,Posted 1 week ago,Riyadh,,"Job DescriptionRoles & ResponsibilitiesCigna Saudi Arabia, a branch of Cigna Worldwide Insurance Company, a leading global health insurer, is looking to appoint a Senior Data & Analytics Analyst based in Riyadh. This is a new position reporting into the Cigna KSA CFO. While the main area of focus will be the KSA market, the successful candidate will work closely with the broader Middle East and Africa Data & Analytics team and will support initiatives across these markets. The individual will also work closely with other business areas, including but not limited to Sales, Marketing, Operations, Finance, Actuarial, Underwriting, Product Development and Payment Integrity to develop and execute on delivering analytics solutions. This position requires utilizing independent judgment and discretion, detailed analysis, and the ability to support a range of investigations driving growth and meaningful insights for the business.Key Responsibilities• Understand and identify all data sources relevant to the business• Support data governance and management strategy to ensure quality of reporting and analytics.• Facilitate data stewardship to ensure data is consistent, accurate and accessible.• Enable data-visualization, analysis, and prototyping in service of the markets' immediate needs.• Assist data engineers on data cleansing, validation and data model testing.• Develop and build supporting documents on analytics related projects• Embed analytics within our day-to-day business practices and decision-making, as well as into our culture and mind-set.• Supporting the compilation of regulatory submissions.Personal Profile• Data / Actuarial Science, Mathematics, Computer science or related technical background + willingness to dive into technology.• At least three years of experience in the Middle East, preferably in health insurance.• Strong analytical capabilities and experience in building business intelligence solutions• Strong foundational skills in analytics software e.g. Tableau, PowerBI, Qlik, SQL, Python &/or R• Be self-motivated, intellectually curious and results driven.• Good communication skills and strong attention to detail.• Excellent verbal and written English competence.• Some regional travel may be required.",Cigna,Senior Data & Analytics Analyst,https://www.naukrigulf.com/senior-data-analytics-analyst-jobs-in-riyadh-saudi-arabia-in-cigna-3-to-6-years-n-cd-10000948-jid-230824500711,2024-08-30,DATA ENGINEER,2,30,8,2024,,3-6,,"['analysis', 'attention to detail', 'communication', 'communication skills', 'decision-making', 'focus', 'initiative', 'insight', 'motivated']","['business intelligence', 'data governance']",[],5
6,Employer ActivePosted Today,Saudi Arabia,,"Job DescriptionRoles & Responsibilities• Bachelor s or master s degree in computer science, data science, or any related technology field.• Proven experience in developing and deploying neural network and deep learning models, such as CNNs, RNNs, LSTMs, and GANs. •  9 years or above of professional experience in data engineering AI systems development or a similar role.  • Strong background in predictive modeling and statistical forecasting techniques, including ARIMA models. • Experience in leading and managing a team, with the ability to mentor and guide junior team members. • Hands-on experience in managing complex data pipelines, from data sourcing to insights generation. • Proficiency in working with multiple cloud platforms, such as Azure and AWS. • Solid knowledge of NLP, Generative AI, and Computer Vision technologies. • Experience with data analytics open-source technologies, such as Hadoop, Spark, and Kafka. • Proficient in Python or R for data analysis, model development, and deployment. • Familiarity with data visualization tools such as PowerBI and Tableau. • Strong leadership and communication skills, with a proven ability to collaborate effectively across teams.",SCAI,Portfolio AI solutions Director,https://www.naukrigulf.com/portfolio-ai-solutions-director-jobs-in-saudi-arabia-in-scai-9-to-10-years-n-cd-40001843-jid-300824500435,2024-08-30,DATA ENGINEER,2,30,8,2024,0,9-10,,"['analysis', 'communication', 'communication skills', 'insight', 'leadership', 'professional']","['cloud', 'data analysis', 'data pipelines', 'data visualization', 'deep learning']",['bachelor'],9
7,Posted 4 days ago,Riyadh,,"Job DescriptionRoles & ResponsibilitiesAs a Data Strategy and Governance professional, you will help businesses define their overall data strategy, identifying and segmenting their data landscape into different business domains, define the data model (logical and technical) for each domain, and identify the strategic AI-ML and Advanced Analytics use-cases in order to monetize their data. Enable value as an asset would require the application of known global data governance framework such as DAMA, and also local regulations such as NDMO for KSA. The consultant will have a broad set of skills working together with data scientists, data architects and data engineers, to ensure that the frameworks have a solid roadmap and concrete deliverables, and clients can satisfy the regulatory requirements for data.In this fast- moving new space you will be the main driver in identifying clients and business development.Your key responsibilitiesIn this exciting new role as a senior Consultant you will be responsible for managing up to two projects alongside senior business leaders such as Directors and Partners, and enable clients to determine a FAAS strategy that appropriately addresses risk and manages client expectations relating to deliverables. Provide client advisory in the context of data driven transformation, solution validation, test scenario development and data migration. Develop business process and target operating model that are heavily enabled using data technologies.The role will also involve ensuring work is delivered timely and in compliance with regulatory requirements, delivering effective execution of the FAAS service delivery framework, working with other service lines in providing an integrated service delivery and monitoring the FAAS engagement team's performance against the budget. You will identify and communicate relevant trends, developments and key performance drivers relevant to the client, consult with appropriate resources on complex accounting issues and participate in sales of new FAAS work.Skills and attributes for successPro- activity, accountability and results- driven people will flourish in this environment. Dealing with competing priorities, understanding how to manage resources and communicating effectively are key skills. This will have a huge impact on those around you and help promote a positive work ethic.To qualify for the role, you must have• A bachelor's degree and approximately 4 plus years of related work experience• Data Certifications are a plus even if not a must for the role, if real experience is demonstrated through work experience• Demonstrated work experience of at least 5+ years in a global consulting firm handling a team of at least 4 people• Established track record of business development, practice management and team development• Demonstrated ability to manage and supervise teams through all phases of the project lifecycle, including requirements definition, business re-engineering, and application mapping.• Awareness about emerging technologies like ChatGPT, LLM, Cloud, Data Fabric, Data Mesh• Strong technical skills and recognized cautious risk management ability• Deep understanding of the client's industry and marketplace• Flexibility and willingness to travel on short notice, as necessaryIdeally, you ll also have• Track record with a leading consulting firm• Proficiency in the Arabic languageWhat we look forWe are interested in ambitious leaders, who want to grow within the organization, are team players and are passionate about impacting clients and communities through the application of data and advanced technologies. We are interested in leaders with entrepreneurial mindset, who are accountable for their business results, and can help grow a new generation of talents within the organization.What we offerWe offer a competitive compensation package where you ll be rewarded based on performance and recognized for the value you bring to our business. Plus, we offer:• Continuous learning: You ll develop the mindset and skills to navigate whatever comes next.• Success as defined by you: We ll provide the tools and flexibility, so you can make a meaningful impact, your way.• Transformative leadership: We ll give you the insights, coaching and confidence to be the leader the world needs.• Diverse and inclusive culture: You ll be embraced for who you are and empowered to use your voice to help others find theirs.",Ernst & Young AE,Senior Consultant,https://www.naukrigulf.com/senior-consultant-jobs-in-riyadh-saudi-arabia-in-ernst-young-ae-5-to-6-years-n-cd-10000216-jid-260824500032,2024-08-30,DATA ENGINEER,2,30,8,2024,4,5-6,,"['accountability', 'coaching', 'confidence', 'flexibility', 'insight', 'leadership', 'organization', 'passion', 'professional', 'responsible', 'team player']","['data governance', 'monitoring', 'transform']",['bachelor'],2
8,Posted 4 days ago,Riyadh,,"Job DescriptionRoles & ResponsibilitiesIn Financial Accounting & Advisory Services (FAAS) within Assurance, we assist our clients to address the accounting and financial reporting challenges facing their business. You will be part of a team that provides insight and services that accelerate analytics, decision-making and innovation to build a stronger and more efficient finance function. You will experience ongoing professional development through diverse experiences, world-class learning and individually tailored coaching.That is how we develop outstanding leaders who team to deliver on our promises to all of our stakeholders, and in so doing, play a critical role in building a better working world for our people, for our clients and for our communities.Sound interesting? Well this is just the beginning. Because whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.This role will be based on our Centre of Excellence in Karachi, Jordan, Beirut, Egypt and Riyadh and will remotely support MENA client engagements. Based on business need travel will be a requirement.The opportunityThis opportunity is within our Data & AI team and provides advisory services focused on Data Strategy and Data Governance.As a Data Strategy and Governance professional, you will help businesses define their overall data strategy, identifying and segmenting their data landscape into different business domains, define the data model (logical and technical) for each domain, and identify the strategic AI-ML and Advanced Analytics use-cases in order to monetize their data. Enable value as an asset would require the application of known global data governance framework such as DAMA, and also local regulations such as NDMO for KSA. The consultant will have a broad set of skills working together with data scientists, data architects and data engineers, to ensure that the frameworks have a solid roadmap and concrete deliverables, and clients can satisfy the regulatory requirements for data.In this fast- moving new space you will be the main driver in identifying clients and business development.Your key responsibilitiesIn this exciting new role as a Manager you will be responsible for managing up to two projects alongside senior business leaders such as Directors and Partners, and enable clients to determine a FAAS strategy that appropriately addresses risk and manages client expectations relating to deliverables. Provide client advisory in the context of data driven transformation, solution validation, test scenario development and data migration. Develop business process and target operating model that are heavily enabled using data technologies.The role will also involve ensuring work is delivered timely and in compliance with regulatory requirements, delivering effective execution of the FAAS service delivery framework, working with other service lines in providing an integrated service delivery and monitoring the FAAS engagement team's performance against the budget. You will identify and communicate relevant trends, developments and key performance drivers relevant to the client, consult with appropriate resources on complex accounting issues and participate in sales of new FAAS work.Skills and attributes for successPro- activity, accountability and results- driven people will flourish in this environment. Dealing with competing priorities, understanding how to manage resources and communicating effectively are key skills. This will have a huge impact on those around you and help promote a positive work ethic.To qualify for the role, you must have• A bachelor's degree and approximately 8-10+ plus years of related work experience• Data Certifications are a plus even if not a must for the role, if real experience is demonstrated through work experience• Demonstrated work experience of at least 5+ years in a global consulting firm handling a team of at least 4 people• Established track record of business development, practice management and team development• Demonstrated ability to manage and supervise teams through all phases of the project lifecycle, including requirements definition, business re-engineering, and application mapping.• Awareness about emerging technologies like ChatGPT, LLM, Cloud, Data Fabric, Data Mesh• Strong technical skills and recognized cautious risk management ability• Deep understanding of the client's industry and marketplace• Flexibility and willingness to travel on short notice, as necessaryIdeally, you ll also have• Track record with a leading consulting firm• Proficiency in the Arabic languageWhat we look forWe are interested in ambitious leaders, who want to grow within the organization, are team players and are passionate about impacting clients and communities through the application of data and advanced technologies. We are interested in leaders with entrepreneurial mindset, who are accountable for their business results, and can help grow a new generation of talents within the organization.What we offerWe offer a competitive compensation package where you ll be rewarded based on performance and recognized for the value you bring to our business. Plus, we offer:• Continuous learning: You ll develop the mindset and skills to navigate whatever comes next.• Success as defined by you: We ll provide the tools and flexibility, so you can make a meaningful impact, your way.• Transformative leadership: We ll give you the insights, coaching and confidence to be the leader the world needs.• Diverse and inclusive culture: You ll be embraced for who you are and empowered to use your voice to help others find theirs.",Ernst & Young AE,Manager - Data Strategy and Governance,https://www.naukrigulf.com/manager-data-strategy-and-governance-jobs-in-riyadh-saudi-arabia-in-ernst-young-ae-5-to-10-years-n-cd-10000216-jid-260824501376,2024-08-30,DATA ENGINEER,2,30,8,2024,4,5-10,,"['accountability', 'coaching', 'confidence', 'decision-making', 'flexibility', 'focus', 'innovation', 'insight', 'leadership', 'organization', 'passion', 'professional', 'responsible', 'team player']","['data governance', 'monitoring', 'transform']",[],2
9,Posted 1 week ago,Riyadh,,"Job DescriptionRoles & ResponsibilitiesJob PurposeTo lead the development and management the data science and analytics enabling the knowledge pipeline from the data on Misk Hub. The individual is responsible for servicing the data needs for the foundation by: Lead data strategy development and implementation.  Developing and maintaining the data bank Oversee and manage the integration of multiple data source into one database. Create, develop, and continuously improve data models to service all user types. Develop and manage reporting dashboards and data communication channels. Qualifications• Education• Bachelor s degree in data science, Data Analytics, Data Engineering, Data Modeling, Computer Science, or any related field• Master s degree in a relevant field is preferable.• Language : High proficiency in English and Arabic (Written and spoken)Experience• 9   12 years of experience in digital-oriented environmentThe responsibilities of the Program Manager include, but are not limited to: 1. Strategy and Budgeting• Manage the development and execution of the data science and analytics strategy by translating the target outcomes into a coherent plan.• Supports the development of a project budget.• Monitors the performance of his/her projects against budgets so that areas of unsatisfactory results are identified and rectified promptly, and potential results improvement opportunities are capitalised upon• Develop and update the Hub s data analytics and management strategy • Continuously monitor, deliver and report on the data analytics KPIs• Manage the execution of all data science initiatives and projects• Oversee all data sources and databases connectivity and centralization• Manage all external stakeholders and agencies• Amend the strategy and update execution plans based on data, reports and user feedback • Manage and develop the team to ensure objectives are met and staff are supported• Establish and maintain relationships with key internal stakeholders• Ensure alignment on the strategy with the various stakeholders 2. Project design and execution• Coordinates with the relevant stakeholders to define project opportunities.• Conducts the required research and collaborates with the partners and coordinators in identifying the suitable logistics that will enable Misk to engage with external audiences.• Prepares executable project plans.• Evaluates the projects and coordinates adjustments to the content, if and where needed• Manages project execution and internal/external stakeholders to ensure successful completion of projects in line with timelines, budget, and quality standards.• Establishes workflows, critical milestones and detailed project execution plan and the development of the project budget and schedule.• Participates in risk identification, evaluation and development of mitigation plans as appropriate to ensure timely execution of projects.• Monitors and evaluates projects  status, to ensure all on-site activities are carried out as per plan, budgets and within set time schedules.• Conducts the day-to-day project management activities to ensure that project schedules are maintained and budget any targets achieved.• Supports in removing any bottlenecks and escalates major roadblocks, where needed.• Manages the flow of information required from external stakeholders to assure the timely progress of the work.• Seeks final approval on completion certificates and forward the same for payments by finance, ensuring that all obligations are met as per the contract.• Ensures the availability of proper processes for effective communication both internally and externally to facilitate information sharing and alignment with project plans and goals. 3. Collaborations• Manages the identification and proposal of partnerships that can be formed. • Monitors the performance of the contractors/suppliers to ensure compliance with the agreed contractual terms and conditions.• Develops and maintains effective business relationships with all relevant internal functions and external entities attending to all critical issues to ensure the services required by the organization are delivered in the most effective and efficient manner. 4. Data Science and Analytics• Works with the internal and external stakeholders to build and maintain a sustainable and centralized database for the multiple product components within the Misk Hub products.• Identifies partners globally who can help in supporting the integrity and validity of the data collected.• Build and maintain live dashboards and reports to feed into the programs  based on the database.• Responsible for the integration of the multiple data sources in the ecosystem of Misk Hub  5. Measuring and Reporting• Sets KPIs in relation to participants, engagement, evaluation scores etc. and in line with department s OKRs.• Tracks KPIs to measure the project s performance and impact.• Suggests ways to adapt programs to improve performance, where needed. 6. Policies, Processes & Procedures • Recommends improvements to policies and directs the implementation of procedures and controls covering all areas so that all relevant procedural/legislative requirements are fulfilled while delivering a quality, cost-effective output.• Contributes to the identification of opportunities for continuous improvement of systems, processes, and practices.  Performs other related duties or assignments as directed.  Stakeholder engagement: Internal: Digital Transformation, Misk Hub Product Owners, Programs Managers, Business Development Managers, Ops and BE Managers, Planning and Impact Program Manager, Research and Innovation Program Manager, MarCom Managers External: Vendors and suppliers, Beneficiaries",MiSK FOUNDATION,Head of Data & Analytics,https://www.naukrigulf.com/head-of-data-analytics-jobs-in-riyadh-saudi-arabia-in-misk-foundation-12-to-13-years-n-cd-10000994-jid-230824500367,2024-08-30,DATA ENGINEER,2,30,8,2024,,12-13,,"['communication', 'design', 'initiative', 'integrity', 'organization', 'project management', 'research', 'responsible']",['project management'],['bachelor'],2
