key,Tools,Month,Job Role
25c45d45d2c95468,r,3,DATA ANALYST
25c45d45d2c95468,c++,3,DATA ANALYST
25c45d45d2c95468,sql,3,DATA ANALYST
25c45d45d2c95468,vba,3,DATA ANALYST
25c45d45d2c95468,excel,3,DATA ANALYST
25c45d45d2c95468,python,3,DATA ANALYST
f6bed5737716d459,java,3,DATA ANALYST
f6bed5737716d459,xml,3,DATA ANALYST
f6bed5737716d459,javascript,3,DATA ANALYST
f6bed5737716d459,mysql,3,DATA ANALYST
fbf6058a4c527036,power bi,3,DATA ANALYST
fbf6058a4c527036,tableau,3,DATA ANALYST
fbf6058a4c527036,sql,3,DATA ANALYST
fb9b1e8c91699469,excel,3,DATA ANALYST
fb9b1e8c91699469,power bi,3,DATA ANALYST
d0163a96a4fcaa6a,python,3,DATA ANALYST
5137858233394d97,power bi,3,DATA ANALYST
5137858233394d97,tableau,3,DATA ANALYST
5137858233394d97,sql server,3,DATA ANALYST
5137858233394d97,sql,3,DATA ANALYST
5137858233394d97,excel,3,DATA ANALYST
5137858233394d97,python,3,DATA ANALYST
5137858233394d97,oracle,3,DATA ANALYST
f97bdf7fe2235a30,r,3,DATA ANALYST
f97bdf7fe2235a30,c++,3,DATA ANALYST
f97bdf7fe2235a30,sql,3,DATA ANALYST
f97bdf7fe2235a30,vba,3,DATA ANALYST
f97bdf7fe2235a30,excel,3,DATA ANALYST
f97bdf7fe2235a30,python,3,DATA ANALYST
985d0ddc75ae4bf5,java,3,DATA ANALYST
985d0ddc75ae4bf5,xml,3,DATA ANALYST
985d0ddc75ae4bf5,javascript,3,DATA ANALYST
985d0ddc75ae4bf5,mysql,3,DATA ANALYST
2ff0a0eb49b57416,tableau,3,DATA ANALYST
2ff0a0eb49b57416,sql server,3,DATA ANALYST
2ff0a0eb49b57416,sql,3,DATA ANALYST
2ff0a0eb49b57416,cloud,3,DATA ANALYST
2ff0a0eb49b57416,python,3,DATA ANALYST
ef26c3fbd58cfbf0,excel,3,DATA ANALYST
ef26c3fbd58cfbf0,power bi,3,DATA ANALYST
ef26c3fbd58cfbf0,sap,3,DATA ANALYST
8790ffc7c8d3c2fc,c++,3,DATA ANALYST
8790ffc7c8d3c2fc,scala,3,DATA ANALYST
8790ffc7c8d3c2fc,python,3,DATA ANALYST
8790ffc7c8d3c2fc,sql,3,DATA ANALYST
8790ffc7c8d3c2fc,java,3,DATA ANALYST
e47cc2fc15c97437,excel,3,DATA ANALYST
274cde301c08fc5d,powerpoint,3,DATA ANALYST
274cde301c08fc5d,excel,3,DATA ANALYST
9484387da326dac6,excel,3,DATA ANALYST
9484387da326dac6,power bi,3,DATA ANALYST
ca3086796fe761ca,spark,3,DATA ANALYST
ca3086796fe761ca,aws,3,DATA ANALYST
ca3086796fe761ca,emr,3,DATA ANALYST
ca3086796fe761ca,c++,3,DATA ANALYST
ca3086796fe761ca,scala,3,DATA ANALYST
ca3086796fe761ca,python,3,DATA ANALYST
ca3086796fe761ca,nosql,3,DATA ANALYST
ca3086796fe761ca,hadoop,3,DATA ANALYST
ca3086796fe761ca,redshift,3,DATA ANALYST
ca3086796fe761ca,sql,3,DATA ANALYST
ca3086796fe761ca,cloud,3,DATA ANALYST
ca3086796fe761ca,java,3,DATA ANALYST
ca3086796fe761ca,kafka,3,DATA ANALYST
2a1d27f80986c4ac,r,3,DATA ANALYST
2a1d27f80986c4ac,keras,3,DATA ANALYST
2a1d27f80986c4ac,c++,3,DATA ANALYST
2a1d27f80986c4ac,matlab,3,DATA ANALYST
2a1d27f80986c4ac,cassandra,3,DATA ANALYST
2a1d27f80986c4ac,pandas,3,DATA ANALYST
2a1d27f80986c4ac,python,3,DATA ANALYST
2a1d27f80986c4ac,hadoop,3,DATA ANALYST
2a1d27f80986c4ac,java,3,DATA ANALYST
c77c087cc1b94f25,r,3,DATA ANALYST
c77c087cc1b94f25,keras,3,DATA ANALYST
c77c087cc1b94f25,c++,3,DATA ANALYST
c77c087cc1b94f25,matlab,3,DATA ANALYST
c77c087cc1b94f25,tableau,3,DATA ANALYST
c77c087cc1b94f25,pandas,3,DATA ANALYST
c77c087cc1b94f25,python,3,DATA ANALYST
c77c087cc1b94f25,java,3,DATA ANALYST
c77c087cc1b94f25,tensorflow,3,DATA ANALYST
67b4fc194467d844,sap,3,DATA ANALYST
67b4fc194467d844,power bi,3,DATA ANALYST
37d90f4a60cb5fc0,power bi,3,DATA ANALYST
37d90f4a60cb5fc0,tableau,3,DATA ANALYST
37d90f4a60cb5fc0,sap,3,DATA ANALYST
37d90f4a60cb5fc0,ms access,3,DATA ANALYST
37d90f4a60cb5fc0,cloud,3,DATA ANALYST
37d90f4a60cb5fc0,excel,3,DATA ANALYST
f701bcc731fc033d,excel,3,DATA ANALYST
395787bdfdbd1e9e,excel,3,DATA ANALYST
395787bdfdbd1e9e,tableau,3,DATA ANALYST
395787bdfdbd1e9e,sql,3,DATA ANALYST
6ebbc737e23be360,spark,3,DATA ANALYST
6ebbc737e23be360,python,3,DATA ANALYST
6ebbc737e23be360,tensorflow,3,DATA ANALYST
bab938b776607650,python,3,DATA ANALYST
a2eb9638680ab4c5,c++,3,DATA ENGINEER
a2eb9638680ab4c5,tableau,3,DATA ENGINEER
a2eb9638680ab4c5,snowflake,3,DATA ENGINEER
a2eb9638680ab4c5,cloud,3,DATA ENGINEER
a2eb9638680ab4c5,python,3,DATA ENGINEER
a2eb9638680ab4c5,nosql,3,DATA ENGINEER
a2eb9638680ab4c5,hadoop,3,DATA ENGINEER
a2eb9638680ab4c5,databricks,3,DATA ENGINEER
a2eb9638680ab4c5,informatica,3,DATA ENGINEER
a2eb9638680ab4c5,sql,3,DATA ENGINEER
a2eb9638680ab4c5,azure,3,DATA ENGINEER
a2eb9638680ab4c5,java,3,DATA ENGINEER
a2eb9638680ab4c5,oracle,3,DATA ENGINEER
a2eb9638680ab4c5,mongodb,3,DATA ENGINEER
a2eb9638680ab4c5,kafka,3,DATA ENGINEER
df68faa65a4af135,tableau,3,DATA ENGINEER
df68faa65a4af135,postgresql,3,DATA ENGINEER
df68faa65a4af135,redshift,3,DATA ENGINEER
df68faa65a4af135,sql,3,DATA ENGINEER
df68faa65a4af135,python,3,DATA ENGINEER
f5965dca49a9757e,python,3,DATA ENGINEER
f5965dca49a9757e,power bi,3,DATA ENGINEER
f5965dca49a9757e,sql,3,DATA ENGINEER
9a3681b4f9d4e072,aws,3,DATA ENGINEER
9a3681b4f9d4e072,azure,3,DATA ENGINEER
9a3681b4f9d4e072,python,3,DATA ENGINEER
9a3681b4f9d4e072,cloud,3,DATA ENGINEER
bbbaf0e1c7741630,aws,3,DATA ENGINEER
bbbaf0e1c7741630,azure,3,DATA ENGINEER
bbbaf0e1c7741630,python,3,DATA ENGINEER
bbbaf0e1c7741630,cloud,3,DATA ENGINEER
9db9c408ef9c5134,aws,3,DATA ENGINEER
9db9c408ef9c5134,ci/cd,3,DATA ENGINEER
9db9c408ef9c5134,cloud,3,DATA ENGINEER
9db9c408ef9c5134,sql,3,DATA ENGINEER
9db9c408ef9c5134,azure,3,DATA ENGINEER
9db9c408ef9c5134,python,3,DATA ENGINEER
294310b1c7252545,aws,3,DATA ENGINEER
294310b1c7252545,azure,3,DATA ENGINEER
294310b1c7252545,cloud,3,DATA ENGINEER
f18be16c0fc32db5,aws,3,DATA ENGINEER
f18be16c0fc32db5,azure,3,DATA ENGINEER
f18be16c0fc32db5,cloud,3,DATA ENGINEER
936f8a3952a8d245,cloud,3,DATA ENGINEER
936f8a3952a8d245,python,3,DATA ENGINEER
936f8a3952a8d245,sql,3,DATA ENGINEER
936f8a3952a8d245,snowflake,3,DATA ENGINEER
72a9a68fdf93207f,docker,3,DATA ENGINEER
72a9a68fdf93207f,postman,3,DATA ENGINEER
72a9a68fdf93207f,python,3,DATA ENGINEER
72a9a68fdf93207f,javascript,3,DATA ENGINEER
72a9a68fdf93207f,sql,3,DATA ENGINEER
72a9a68fdf93207f,cloud,3,DATA ENGINEER
72a9a68fdf93207f,java,3,DATA ENGINEER
73001591d8b5cba1,hadoop,3,DATA ENGINEER
73001591d8b5cba1,talend,3,DATA ENGINEER
bdb57a8c70b6248e,power bi,3,DATA ENGINEER
9b45b5bfa504e8e4,aws,3,DATA ENGINEER
9b45b5bfa504e8e4,scala,3,DATA ENGINEER
9b45b5bfa504e8e4,python,3,DATA ENGINEER
9b45b5bfa504e8e4,nosql,3,DATA ENGINEER
9b45b5bfa504e8e4,sql,3,DATA ENGINEER
9b45b5bfa504e8e4,java,3,DATA ENGINEER
846ae116fbd7f33a,tableau,3,DATA ENGINEER
846ae116fbd7f33a,sql,3,DATA ENGINEER
846ae116fbd7f33a,sas,3,DATA ENGINEER
846ae116fbd7f33a,cloud,3,DATA ENGINEER
846ae116fbd7f33a,python,3,DATA ENGINEER
bad2ed61f650b8fe,spark,3,DATA ENGINEER
bad2ed61f650b8fe,aws,3,DATA ENGINEER
bad2ed61f650b8fe,talend,3,DATA ENGINEER
bad2ed61f650b8fe,cloud,3,DATA ENGINEER
bad2ed61f650b8fe,hadoop,3,DATA ENGINEER
bad2ed61f650b8fe,azure,3,DATA ENGINEER
bad2ed61f650b8fe,nosql,3,DATA ENGINEER
bad2ed61f650b8fe,kafka,3,DATA ENGINEER
45cf8af51f565c2e,cloud,3,DATA ENGINEER
45cf8af51f565c2e,java,3,DATA ENGINEER
45cf8af51f565c2e,sql,3,DATA ENGINEER
45cf8af51f565c2e,python,3,DATA ENGINEER
29d431b7a48e349e,spark,3,DATA ENGINEER
29d431b7a48e349e,aws,3,DATA ENGINEER
29d431b7a48e349e,kubernetes,3,DATA ENGINEER
29d431b7a48e349e,jenkins,3,DATA ENGINEER
29d431b7a48e349e,docker,3,DATA ENGINEER
29d431b7a48e349e,javascript,3,DATA ENGINEER
29d431b7a48e349e,cloud,3,DATA ENGINEER
29d431b7a48e349e,github,3,DATA ENGINEER
d977f71849ed995c,emr,3,DATA ENGINEER
d977f71849ed995c,cloud,3,DATA ENGINEER
d977f71849ed995c,redshift,3,DATA ENGINEER
d977f71849ed995c,azure,3,DATA ENGINEER
d977f71849ed995c,java,3,DATA ENGINEER
0d5f78c6425da294,cloud,3,DATA ENGINEER
0d5f78c6425da294,sql,3,DATA ENGINEER
0d5f78c6425da294,informatica,3,DATA ENGINEER
bb6ec7ad334598ec,aws,3,DATA ENGINEER
bb6ec7ad334598ec,cloud,3,DATA ENGINEER
bb6ec7ad334598ec,azure,3,DATA ENGINEER
bb6ec7ad334598ec,python,3,DATA ENGINEER
bb6ec7ad334598ec,oracle,3,DATA ENGINEER
10a2c6a2c018f7b9,jenkins,3,DATA ENGINEER
10a2c6a2c018f7b9,elasticsearch,3,DATA ENGINEER
10a2c6a2c018f7b9,mlflow,3,DATA ENGINEER
10a2c6a2c018f7b9,kubeflow,3,DATA ENGINEER
10a2c6a2c018f7b9,java,3,DATA ENGINEER
10a2c6a2c018f7b9,github,3,DATA ENGINEER
10a2c6a2c018f7b9,ci/cd,3,DATA ENGINEER
10a2c6a2c018f7b9,docker,3,DATA ENGINEER
10a2c6a2c018f7b9,aws,3,DATA ENGINEER
10a2c6a2c018f7b9,pytorch,3,DATA ENGINEER
10a2c6a2c018f7b9,gcp,3,DATA ENGINEER
10a2c6a2c018f7b9,sql,3,DATA ENGINEER
10a2c6a2c018f7b9,python,3,DATA ENGINEER
10a2c6a2c018f7b9,kubernetes,3,DATA ENGINEER
10a2c6a2c018f7b9,keras,3,DATA ENGINEER
10a2c6a2c018f7b9,azure,3,DATA ENGINEER
10a2c6a2c018f7b9,cloud,3,DATA ENGINEER
10a2c6a2c018f7b9,nosql,3,DATA ENGINEER
10a2c6a2c018f7b9,tensorflow,3,DATA ENGINEER
83037bc32335b5d0,aws,3,DATA ENGINEER
83037bc32335b5d0,sql,3,DATA ENGINEER
83037bc32335b5d0,cloud,3,DATA ENGINEER
83037bc32335b5d0,python,3,DATA ENGINEER
83037bc32335b5d0,oracle,3,DATA ENGINEER
eb13befe09b57766,kubernetes,3,DATA ENGINEER
eb13befe09b57766,mysql,3,DATA ENGINEER
eb13befe09b57766,cloud,3,DATA ENGINEER
eb13befe09b57766,sql,3,DATA ENGINEER
eb13befe09b57766,azure,3,DATA ENGINEER
eb13befe09b57766,python,3,DATA ENGINEER
eb13befe09b57766,mongodb,3,DATA ENGINEER
fb945b09845a0559,power bi,3,DATA ENGINEER
fb945b09845a0559,oracle,3,DATA ENGINEER
b3e3e6966e937d16,kubernetes,3,DATA ENGINEER
b3e3e6966e937d16,scikit-learn,3,DATA ENGINEER
b3e3e6966e937d16,c++,3,DATA ENGINEER
b3e3e6966e937d16,keras,3,DATA ENGINEER
b3e3e6966e937d16,mlflow,3,DATA ENGINEER
b3e3e6966e937d16,pytorch,3,DATA ENGINEER
b3e3e6966e937d16,docker,3,DATA ENGINEER
b3e3e6966e937d16,kubeflow,3,DATA ENGINEER
b3e3e6966e937d16,pandas,3,DATA ENGINEER
b3e3e6966e937d16,numpy,3,DATA ENGINEER
b3e3e6966e937d16,cloud,3,DATA ENGINEER
b3e3e6966e937d16,python,3,DATA ENGINEER
b3e3e6966e937d16,tensorflow,3,DATA ENGINEER
aa4ec02aac36dbe4,spark,3,DATA ENGINEER
aa4ec02aac36dbe4,aws,3,DATA ENGINEER
aa4ec02aac36dbe4,kubernetes,3,DATA ENGINEER
aa4ec02aac36dbe4,talend,3,DATA ENGINEER
aa4ec02aac36dbe4,cloud,3,DATA ENGINEER
aa4ec02aac36dbe4,terraform,3,DATA ENGINEER
aa4ec02aac36dbe4,scala,3,DATA ENGINEER
aa4ec02aac36dbe4,docker,3,DATA ENGINEER
aa4ec02aac36dbe4,python,3,DATA ENGINEER
aa4ec02aac36dbe4,informatica,3,DATA ENGINEER
aa4ec02aac36dbe4,sql,3,DATA ENGINEER
aa4ec02aac36dbe4,azure,3,DATA ENGINEER
aa4ec02aac36dbe4,java,3,DATA ENGINEER
aa4ec02aac36dbe4,kafka,3,DATA ENGINEER
800e1d1426699a4d,keras,3,DATA ENGINEER
800e1d1426699a4d,c++,3,DATA ENGINEER
800e1d1426699a4d,python,3,DATA ENGINEER
800e1d1426699a4d,github,3,DATA ENGINEER
800e1d1426699a4d,tensorflow,3,DATA ENGINEER
6472b0bbd7e0e696,aws,3,DATA ENGINEER
6472b0bbd7e0e696,ci/cd,3,DATA ENGINEER
6472b0bbd7e0e696,cloud,3,DATA ENGINEER
6472b0bbd7e0e696,gcp,3,DATA ENGINEER
6472b0bbd7e0e696,azure,3,DATA ENGINEER
25909d2035d4ac05,java,3,DATA ENGINEER
25909d2035d4ac05,spark,3,DATA ENGINEER
25909d2035d4ac05,scala,3,DATA ENGINEER
25909d2035d4ac05,hive,3,DATA ENGINEER
25909d2035d4ac05,python,3,DATA ENGINEER
25909d2035d4ac05,kafka,3,DATA ENGINEER
e55752b9e3e164cb,spark,3,DATA ENGINEER
e55752b9e3e164cb,scala,3,DATA ENGINEER
e55752b9e3e164cb,python,3,DATA ENGINEER
e55752b9e3e164cb,nosql,3,DATA ENGINEER
e55752b9e3e164cb,hadoop,3,DATA ENGINEER
e55752b9e3e164cb,sql,3,DATA ENGINEER
e55752b9e3e164cb,java,3,DATA ENGINEER
e55752b9e3e164cb,kafka,3,DATA ENGINEER
dc0c7598ff7365b8,cloud,3,DATA ENGINEER
dc0c7598ff7365b8,nosql,3,DATA ENGINEER
dc0c7598ff7365b8,sql,3,DATA ENGINEER
dc0c7598ff7365b8,python,3,DATA ENGINEER
65d1735647dd2a4a,r,3,DATA ENGINEER
65d1735647dd2a4a,python,3,DATA ENGINEER
65d1735647dd2a4a,gcp,3,DATA ENGINEER
65d1735647dd2a4a,hadoop,3,DATA ENGINEER
65d1735647dd2a4a,sql,3,DATA ENGINEER
65d1735647dd2a4a,cloud,3,DATA ENGINEER
65d1735647dd2a4a,nosql,3,DATA ENGINEER
5b01229899d0f002,aws,3,DATA ENGINEER
5b01229899d0f002,mysql,3,DATA ENGINEER
5b01229899d0f002,docker,3,DATA ENGINEER
5b01229899d0f002,cloud,3,DATA ENGINEER
5b01229899d0f002,python,3,DATA ENGINEER
ab0efdd89e41d202,aws,3,DATA ENGINEER
ab0efdd89e41d202,kubernetes,3,DATA ENGINEER
ab0efdd89e41d202,cloud,3,DATA ENGINEER
ab0efdd89e41d202,terraform,3,DATA ENGINEER
ab0efdd89e41d202,docker,3,DATA ENGINEER
ab0efdd89e41d202,gcp,3,DATA ENGINEER
ab0efdd89e41d202,azure,3,DATA ENGINEER
ab0efdd89e41d202,python,3,DATA ENGINEER
4183935b495c93d4,spark,3,DATA ENGINEER
4183935b495c93d4,aws,3,DATA ENGINEER
4183935b495c93d4,mysql,3,DATA ENGINEER
4183935b495c93d4,elasticsearch,3,DATA ENGINEER
4183935b495c93d4,python,3,DATA ENGINEER
4183935b495c93d4,postgresql,3,DATA ENGINEER
4183935b495c93d4,sql,3,DATA ENGINEER
4183935b495c93d4,cloud,3,DATA ENGINEER
4183935b495c93d4,nosql,3,DATA ENGINEER
4183935b495c93d4,kafka,3,DATA ENGINEER
c77c087cc1b94f25,r,3,DATA ENGINEER
c77c087cc1b94f25,keras,3,DATA ENGINEER
c77c087cc1b94f25,c++,3,DATA ENGINEER
c77c087cc1b94f25,matlab,3,DATA ENGINEER
c77c087cc1b94f25,tableau,3,DATA ENGINEER
c77c087cc1b94f25,pandas,3,DATA ENGINEER
c77c087cc1b94f25,python,3,DATA ENGINEER
c77c087cc1b94f25,java,3,DATA ENGINEER
c77c087cc1b94f25,tensorflow,3,DATA ENGINEER
ca3086796fe761ca,spark,3,DATA ENGINEER
ca3086796fe761ca,aws,3,DATA ENGINEER
ca3086796fe761ca,emr,3,DATA ENGINEER
ca3086796fe761ca,c++,3,DATA ENGINEER
ca3086796fe761ca,scala,3,DATA ENGINEER
ca3086796fe761ca,python,3,DATA ENGINEER
ca3086796fe761ca,nosql,3,DATA ENGINEER
ca3086796fe761ca,hadoop,3,DATA ENGINEER
ca3086796fe761ca,redshift,3,DATA ENGINEER
ca3086796fe761ca,sql,3,DATA ENGINEER
ca3086796fe761ca,cloud,3,DATA ENGINEER
ca3086796fe761ca,java,3,DATA ENGINEER
ca3086796fe761ca,kafka,3,DATA ENGINEER
2a1d27f80986c4ac,r,3,DATA ENGINEER
2a1d27f80986c4ac,keras,3,DATA ENGINEER
2a1d27f80986c4ac,c++,3,DATA ENGINEER
2a1d27f80986c4ac,matlab,3,DATA ENGINEER
2a1d27f80986c4ac,cassandra,3,DATA ENGINEER
2a1d27f80986c4ac,pandas,3,DATA ENGINEER
2a1d27f80986c4ac,python,3,DATA ENGINEER
2a1d27f80986c4ac,hadoop,3,DATA ENGINEER
2a1d27f80986c4ac,java,3,DATA ENGINEER
7394d1eed5e38f1f,aws,3,DATA ENGINEER
7394d1eed5e38f1f,s3,3,DATA ENGINEER
7394d1eed5e38f1f,docker,3,DATA ENGINEER
7394d1eed5e38f1f,javascript,3,DATA ENGINEER
7394d1eed5e38f1f,sql,3,DATA ENGINEER
7394d1eed5e38f1f,python,3,DATA ENGINEER
5d8056023fc36f81,mysql,3,DATA ENGINEER
5d8056023fc36f81,sql server,3,DATA ENGINEER
5d8056023fc36f81,postgresql,3,DATA ENGINEER
5d8056023fc36f81,sql,3,DATA ENGINEER
5d8056023fc36f81,azure,3,DATA ENGINEER
5d8056023fc36f81,mongodb,3,DATA ENGINEER
11c890cab4e7b468,aws,3,DATA ENGINEER
11c890cab4e7b468,kubernetes,3,DATA ENGINEER
11c890cab4e7b468,ci/cd,3,DATA ENGINEER
11c890cab4e7b468,cloud,3,DATA ENGINEER
11c890cab4e7b468,sql server,3,DATA ENGINEER
11c890cab4e7b468,docker,3,DATA ENGINEER
11c890cab4e7b468,javascript,3,DATA ENGINEER
11c890cab4e7b468,sql,3,DATA ENGINEER
11c890cab4e7b468,azure,3,DATA ENGINEER
11c890cab4e7b468,java,3,DATA ENGINEER
11c890cab4e7b468,oracle,3,DATA ENGINEER
11c890cab4e7b468,github,3,DATA ENGINEER
7b21e80d3b2e6056,azure,3,DATA ENGINEER
7b21e80d3b2e6056,java,3,DATA ENGINEER
7b21e80d3b2e6056,cloud,3,DATA ENGINEER
7b21e80d3b2e6056,python,3,DATA ENGINEER
70aea71111ef9a63,kubernetes,3,DATA ENGINEER
70aea71111ef9a63,jenkins,3,DATA ENGINEER
70aea71111ef9a63,ci/cd,3,DATA ENGINEER
70aea71111ef9a63,terraform,3,DATA ENGINEER
70aea71111ef9a63,docker,3,DATA ENGINEER
70aea71111ef9a63,cloud,3,DATA ENGINEER
b38f04d8357b1d5d,spark,3,DATA ENGINEER
b38f04d8357b1d5d,aws,3,DATA ENGINEER
b38f04d8357b1d5d,talend,3,DATA ENGINEER
b38f04d8357b1d5d,cloud,3,DATA ENGINEER
b38f04d8357b1d5d,scala,3,DATA ENGINEER
b38f04d8357b1d5d,python,3,DATA ENGINEER
b38f04d8357b1d5d,nosql,3,DATA ENGINEER
b38f04d8357b1d5d,hadoop,3,DATA ENGINEER
b38f04d8357b1d5d,azure,3,DATA ENGINEER
b38f04d8357b1d5d,java,3,DATA ENGINEER
b38f04d8357b1d5d,kafka,3,DATA ENGINEER
a2eb9638680ab4c5,c++,3,DATA SCIENTIST
a2eb9638680ab4c5,tableau,3,DATA SCIENTIST
a2eb9638680ab4c5,snowflake,3,DATA SCIENTIST
a2eb9638680ab4c5,cloud,3,DATA SCIENTIST
a2eb9638680ab4c5,python,3,DATA SCIENTIST
a2eb9638680ab4c5,nosql,3,DATA SCIENTIST
a2eb9638680ab4c5,hadoop,3,DATA SCIENTIST
a2eb9638680ab4c5,databricks,3,DATA SCIENTIST
a2eb9638680ab4c5,informatica,3,DATA SCIENTIST
a2eb9638680ab4c5,sql,3,DATA SCIENTIST
a2eb9638680ab4c5,azure,3,DATA SCIENTIST
a2eb9638680ab4c5,java,3,DATA SCIENTIST
a2eb9638680ab4c5,oracle,3,DATA SCIENTIST
a2eb9638680ab4c5,mongodb,3,DATA SCIENTIST
a2eb9638680ab4c5,kafka,3,DATA SCIENTIST
9a3681b4f9d4e072,aws,3,DATA SCIENTIST
9a3681b4f9d4e072,azure,3,DATA SCIENTIST
9a3681b4f9d4e072,python,3,DATA SCIENTIST
9a3681b4f9d4e072,cloud,3,DATA SCIENTIST
bbbaf0e1c7741630,aws,3,DATA SCIENTIST
bbbaf0e1c7741630,azure,3,DATA SCIENTIST
bbbaf0e1c7741630,python,3,DATA SCIENTIST
bbbaf0e1c7741630,cloud,3,DATA SCIENTIST
e08024b50ef3e41e,python,3,DATA SCIENTIST
e08024b50ef3e41e,sql,3,DATA SCIENTIST
72a9a68fdf93207f,docker,3,DATA SCIENTIST
72a9a68fdf93207f,postman,3,DATA SCIENTIST
72a9a68fdf93207f,python,3,DATA SCIENTIST
72a9a68fdf93207f,javascript,3,DATA SCIENTIST
72a9a68fdf93207f,sql,3,DATA SCIENTIST
72a9a68fdf93207f,cloud,3,DATA SCIENTIST
72a9a68fdf93207f,java,3,DATA SCIENTIST
fdbe5cfc2f77c1a1,cloud,3,DATA SCIENTIST
fdbe5cfc2f77c1a1,sql,3,DATA SCIENTIST
712fd5d201a22e24,python,3,DATA SCIENTIST
4c01a8b9893f9fe4,python,3,DATA SCIENTIST
6056a430f4711776,r,3,DATA SCIENTIST
6056a430f4711776,python,3,DATA SCIENTIST
6056a430f4711776,spark,3,DATA SCIENTIST
6056a430f4711776,c++,3,DATA SCIENTIST
8790ffc7c8d3c2fc,c++,3,DATA SCIENTIST
