name,key,title,location
Gulf Business Solutions,99dab82b27029e1c,Software Developer Trainee,Riyadh
Gulf Business Solutions,1fd25b1818c91691,Senior Systems Analyst,Riyadh
Gulf Business Solutions,023d220fc688a738,Business Analyst,Riyadh
HDR,11329e87e6a99035,Urban Planner as Project Manager,Riyadh
HMH,3b25cd7a374f8985,Lead Sales Analyst,Dammam
Hamad M. Al Rugaib & Sons Trading Co.,0e08367105a34f09,Budget Controller,Al Khobar
Hamad M. Al Rugaib & Sons Trading Co.,5e8b80ba7a5e0ffe,Financial Analyst Supervisor,Al Khobar
Help AG,e5a95c2d95fe8625,Cybersecurity Defense Analyst – Specialist,Riyadh
Help AG,800a503e20d09c20,Incident Response Lead,Riyadh
Hudson Manpower,948b80576f387ee9,Safety Statistics Analyst - KSA,Jeddah
"ITT, Inc.",deefb9b088117a36,Financial Analyst,Dammam
Infinium Associates,2f3600368236c6d2,Growth Monetization Analyst-Digital/Social Media (HINDI SPEAKER),Riyadh
Infinium Associates,ce40cf1e92a2422d,Investment and Asset Manager,Riyadh
InnovationTeam,2a9fddb00d9f6f74,Pega Internship Programme (Only Saudi Nationals ),Riyadh
JASARA PMC,1d727cd171f0a387,Senior Reporting & Analytics Manager,Tabuk
JASARA PMC,8cadb6061c1a3bdf,Performance & Reporting Analyst,Riyadh
JASARA PMC,a279518bc2b9a710,Controls and Reporting Analyst,Riyadh
JLL,944777f89511f153,Junior Analyst - Data & Reporting (KSA National),Riyadh
Johns Hopkins Aramco Healthcare,696b3a63b118cd20,Senior IT Technical Analyst,Dhahran
Johns Hopkins Aramco Healthcare,183c67fde49a2009,Senior IT Functional Specialist,Dhahran
Johns Hopkins Aramco Healthcare,019a774028ab9acc,Associate Business Analyst,Dhahran
Johns Hopkins Aramco Healthcare,41a2762862026ba8,IT Technical Analyst,Dhahran
Johns Hopkins Aramco Healthcare,79774482d68523ec,IT Security Specialist,Dhahran
Johns Hopkins Aramco Healthcare,ee971c81d3ffc0e8,Senior IT Functional Analyst,Dhahran
Johns Hopkins Aramco Healthcare,29466975205a0cbb,IT Functional Specialist,Dhahran
Khwarizmi Ventures,b1b7945925352bdc,Investment Analyst,Riyadh
Knight Frank,d8e31dd661356e40,Senior Manager - Capital Markets,Riyadh
Lucidya,b7e543441bb06380,Business Analyst - Insights (CX),Riyadh
Lucidya,33ff428eb9752773,"Digital Analyst, Strategic Accounts",Riyadh
"M/S VALUETECH TECHNOLOGY SOLUTION CO. RIYADH, SAUDI ARABIA",6ebbc737e23be360,DATA ANALYST,Saudi Arabia
MENA Consultant,ce6b4313d698de1e,Data Management Consultant,Riyadh
MENA Consultant,68bf5dc59433309c,Data Analyst,Riyadh
Master-Works,80e4de2639673052,Data Quality Analyst,Riyadh
Master-Works,ced01d8481929dbd,Sr. Data Analyst,Al Khobar
Master-Works,8d3e31b5118db41f,Sr. Business Analyst / Data Steward,Riyadh
Master-Works,11a9362428039599,Data Engineer,Dammam
Master-Works,dd66863a2f2be692,MDM Developer,Riyadh
Master-Works,eb031bd17c942473,Microstrategy Developer,Riyadh
Ma’aden,d3cd6d6e7dbc27c5,"Analyst, Financial I",Saudi Arabia
Miebach Consulting GmbH,d61cfcc9f10e5d19,Analyst in KSA / Jeddah,Jeddah
Mrsool,262ddbb0a793df0e,"Senior Scientist, Data",Riyadh
Mrsool,fa6773007930a695,"Engineer III, Data",Riyadh
Mrsool,133e6a5b13a0b995,"Principal, Product - Consumer App - Remote",Riyadh
Mrsool,206d941c793dbf64,"Principal, Product - Courier - Remote",Riyadh
Müller`s Solutions,82df2469fa01fc2f,Business Analyst,Riyadh
Müller`s Solutions,43925a9f52ff4780,Business Analyst - Saudi National,Riyadh
NOV Inc.,d1fea23368cf9793,Supply Chain Analyst,Jubail
NTT DATA,0e5cc137781ace8b,SOC Analyst L3,Riyadh
NTT DATA,ca0304c8111b7675,IAM Consultant | SailPoint,Riyadh
Nahdi,265ac4a4150d706d,Financial Planning Analyst Manager (2021793),Jeddah
NielsenIQ,270078f1db345c3f,Senior Manager,Riyadh
Nintex,01fcce59e31fff29,IT Service Desk Analyst,Riyadh
Noon Academy,08dbf529ac16589f,Data Analyst,Riyadh
Norconsult Telematics,0bb5fa2f74b019c5,Saudi Arabia,Saudi Arabia
Oivan Group Oy,e71f19537e287176,Business Analyst (Technical Writer),Riyadh
One Tech Capital LLC,b36285bd0b72a809,Finance Manager,Riyadh
P2H Arabia,496a374e42b67a36,Data Analyst,Riyadh
"Palladium Group, Inc.",f6402462e5652d80,"Analyst, Consulting",Riyadh
Parsons,75f97f8663bc6d6e,Lead Architect,Tabuk
PepsiCo,a7ed9c1e4859864a,Intern - Sales Analyst,Dammam
PradeepIT Consulting Services,07f355cc64cea2ab,Business Analyst,Riyadh
PwC,0feb8854517c3687,Procurement Senior Analyst,Al Khobar
PwC,0cd81b1d88e1b891,Senior Finance Analyst,Al Khobar
PwC,87d62c18e5401156,Forensics - Managed Services - Alert Clearance Analyst - Deals,Riyadh
PwC,58b554993ef7bb42,Analyst Business Intelligence,Riyadh
Qiddiya Investment Company,a67cb6e355a7cf5f,Senior Manager - Financial Analysis & Modeling (ENT318),Riyadh
Qiddiya Investment Company,e35496171da57a96,Analyst -Transportation (COR 501),Riyadh
Qureos Inc,e8792de3f0add58d,Finance reporting analyst - United Feed Co.,Jeddah
Qureos Inc,8150e71785f899e6,Business Analyst - AlShiaka Co,Jeddah
Qureos Inc,ca6c58b7d0b210aa,Financial Analyst - Alhokair Group,Riyadh
Qureos Inc,ff1c2c8f3e5d30e4,Revenue Manager - Alhokair Group,Riyadh
Rawaj - Human Capital Management,46fa240cdeaa704c,Business Development and Partnerships Manager,Riyadh
Rawaj - Human Capital Management,d2a82ca9346d38be,Financial Investment Senior Manager | Saudi Arabia,Dammam
Rider Levett Bucknall,b5309a3235831632,Data Analyst,Riyadh
Riyadh Air,a800a818e69b8ac3,Financial Analyst ll - Financial Planning and Analysis,Riyadh
Roche,680b27a51ec86da7,"Payroll, Time & Benefits Analyst",Riyadh
S&P Global,6d6a343768c4420c,Desktop and Channels Sales Director – Kingdom of Saudi Arabia,Riyadh
S&P Global,be5bd066320546b6,Economist,Riyadh
SHC,b48ac68b2fb0e780,Business Analyst,Riyadh
SS&C,7bd8f1617e65ad07,"Senior Business Systems Analyst (Riyadh, KSA)",Saudi Arabia
Salla,fb95bfcffffd9e6a,Data Engineer,Jeddah
Salla,251e363e0d82eb1f,Data Quality Assurance Specialist,Jeddah
Saudi Business Machines,12c6686610b65ac5,Security Solution Analyst,Al Khobar
Schlumberger,cf6dc7516f59707b,Early Careers - Field Operations,Saudi Arabia
Siemens Energy,69a4ec5e5580299c,Admin Team Specialist for Field Service - Saudi Nationals only,Dammam
SolarWinds,4e4fdf5497d8a7db,Inside Sales Representative - Saudi Arabia,Riyadh
Sparc Consulting,1e17940f0b9ecfc3,Analyst,Riyadh
Squadio,3680e62b88190d0b,Senior Business Analyst - KSA,Riyadh
Squadio,d75a629f02e1f6eb,Business Intelligence Analyst - Saudi National,Riyadh
Stats Perform,ef16cc9d2bc1e8d0,Technical Success Manager - Saudi Pro League (SPL),Riyadh
Stryber,56c216c8955d066c,Senior Quantitative Credit Analyst - Fintech (KSA),Riyadh
Systems Limited,3c5e6beddaaf4168,Consultant Business Analyst,Al Madīnah
TAM Development Co.,91ae7cc27ee51515,"Tamheer Opportunities - Product and Operation Analyst, Digital",Riyadh
TAWANTECH,f541398523f3ecc7,Quality Assurance (QA) Tester (T24),Riyadh
The Cigna Group,6418972f7a68b9fe,Senior Data & Analytics Analyst,Riyadh
The Cigna Group,ae159839621516a7,Actuarial Analyst KSA,Riyadh
Tonomus,d7a730e58130a6ba,IT Quality and Change Manager,Tabuk
Tricentis,26ec384ef56d65d4,Account Director,Riyadh
Unipart Logistics,dc43680eb78245eb,Planning Analyst,Riyadh
Unison Consulting Pte Ltd,f0877a075bd0cb46,Ofsaa ERM Tech,Riyadh
Urbi,9ef676182540e5ac,GIS data analyst,Medina
V2X,93e335a549810053,Project Control Analyst,Riyadh
VML,5f02ba1868f0f51c,Project Manager,Riyadh
Waed Ventures,e5186f55ffe95c82,Investment Analyst,Dhahran
aramcoservices,7577d0138e5a0eb7,Marketing Research Analyst / Behavior Science Specialist,Saudi Arabia
aramcoservices,785e8b07b03e2feb,Sr Financial Analyst,Saudi Arabia
aramcoservices,37b75e164dbaf8a5,Plng & Perf Mgmt Specialist,Saudi Arabia
aramcoservices,505713bca16450c9,Investment Analysis Analyst,Saudi Arabia
aramcoservices,e1c6d6f172837a9f,Lead Plng & Perf Mgmt Analyst,Saudi Arabia
aramcoservices,ebe25de8980e3d82,Senior IT Systems Analyst (Technical Architect - Communications Domain),Saudi Arabia
aramcoservices,e7b6dd273eec2647,Market Analyst,Saudi Arabia
athGADLANG,aba5aeaaa30f4a22,Data Scientist Analyst,Riyadh
dr.CAFE COFFEE,577e2b3f2cda41b5,Sensory Analyst Technician/Q Grader,Riyadh
erad,3262829bcac1e205,Business Development Analyst - Fintech Startup,Riyadh
webook.com,f88d105c549e73aa,Strategic Planning Analyst,Riyadh
webook.com,003a41471e202dd0,Corporate Development Manager,Riyadh
webook.com,7e71d5dc1c0ec8e7,Senior Data Analyst,Riyadh
webook.com,461bebb9f359e5d5,Business Development Analyst,Riyadh
webook.com,42aae66f134a42ca,Microsoft Dynamics Developer,Riyadh
webook.com,ed4d3d1e32b512b5,Process Improvement Analyst,Riyadh
ابعاد الدولية للمقاولات والصيانة,29891f896038f2ef,Financial Analyst,Jeddah
شركة في مجال العناية بالتجميل,4e01385acce11aa4,Inventory Analyst,Riyadh
مجتمع الوسائط المتعدده لخدمات الاعمال,439510226e33114e,Marketing Analyst - Reporting & Social Listening,Riyadh
Air Products,a932abe05783b5fc,Senior Data Analyst,Jizan
AtkinsRéalis,57dd51f04af4a8f5,Risk Analyst,Saudi Arabia
British American Tobacco,5bd0d1d2cbc6f246,Corporate Finance Analyst,Jeddah
Dar Al Riyadh,b4c1f2a245739b20,Data Analyst,Al Hufūf
Giza Systems,3bf49d23a04e935a,Senior Business Analyst,Riyadh
Giza Systems EG,897aaf596c0fd940,Master Data Management Lead,Riyadh
Hudson Manpower,193fa0d89623705c,Admin Analyst - KSA,Jeddah
Infosys,0120aadd15bf4ef2,Analyst - CRL consultant - Middle East,Riyadh
"Kore.ai, Inc.",451ac20817bc1dcf,Sales Account Executive,Riyadh
Master-Works,7b5e5212e7b50ede,Solution Architect,Riyadh
Master-Works,88e1f7c6bc919308,EDW Designer,Riyadh
Microsoft,a59e450773768da2,Go-To-Market (GTM) Manager for Data and Analytics - Field Product Marketing,Riyadh
Mrsool,5d28e23a39ae08e8,"Principal, Product - Courier",Riyadh
People Perfect Advisory,0497dd5692264918,Financial Analyst,Riyadh
Qureos Inc,8f325451e0a24df8,Finance Team Leader - PSC,Riyadh
Salla,bf56819efe3b2ebc,Data Science Manager,Jeddah
Salla,0d531b98f7f4480a,Senior Quality and Technical Operation Analyst,Jeddah
Savills Middle East,61f324b48b3841cc,Analyst – Real Estate Consultancy,Riyadh
Sweater,20fc62ac4943f651,Product Specialist,Riyadh
