name,key,title,location
AtkinsRéalis,56970d685143a073,Civil & Structure Design Manager (NEOM Site),Saudi Arabia
AtkinsRéalis,1a2139b501d5b160,Senior Manager - Carbon & Materials (NEOM Site),Saudi Arabia
AtkinsRéalis,1d0015c6674fed33,Electrical Design Manager (NEOM Site),Saudi Arabia
AtkinsRéalis,17044e4971ade680,Design Management Director - MEP/Structural/Architectural (NEOM Site),Saudi Arabia
AtkinsRéalis,6d94a7ee3c9ca8a3,Engineering Manager (NEOM Site),Saudi Arabia
AtkinsRéalis,f861f92c7ca031ae,Architecture Studio Manager,Riyadh
AtkinsRéalis,567cd665c8e872de,Project Director - MEP (NEOM Site),Saudi Arabia
AtkinsRéalis,117390842bf1c236,Construction Director - Steel (NEOM Site-Based),Saudi Arabia
AtkinsRéalis,aff4bbc086d4789b,Mechanical Engineer - Saudi National,Saudi Arabia
AtkinsRéalis,a4033ce38c32b47c,Design Architect (Hospitality) - Madinah,Saudi Arabia
AtkinsRéalis,02f79515fade365e,Finance Manager,Riyadh
AtkinsRéalis,488e258502e4d870,Airport Development Lead,Riyadh
AtkinsRéalis,a7e705be33d028f4,Interior Design Architect (Madinah),Saudi Arabia
Augusta Infotech,88aed5723ac86417,Hyperscale Data Center Manager / Senior Manager / Director,Riyadh
Aveva,6f8e2acbb28e8b3d,Tech Support Engineer,Al Khobar
BAE Systems,fb027b7023194ddb,Metrology Engineer (Calibration),Dhahran
BAE Systems,469ad99a266140ec,Supply Chain Manager,Dhahran
BAE Systems,640d1076ecebfbb7,Aircrew Instructor,Tabuk
BAE Systems,bec8c2239d3019a7,Integrated Maintenance Solutions (IMS) Supervisor,Ta'if
BAE Systems,a1fc9dab75626aa7,Egress Technician,Dhahran
BAE Systems,7c78c85d4cfbd444,Aircraft Structures Engineer,Saudi Arabia
BAE Systems,ab3c9f81fddcce64,WOME Compliance Manager,Riyadh
BAE Systems,23b02b9b759eeff2,Senior Business Support,Tabuk
BAE Systems,40cc3fab7e6c4279,Typhoon Mechanical Technician Supervisor,Ta'if
BAE Systems,2533ca7d8567abc7,Avionic Maintenance Technician,Al Majma
BAE Systems,50d28fb0f23da8e4,Typhoon Avionic Technician Supervisor,Ta'if
BAE Systems,35c7cccb5382f4cb,Typhoon Armament Technician Supervisor,Ta'if
BAE Systems,66fa63c680821800,Reliability and Maintainability Lead,Dhahran
Baker Hughes,03c4bbe4281ff423,Product Execution Engineer,Riyadh
BlueWater Federal Solutions,f2cc335ffa121864,On-Site Engineer,Riyadh
Buro Happold,107b09e973c927a1,Project Controls Engineer,Riyadh
Chemdelves,800e1d1426699a4d,Computer Vision Engineer,Saudi Arabia
China Harbour Engineering Co. Ltd. (CHEC) - KSA,1d59a0c30ce88997,Claim Dispute Manager,Riyadh
Cisco Systems,2fee4e7373b7a11f,"Pre-Sales Solutions Engineer - AI, Riyadh",Riyadh
Cognizant,175a926742706306,Azure AI & ML,Riyadh
Computer Network Systems,a0541bd9fa95230b,Senior Mechanical Engineer (Static Equipment),Al Khobar
Contentsquare,dbe241b25450e048,Enterprise Account Executive,Riyadh
Creative Chaos,3d741df3d512d059,Senior Data Scientist ( 3 months contractual role),Jeddah
Creative Chaos,96c8e8c4b3224f5f,Senior Data Scientist,Jeddah
D360 Bank,1a707d681325b465,Senior Quality Assurance Engineer,Riyadh
DHL,34cd911ab430ad30,Project Engineer,Dammam
DMK Consultancy,a21d5bd046d9c7b8,Senior ICT Engineer,Jeddah
DS DeepSource GmbH,0b701c8fe73ece0b,Service Delivery Engineer - Isilon,Riyadh
DSV,9ded593e2276505b,Senior Logistics Engineer,Tabuk
DSV,b09837b27d10ad2d,"Manager, Transport Engineer",Tabuk
DSV,212b29d5d44e1ed1,Lead Information Architect,Tabuk
Dar Al Riyadh,60bb24b74ebbd9ca,Project Engineer,Jizan
Dar Al Riyadh,cd90738cc5e19a54,Project Controls Director,Riyadh
Dar Al Riyadh,8846a72e54a27a0f,Urban Design & Regional Planner,Riyadh
Dar Al Riyadh,fefc2ae5a5cbff2e,Senior PMO Establishment Engineer,Riyadh
Dar Al Riyadh,1de9ea8e346d8319,Lead Cost Engineer,Tabuk
Dar Al Riyadh,c4435e56928a039c,Surveyor,Riyadh
Dar Al Riyadh,8eac0c4cd432a8ea,Land Surveyor,Riyadh
Dar Al Riyadh,5c5d8471de46530b,Autocad Draftsman,Riyadh
Dar Al Riyadh,e2a8f1e09afda29d,Project Director,Jeddah
Dar Al Riyadh,099899f152db97ce,Graphic Designer,Riyadh
Dar Al Riyadh,75e5c2d1772feabc,Senior Planning Engineer,Tabuk
Dar Al Riyadh,4d7040f5a4f49f37,Head of Scheduling Department,Riyadh
Dar Al Riyadh,64b019d230ded366,Tendering Engineer,Riyadh
Dar Al Riyadh,f7c21a1ea77582d0,Project Control Engineer,Saudi Arabia
DarkVision,563ad2da52d037ec,Wireline logging Sales Engineer,Dammam
Data Services Saudi Arabia Limited,533281d7d78b8e58,"Senior Technical Infrastructure Program Manager, Infra - DCPD",Riyadh
Data Services Saudi Arabia Limited,6092bfb315dfd401,"Data Center Facility Engineer, DCC Communities",Riyadh
Data Services Saudi Arabia Limited,6c810546e37a9c24,"Cluster Security Manager (Saudi Arabian/GCC national), DCC Communities",Riyadh
Data Services Saudi Arabia Limited,7ddc5e6c05d315a6,"Construction Manager, EMEA Data Center Capacity Delivery (DCCD)/InfraOps",Riyadh
Data Services Saudi Arabia Limited,5d8ea0ff46282c85,"Data Centre Electrical Engineering Facility Manager, DCC Communities",Riyadh
Data Services Saudi Arabia Limited,ed50cd4d9048c41e,"Network Technician , Infrastructure Delivery",Riyadh
Denodo,a8a65f5fe34a5190,Data Engineer,Riyadh
Devoteam,f251d551df9f6a49,Senior Apigee Engineer,Riyadh
Devoteam,4fa59cea31c69542,Lead Cloud Architect,Riyadh
Devoteam Middle East,371e9542d04a80bf,Senior Apigee Engineer,Riyadh
Eaton,02b663dd49ba3dae,Life Safety Service Sales Engineer- Riyadh KSA,Riyadh
Egis Group,07cfc22d9e3fc560,QA/QC Inspector,Riyadh
Elsevier,b000f6ef0a405d68,Solution Engineer / Sales Consultant,Saudi Arabia
Emerson,4b0f3197a0172fe0,Quality Manager,Saudi Arabia
EndemandIT & Data Solutions LLC,06b0d1572af6f3b0,Penetration test engineer,Riyadh
Engie Al Jubail for Operation & Maintenance Compan,f6c844a7c812d909,I&C Engineer,Jubail
Expro,75cbd33d9a6c6dbc,Workshop/Maintenance Coordinator,Al Khobar
Expro,03b46fb210d933d9,Senior Workshop/Maintenance Technician,Al Khobar
FAMA Technologies,01b4e1cc567f3cae,Pre Sales Engineer - ICT Riyadh,Riyadh
FATAYERJI CO.,478322aea837174e,Materials Lab. Supervisor,Jeddah
FINE GLOBAL HR,4786851fee53425a,SOIL TECHNICIAN,Riyadh
FINE GLOBAL HR,fdbe9766e733df56,GEOTECHNICAL DRILLERS,Riyadh
Faden Wood Company,d418f3f6ce1c5b09,Pricing Engineer,Riyadh
FlyAkeed,330bbd0f7d46da4e,Senior Software Engineer - Backend,Riyadh
FlyAkeed,8a49c1b5b83e409f,Software Engineer - Backend,Riyadh
Foodics,7c51b888d17c0b64,DevOps Engineering Lead,Riyadh
Fortinet,ea81397b7e66e9f7,"Manager, Technical Account Management",Riyadh
Fugro,5cf92432141b7b2c,Junior Geotechnical Engineer,Dammam
Fugro,fb6843c287a9b02d,Engineering Data Analyst,Dammam
GBS IT Services LLC,af6770290361246b,Senior System Engineer,Al Khobar
GBS IT Services LLC,ec0e8ab1a822e77e,Presales Engineer - Datacenter,Riyadh
GE HEALTHCARE,2b98ff7655f61cee,"Early Career Trainee, Service Delivery",Riyadh
GEDAC ELECTRIC,94831d2e054d5b70,Proposal / Design Engineer,Jeddah
GULF LINK TECHNOLOGIES RIYADH SAUDI ARABIA,1fbdc4a6fefe47c9,Expert Network Engineer,Saudi Arabia
Gas Power Engineering,c57ef924e870f383,Regional Customer Application Engineer,Al Khobar
Gas Power Global Supply Chain,fcdc73f38a9cf713,Co-op,Dammam
Gathern,750a0acbc688efa9,Backend Engineer,Riyadh
Giza Systems,8458a1b76961b086,Senior Business Intelligence Engineer,Riyadh
Giza Systems,565d81ac95656e7e,Data And BI Engineer,Riyadh
Giza Systems EG,0a6a6c5d747dc75d,Data & BI Engineer,Riyadh
Giza Systems EG,91002d37c89d9527,Senior QA/QC Engineer,Al Khobar
Giza Systems EG,6c4eb696e4c81e33,Data Engineer,Riyadh
Giza Systems EG,c433a3cf15105bdf,Senior Support and Operations Engineer / DevOps Engineer,Riyadh
Giza Systems EG,d865cdfb03ffe9ae,Backup and Restore Engineer L3,Riyadh
Giza Systems EG,0a67c78e820c2f0c,Senior Planning Engineer,Riyadh
Giza Systems EG,3af1de517a1bc7b7,Senior Business Intelligence Engineer,Riyadh
Giza Systems EG,6ee78e5af2a49318,Site Manager,Mecca
Giza Systems EG,64d0d0d56fa5ce62,Senior Technical Office Engineer,Riyadh
Giza Systems EG,34b00539094b494a,Business Intelligence Engineer,Riyadh
Giza Systems EG,1344455f67256e72,Netcool Engineer,Riyadh
Globant,2cca0532abce1532,Delivery Director - KSA,Riyadh
Guardian Glass,6db96130ae845a86,Mirror line Process Engineer/ Manager,Jubail
Gulf Business Solutions,1afa0a83bd7d0377,System Engineer,Riyadh
Gulf Business Solutions,939e58839f348230,RPA Developer,Riyadh
Gulf Business Solutions,9c63f6b0a95bacc6,Junior Android Developer,Riyadh
Gulf Business Solutions,e9dd1f56674c8ff6,Senior Software Developer,Riyadh
Gulf Business Solutions,66570745bee86c85,Cloud Engineer,Riyadh
HMH,3b25cd7a374f8985,Lead Sales Analyst,Dammam
Hamad M. Al Rugaib & Sons Trading Co.,67ed0bfdfdd11796,Industrial Engineer,Al Khobar
Help AG,800a503e20d09c20,Incident Response Lead,Riyadh
Help AG,a6c67948186944af,Senior Information Security Consultant - DLP Specialist,Riyadh
Hewlett Packard,b7c283c010987bca,KSA Marketing Manager,Riyadh
Hewlett Packard Enterprise,b88a2331be080b84,Graduate HPC Technical Consultant,Riyadh
Hudson Manpower,ba796bf441faa87c,"Engineer III, Process Role: ENG-PR-09-I1 Engineer III, Process",Dammam
IBIS,721a32c1456818f2,Electromechanical Foreman,Jeddah
IBIS,f77bcbac2f947988,Electronic Engineering – Saudis Only,Jeddah
IDEX Services,c4a5318ca6f53b51,UI/UX Designer // Full-Stack Developer // Front-End Developer,Riyadh
IHCC,984c406a7bc7ffa3,IT support Engineer,Jeddah
IHCC,08f8311b84947546,Senior Energy Engineer,Jeddah
ILF Consulting Engineers Saudi Arabia,3439c42904889b1f,Roads Design Engineer,Riyadh
ILF Consulting Engineers Saudi Arabia,a51e317c753d3911,Human Resources Department Manager,Riyadh
ILF Consulting Engineers Saudi Arabia,3aa72ce25cc65189,Human Resources Administrator,Riyadh
ILF Consulting Engineers Saudi Arabia,0868f516d55bacaf,Thermal Power Plant Expert,Riyadh
IRCO,3085c0b7223f90ad,NETWORK ENGINEER,Saudi Arabia
IT Solutions Worldwide,2463fe61c816f658,Senior Logistics Engineer,Saudi Arabia
ITT Inc.,225dd059d6aa25c9,Project Engineer,Dammam
Imdad,3654c33a6e34e2d6,Senior Product Specialist ( Aesthetic Injectables ) - Saudi National - Riyadh,Riyadh
Inbox Business Technologies,60cafcee8c971d33,Exchange Server Administrator,Riyadh
Innovative Solutions,92989cc311ad14b3,Network Engineer - Security,Riyadh
Innovative Solutions,2c0d31ab696c2cf3,SIEM Engineer,Riyadh
JASARA PMC,794daabbd2fd1042,Senior Project Controls Engineer - Reporting,Tabuk
JASARA PMC,694d67800a9d84d4,Sr. Urban and Regional Planner,Riyadh
JASARA PMC,33ece3f314787e43,Senior Reporting Engineer,Tabuk
JASARA PMC,3f14fe85302c06c8,Estimation and Measurement Manager,Riyadh
JASARA PMC,d2d1f9a483b134c4,Technical Writer Manager,Riyadh
JASARA PMC,1165ad3de9ba270d,Project Controls and Reporting - Engineer,Riyadh
JASARA PMC,593fe84842bd9b31,Planner / Reporting,Jeddah
JASARA PMC,b1e29cc5c19e8be5,Senior Controls and Reporting Specialist,Riyadh
JASARA PMC,42f9270392fd522e,Sustainability Engineer,Riyadh
JASARA PMC,48a5c387b153c5cb,Senior Planner,Medina
JASARA PMC,6268588664927a87,Quantity Surveyor,Riyadh
Jet Aviation AG,fa901e23ccb83835,Aircraft Maintenance Supervisor,Riyadh
Jet Aviation AG,b103fd988743f345,Line Maintenance Engineer,Riyadh
Jet Aviation AG,ef8026c2b9e4d9db,Line Maintenance Technician,Riyadh
John Crane,70f488fedb3bd40a,Senior Maintenance Engineer,Dammam
John Wood Group,4f46dcbf25a2b31c,TPE IV Senior Process Engineer,Al Khobar
John Wood Group,4668f187ba94fda9,ED III/Structural Designer,Saudi Arabia
John Wood Group,e7d3cc7abcb247e7,TPE V / Principal Process Engineer,Al Khobar
John Wood Group,2281a041fcceec78,TPE V / Principal Data Network Engineer,Al Khobar
Johns Hopkins Aramco Healthcare,79774482d68523ec,IT Security Specialist,Dhahran
Juniper Networks,920034f4150679d1,Network Engineer - Saudi Arabia,Saudi Arabia
KAUST,55abec4b506dc5ed,SENIOR/JUNIOR POSTDOCTORAL FELLOW IN BIOINFORMATICS,Thuwal
KAUST,67d1473b1e1f0115,FACULTY POSITIONS IN APPLIED MATHEMATICS AND COMPUTATIONAL SCIENCES,Saudi Arabia
KAUST,a0a7b06b3b3b1e90,FACULTY POSITION IN BIO-DEVICES AND BIOINTERFACES FOR DIAGNOSTICS AND THERAPY,Thuwal
KAUST,f265ff8b6505fb95,SOFTWARE ENGINEER,Thuwal
KAUST,8170c2a079496a8e,RESEARCH ENGINEER AT OMEGALAB GROUP,Thuwal
KBR,644a57b041b89e14,Principal Fire Protection Engineer,Al Khobar
KBR,bdaa4188eb908d0d,Lead Estimator (TIC Estimating),Al Khobar
KBR,d9c1a2fe088c7120,PSAB ESS: Civil Engineer (Secret Clearance),Saudi Arabia
KBR,a292cf3e8f06785c,Principal Design Engineer - Rotating Equipment,Al Khobar
KBR,50c48c715ca03789,Lead Process Safety Engineer.,Al Khobar
KBR,5bb3dfc458aadcb3,SPI Administrator,Al Khobar
KBR,1e0e39206c529ba7,PSAB BOSS: HVAC Technician (Secret Clearance),Saudi Arabia
KEO International Consultants,f88aa9d1ef111fc4,Senior Contracts Specialist,Jeddah
KEO International Consultants,e8c59d4fa61108f6,Lead Architect,Al Ula
Koch Engineered Solutions,24ea3d97fc4ebcca,Systems Process Engineer,Dammam
Koch Engineered Solutions,9427ae3df4bd863c,"Mechanical Supervisor/ Site Engineer- Mass Transfer, Flares",Dammam
Kone,e3062af8a377abcd,Sales Engineer - Modernization,Riyadh
"Kore.ai, Inc.",451ac20817bc1dcf,Sales Account Executive,Riyadh
Leidos,1a244a975919fcc5,Link 16 Expert,Riyadh
Leidos,c4844dcd96052fe3,AWACS Radar Systems Engineer,Riyadh
Leidos,8d86ec5845424b31,C4I Sr. Software Engineer,Riyadh
Lincoln College International,9763b7bbe6c0c3e1,"Quality Manager £5,142 TAX FREE (SAR 25,235), Riyadh, KSA",Riyadh
Linxon,d0022b379120d2b9,Senior Project Manager,Riyadh
Lucidya,c36561c46dc00422,Technical Internship or Coop,Riyadh
Lucy Electric,53345fb092d02636,Material Planning Engineer,Dammam
Lucy Electric,d8320e6467f49d15,Supplier Quality Engineer,Dammam
Lummus Technology,2814fabb367a3662,Principal Tech Services Engineer,Dammam
Luxoft,6111798841eae9b6,ET Consultant,Riyadh
Master-Works,83745a4dad8c2561,Data Governance Developer,Riyadh
Master-Works,8d3e31b5118db41f,Sr. Business Analyst / Data Steward,Riyadh
Master-Works,2718a8395f540c1e,Cloud Data Engineer,Dammam
Master-Works,7b5e5212e7b50ede,Solution Architect,Riyadh
Mayar Gulf Engineering Consultants,7e0e2b0fb986c421,Safety Engineer,Riyadh
Ma’aden,162f0a8e8992d317,"Lead Planner, Project Scheduler & Estimator I",Riyadh
Medtronic,e62e77adce5758eb,Legal Counsel,Riyadh
Medtronic,c509a3ff3fb0910a,Senior Principal Supply Chain Consultant CEMA,Riyadh
Microland,044021cda3cdcbec,Senior Engineer - Field Services,Jeddah
Microland,001f062e9334099c,Administrator - Field Services,Jeddah
Middle East Orbits Contr. & Trad.,f1bd5a41f34e41c5,Project Sales Engineer - Preferred Female,Riyadh
Morgan Advanced Materials,f1901640d8994210,Senior Sales Engineer,Riyadh
Motorola Solutions,d457294a947aef2a,Junior System Engineer,Riyadh
Mott MacDonald,1111141ea16615c9,Principal Civil Engineer,Riyadh
Mozn,c410ed67e650bee5,"Engineering Manager, System Architecture",Riyadh
Mozn,5245b6ec5f74ae87,Quality Assurance Engineer,Riyadh
Mozn,5b173d0ad482ed05,Software Engineering Team Lead,Riyadh
Mozn,8a159fcda0d1a3b2,Senior Data Engineer,Riyadh
Mrsool,fa6773007930a695,"Engineer III, Data",Riyadh
Mrsool,5d28e23a39ae08e8,"Principal, Product - Courier",Riyadh
Mrsool,72e0fbe213b461f4,Manager- Site Reliability Engineering,Riyadh
Mrsool,2d60f44f8724dca5,"Engineer, Integration Support",Riyadh
NOV Inc.,e303acf000c67b0a,Sales Representative (Oil & Gas),Al Khobar
NTT DATA,e04da15ed377c9c4,Security Engineer L1,Riyadh
NTT DATA,0e5cc137781ace8b,SOC Analyst L3,Riyadh
National Metal Manufacturing & Casting Co,1430c181207a5de7,Sales Manager -Cement plants wear parts,Dammam
NetCracker,472b170a7194371c,Application Engineer - ARABIC SPEAKING ONLY,Riyadh
Nintex,01fcce59e31fff29,IT Service Desk Analyst,Riyadh
Noon Academy,ce7050e0b3f91a5b,Head of Learning,Riyadh
Northern Mountains Contracting Company,50489d195f132c0e,Operations Manager ( Engineer),Riyadh
Nutanix,3052a3a590fc6919,"Strategic Account Manager, Saudi Arabia",Riyadh
Nutanix,55f7c7d9438c482c,Sales Specialist - Nutanix Database Solutions (NDB) - Emerging Markets,Riyadh
Nutanix,f115d207b716edf5,"MSP Sales Specialist, Saudi Arabia",Riyadh
OMNI INTERNATIONAL CONSULTANTS Co Ltd,14cc3af3034667dd,PSA & PMS Engineer (Gas & Power Plant for Refinery) in KSA,Jizan
OMNI INTERNATIONAL CONSULTANTS Co Ltd,f35e70f7783af686,Director of Common Assets/ Project Director- 3D Building Systems(PMC/PMO/IDC) in Tabuk,Tabuk
OPSWAT,2ac27654b1d512ed,Enterprise Account Manager (Cybersecurity),Riyadh
Oivan Group Oy,994183e4e58f8c96,"Senior Data Engineer (Riyadh, on-site)",Riyadh
Otis,d06d9259188a07d3,NE Construction Technician,Riyadh
P2H Arabia,879d02ee216dd5f2,Database Engineer,Riyadh
P2H Arabia,76aae5d1774673d3,DB Architect,Riyadh
P2H Arabia,a2ef60eaa59d0977,System Security Engineer / Cybersecurity Engineer,Riyadh
Parsons,38af39e3576f2c81,Project Engineer,Riyadh
Parsons,6a661bc119b4ad39,Landscape Engineer,Riyadh
Parsons,95523422134bb779,Cost Engineer,Riyadh
Parsons,8f8545e7f1c27de6,Road Engineer,Riyadh
Parsons,f288d2a276dab4fe,Traffic Engineer,Riyadh
Parsons,3f7db3c505827c16,Principle Landscape Architect (Design),Riyadh
Parsons,9354d8e582fc094e,Traffic Simulation Modeler,Riyadh
Parsons,df26e756a258c88b,Senior Planning Engineer,Riyadh
Parsons,d181a58a254543dc,HSE Engineer (Saudi National),Riyadh
Parsons,6f4cc92cd1f93919,Sr. Wet Utilities Engineer,Riyadh
Parsons,a82644424782924a,Sr. Traffic Modeler / Sr. Traffic Engineer,Riyadh
Parsons,ed3053d9bb38a091,Principal Cost Engineer,Yanbu' al Bahr
Parsons,1de200b568963d4a,Smart City Manager,Jizan
Parsons,fb3ffea450567a4c,Lead Environmental Permitting Specialist,Yanbu' al Bahr
Parsons,c58cb903e30fdbce,Architect,Riyadh
Parsons,50a09e26a36acf2c,Associate Electrical Engineer (Saudi National),Mecca
Parsons,e63d3fb772cb4481,Sr. Dry Utilities Engineer,Riyadh
Parsons,7ebd192b31c5c538,Sr. Environmental Engineer,Riyadh
Parsons,87e96412e412fe0d,Senior BIM Specialist,Tabuk
Parsons,113bedd41b4d3730,Director of Common Assets,Tabuk
Parsons,32c710000b7a21b5,BIM Manager,Tabuk
Parsons,c4698604d42d8f2e,Senior Landscape Architect,Riyadh
Parsons,57f898190358971b,Senior Land Surveyor,Riyadh
Parsons,e8eac4856877cddb,Infrastructure Director,Tabuk
Parsons,0f4e170f395461af,Senior Transportation Engineer,Riyadh
Parsons,7d1712d0e2eb54a5,Principal Scheduler,Yanbu' al Bahr
Penspen,f00843ba9004e08e,KSA- PMS Project Lead,Al Khafjī
Penspen,dd995d326aeaf677,KSA - Senior Project Lead/Manager,Saudi Arabia
Perfect Vision,db7dade836f4158c,AI Developer,Dammam
Perfect Vision,2be34d32b985437a,System Engineer - ICT,Dammam
Philips,ab84ee91fc3ab217,Field Service Engineer - Graduate (Riyadh),Riyadh
Philips,a857fefc5e3474ab,Field Service Engineer - Graduate (Tabuk),Riyadh
Premium Solutions Consultancy,b442f4669a587dbc,Asset Integrity Manager,Riyadh
Projects Pioneers Contracting Company,98fee6765a054c8c,Senior Estimation Engineer,Dammam
Projects Pioneers Contracting Company,ac307891890ea211,Junior Cost Controlling engineer (Civil Background),Tabuk
Projects Pioneers Contracting Company,8588208efc5b98f1,Electrical Engineer (OHPL Experience),Dammam
Projects Pioneers Contracting Company,6186a8f6c57c358b,Lead Cost control Manager / Cost control Director,Dammam
Proofpoint,4971731cad92aee7,"Sr Named Account Manager, KSA",Riyadh
Proofpoint,09bf7f47457e5847,"Account Manager, Add-On Sales, KSA (Arabic Speaking)",Riyadh
Proto,6ede3e812dce4233,Region Manager (Mideast),Saudi Arabia
PwC,f023095e331702b9,Associate - Digital Services - KSA (Saudi Nationals),Riyadh
