Company ID,Company Name,Name from URL,People Name,Linkedin Profile,Job Title,Job Category,Departments
7c0ccf2a-788f-43a3-9e57-8af6f88a278b,Allianz Partners,allianz-partners,Patrick Giustino,https://www.linkedin.com/in/patrick-giustino-27416713,"VP and Audit Regional Head, Americas","['l_100_individual', 'l_400_vp']",['management']
7c0ccf2a-788f-43a3-9e57-8af6f88a278b,Allianz Partners,allianz-partners,Robert Salmons,https://www.linkedin.com/in/robert-salmons-csm-he-him-his-33305b8,"VP, US Product Delivery","['l_100_individual', 'l_400_vp']","['management', 'operations']"
7c0ccf2a-788f-43a3-9e57-8af6f88a278b,Allianz Partners,allianz-partners,Tamara Wagner,https://www.linkedin.com/in/tamara-wagner-bair-pmp-6a77b44,Operations,"['l_100_individual', 'l_400_vp']","['management', 'operations']"
7c0ccf2a-788f-43a3-9e57-8af6f88a278b,Allianz Partners,allianz-partners,Tom Trotta,https://www.linkedin.com/in/tomtrotta,Sales and Support,"['l_100_individual', 'l_400_vp']",['sales']
aa563215-3b80-a140-7726-fe2859803a16,Unifonic,unifonic,Deepak Katiyar,https://www.linkedin.com/in/deepak-katiyar-68135a41,Sales and Support,['l_300_director'],
aa563215-3b80-a140-7726-fe2859803a16,Unifonic,unifonic,Karim Mohamed,https://www.linkedin.com/in/karimmohamedali,Marketing and Product,['l_300_director'],
aa563215-3b80-a140-7726-fe2859803a16,Unifonic,unifonic,Karim Sharawi,https://www.linkedin.com/in/karimsharawi,Marketing and Product,['l_300_director'],['marketing']
aa563215-3b80-a140-7726-fe2859803a16,Unifonic,unifonic,Khalid Break,https://www.linkedin.com/in/khalid-break-88432a37,Finance and Administration,['l_300_director'],['finance']
aa563215-3b80-a140-7726-fe2859803a16,Unifonic,unifonic,Khuram Rahat,https://www.linkedin.com/in/khuram-rahat-a006376,Sales and Support,['l_300_director'],
aa563215-3b80-a140-7726-fe2859803a16,Unifonic,unifonic,Michael Falorni,https://www.linkedin.com/in/michaël-falorni-566031b,Sales and Support,['l_300_director'],
aa563215-3b80-a140-7726-fe2859803a16,Unifonic,unifonic,Mohamed Mamdouh,https://www.linkedin.com/in/mohamed-mamdouh-650b8b20,Sales and Support,['l_300_director'],['sales']
aa563215-3b80-a140-7726-fe2859803a16,Unifonic,unifonic,Mohammad Obeid,https://www.linkedin.com/in/mohammadobeid,Finance and Administration,['l_300_director'],['finance']
aa563215-3b80-a140-7726-fe2859803a16,Unifonic,unifonic,Mohammed Barashid,https://www.linkedin.com/in/barashid,Sales and Support,['l_300_director'],
aa563215-3b80-a140-7726-fe2859803a16,Unifonic,unifonic,Mohammed Nassar,https://www.linkedin.com/in/mohamedsayednassar,Marketing and Product,['l_300_director'],['operations']
c9310fd0-d888-4e14-b774-2201e96afc1f,Bupa Arabia,bupa-arabia,Abraham Sunny,https://www.linkedin.com/in/abraham-sunny-455a9a10,Engineering,['l_300_director'],['engineering']
c9310fd0-d888-4e14-b774-2201e96afc1f,Bupa Arabia,bupa-arabia,Ahmad Yahya,https://www.linkedin.com/in/ahmadhyahya,Finance and Administration,['l_300_director'],
c9310fd0-d888-4e14-b774-2201e96afc1f,Bupa Arabia,bupa-arabia,Ahmed Abdulraouf,https://www.linkedin.com/in/ahmed-abdulraouf-b6777062,Human Resources,['l_300_director'],['human_resources']
c9310fd0-d888-4e14-b774-2201e96afc1f,Bupa Arabia,bupa-arabia,Ahmed Bajunaid,https://www.linkedin.com/in/ahmed-bajunaid-168b3619,Finance and Administration,['l_300_director'],['operations']
c9310fd0-d888-4e14-b774-2201e96afc1f,Bupa Arabia,bupa-arabia,Ahmed Taher,https://www.linkedin.com/in/ahmed-taher-a8775858,Business Management,['l_300_director'],['operations']
c9310fd0-d888-4e14-b774-2201e96afc1f,Bupa Arabia,bupa-arabia,Alaa Jeroudi,https://www.linkedin.com/in/alaa-jeroudi-70ab7a3a,Sales and Support,['l_300_director'],['product']
c9310fd0-d888-4e14-b774-2201e96afc1f,Bupa Arabia,bupa-arabia,Alfaisal Babaeer,https://www.linkedin.com/in/alfaisal-babaeer-80105215,Information Technology,['l_300_director'],['information_technology']
c9310fd0-d888-4e14-b774-2201e96afc1f,Bupa Arabia,bupa-arabia,Amin Shaibi,https://www.linkedin.com/in/amin-shaibi-55714bb,Marketing and Product,['l_300_director'],
c9310fd0-d888-4e14-b774-2201e96afc1f,Bupa Arabia,bupa-arabia,Bassel Gazzaz,https://www.linkedin.com/in/bassel-gazzaz-8265b336,Sales and Support,['l_300_director'],['sales']
c9310fd0-d888-4e14-b774-2201e96afc1f,Bupa Arabia,bupa-arabia,Chadi Saba,https://www.linkedin.com/in/chadi-saba-a1479a76,Finance and Administration,['l_300_director'],['operations']
fc5fbe7a-562d-d577-b05e-46797caa134c,IBM,ibm,Abhinav Aggarwal,https://www.linkedin.com/in/aaggarwal2,IBM Distinguished Engineer / CTO,['l_500_exec'],['engineering']
fc5fbe7a-562d-d577-b05e-46797caa134c,IBM,ibm,Ajay Sampat,https://www.linkedin.com/in/ajay-sampat-09846841,Senior Security Product Portfolio Owner - Systems,['l_500_exec'],['product']
fc5fbe7a-562d-d577-b05e-46797caa134c,IBM,ibm,Al Hamid,https://www.linkedin.com/in/al-hamid,"Global Chief Technology Officer (CTO), Industry Platforms",['l_500_exec'],['management']
fc5fbe7a-562d-d577-b05e-46797caa134c,IBM,ibm,Al Willis,https://www.linkedin.com/in/al-willis-0bb2947,"Sr Manager, Leader - CIO Hybrid Cloud",['l_500_exec'],['information_technology']
fc5fbe7a-562d-d577-b05e-46797caa134c,IBM,ibm,Albert Calloway,https://www.linkedin.com/in/albert-calloway-4177944,Owner,['l_500_exec'],['management']
fc5fbe7a-562d-d577-b05e-46797caa134c,IBM,ibm,Andrew Bernoth,https://www.linkedin.com/in/andrewbernoth,Chief Architect,['l_500_exec'],['engineering']
fc5fbe7a-562d-d577-b05e-46797caa134c,IBM,ibm,Andrew Vasaturo,https://www.linkedin.com/in/andrewvasaturo,"DevOps Manager, Automation & Tools, CIO Network Engineering",['l_500_exec'],['engineering']
fc5fbe7a-562d-d577-b05e-46797caa134c,IBM,ibm,Andrew Walls,https://www.linkedin.com/in/wallsandrew,"IBM Fellow, CTO and Chief Architect IBM Flash Systems",['l_500_exec'],['management']
fc5fbe7a-562d-d577-b05e-46797caa134c,IBM,ibm,Angela Jarrar,https://www.linkedin.com/in/angela-jarrar-7612941,"Vice President, Chief Information Security Officer (CISO) Cloud and Cognitive Software",['l_500_exec'],['management']
fc5fbe7a-562d-d577-b05e-46797caa134c,IBM,ibm,Animesh Singh,https://www.linkedin.com/in/animeshsingh1,IBM Distinguished Engineer and CTO - Watson Data and AI OSS Platform,['l_500_exec'],['engineering']
568b48b2-3f1e-4bd9-6921-b6d2e712fd20,McKinsey & Company,mckinsey-company,Joe Verdon,https://www.linkedin.com/in/joe-verdon-0651b98,"Associate General Counsel and Lead Client Service Risk Advisor, Americas",['l_500_exec'],['management']
568b48b2-3f1e-4bd9-6921-b6d2e712fd20,McKinsey & Company,mckinsey-company,Michelle Atwood,https://www.linkedin.com/in/michelle-atwood-95b9154,"Chief Operating Officer, Director of New Capabilities, Risk Dynamics and Risk Analytics",['l_500_exec'],['finance']
568b48b2-3f1e-4bd9-6921-b6d2e712fd20,McKinsey & Company,mckinsey-company,Dan Appell,https://www.linkedin.com/in/dan-appell,Vice President (Engagement Manager),['l_400_vp'],['management']
568b48b2-3f1e-4bd9-6921-b6d2e712fd20,McKinsey & Company,mckinsey-company,Abdul Mannan,https://www.linkedin.com/in/mannan5,"Risk, Safety, Compliance",['l_300_director'],
568b48b2-3f1e-4bd9-6921-b6d2e712fd20,McKinsey & Company,mckinsey-company,Abhishek Jain,https://www.linkedin.com/in/abhishek-jain-65b4a42,Finance and Administration,['l_300_director'],
568b48b2-3f1e-4bd9-6921-b6d2e712fd20,McKinsey & Company,mckinsey-company,Adam Hannath,https://www.linkedin.com/in/adam-hannath-52769221,Business Management,['l_300_director'],
568b48b2-3f1e-4bd9-6921-b6d2e712fd20,McKinsey & Company,mckinsey-company,Adam W. Braveman,https://www.linkedin.com/in/adam-w-braveman-a61a6b24,Sales and Support,['l_300_director'],['operations']
568b48b2-3f1e-4bd9-6921-b6d2e712fd20,McKinsey & Company,mckinsey-company,Adele Hu,https://www.linkedin.com/in/adele-hu-b80b631a,Marketing and Product,['l_300_director'],['operations']
568b48b2-3f1e-4bd9-6921-b6d2e712fd20,McKinsey & Company,mckinsey-company,Adil Zainulbhai,https://www.linkedin.com/in/adil-zainulbhai-0791637,Business Management,['l_300_director'],['operations']
568b48b2-3f1e-4bd9-6921-b6d2e712fd20,McKinsey & Company,mckinsey-company,Aditya Shankar,https://www.linkedin.com/in/aditya-shankar-1024b112a,Engineering,['l_300_director'],['engineering']
873fb633-b62d-4106-8304-5a42e68a5524,ITT,itt,Alex Waredale,https://www.linkedin.com/in/alex-waredale-4521065,CTO,['l_500_exec'],['engineering']
873fb633-b62d-4106-8304-5a42e68a5524,ITT,itt,Bill Lavalette,https://www.linkedin.com/in/blavalet,Chief Information Security Officer,['l_500_exec'],['information_technology']
873fb633-b62d-4106-8304-5a42e68a5524,ITT,itt,Bubba Mcgraw,https://www.linkedin.com/in/bubba-mcgraw-6617579,CFO,['l_500_exec'],['finance']
873fb633-b62d-4106-8304-5a42e68a5524,ITT,itt,Carleen Salvage,https://www.linkedin.com/in/carleen-salvage-838b8467,Vice President and Value Center CFO; Industrial Process,['l_500_exec'],['management']
873fb633-b62d-4106-8304-5a42e68a5524,ITT,itt,Charles Blackney,https://www.linkedin.com/in/charles-blackney-24b05926,President,['l_500_exec'],['management']
873fb633-b62d-4106-8304-5a42e68a5524,ITT,itt,Chris Humphrey,https://www.linkedin.com/in/chris-humphrey-65506b7,Chair,['l_500_exec'],['management']
873fb633-b62d-4106-8304-5a42e68a5524,ITT,itt,Daniel Caprioni,https://www.linkedin.com/in/daniel-caprioni-9a60852b,Chief Engineer,['l_500_exec'],['engineering']
873fb633-b62d-4106-8304-5a42e68a5524,ITT,itt,David Skinner,https://www.linkedin.com/in/david-skinner-4587b2143,Chief Engineer,['l_500_exec'],['engineering']
873fb633-b62d-4106-8304-5a42e68a5524,ITT,itt,David Steblein,https://www.linkedin.com/in/david-steblein-04461913,President - ITT Industrial Process,['l_500_exec'],['management']
873fb633-b62d-4106-8304-5a42e68a5524,ITT,itt,Douglas Bingler,https://www.linkedin.com/in/douglas-bingler-5097886,"Director of Technology,President ITT Water Technologies,President Goulds Pumps Water Technologies",['l_500_exec'],['information_technology']
3af3f638-2a80-e072-add0-8396e130d842,Beyond Limits,beyond-limits,AJ Abdallat,https://www.linkedin.com/in/aj-abdallat-b421bb25,CEO and Founder,['l_500_exec'],['management']
3af3f638-2a80-e072-add0-8396e130d842,Beyond Limits,beyond-limits,"Frank J. Sansone, CPA",https://www.linkedin.com/in/frank-j-sansone-cpa-1860388,Chief Financial Officer,"['l_100_individual', 'l_500_exec']",['finance']
3af3f638-2a80-e072-add0-8396e130d842,Beyond Limits,beyond-limits,Leonard Lee,https://www.linkedin.com/in/leonard-lee-9646473,"President, Asia Pacific","['l_100_individual', 'l_500_exec']",['management']
3af3f638-2a80-e072-add0-8396e130d842,Beyond Limits,beyond-limits,"Mario Portugal, PHR, SHRM-CP",https://www.linkedin.com/in/mportugal,Human Resources,"['l_100_individual', 'l_500_exec']","['human_resources', 'management']"
3af3f638-2a80-e072-add0-8396e130d842,Beyond Limits,beyond-limits,Mark James,https://www.linkedin.com/in/mark-james-a8b32b9a,CTO,"['l_100_individual', 'l_500_exec']",['engineering']
3af3f638-2a80-e072-add0-8396e130d842,Beyond Limits,beyond-limits,David Gilmour,https://www.linkedin.com/in/david-gilmour-47a3b1143,"Vice President, Business Development, Group Technology",['l_400_vp'],
3af3f638-2a80-e072-add0-8396e130d842,Beyond Limits,beyond-limits,David Liu,https://www.linkedin.com/in/david-liu-9a508a58,"Executive Vice President, Global Partnership and Channels","['l_100_individual', 'l_400_vp']",['management']
3af3f638-2a80-e072-add0-8396e130d842,Beyond Limits,beyond-limits,George Paloulian,https://www.linkedin.com/in/paloulian,"VP, Technology Development","['l_100_individual', 'l_400_vp']","['engineering', 'finance']"
3af3f638-2a80-e072-add0-8396e130d842,Beyond Limits,beyond-limits,Gregory Fortner,https://www.linkedin.com/in/fortnergregory,Vice President Business Operations and Chief of Staff,['l_400_vp'],['management']
3af3f638-2a80-e072-add0-8396e130d842,Beyond Limits,beyond-limits,Kimberly Gilbert,https://www.linkedin.com/in/kimberly-gilbert-phd,Vice President of Global Technical Sales Engineering,['l_400_vp'],['management']
b6a09bde-184a-a6ed-7d3d-150d5ad95d2f,AECOM,aecom,Allison Roberts Hall,https://www.linkedin.com/in/allison-roberts-hall-8950b35a,"Business Line CFO, Vice President","['l_100_individual', 'l_500_exec']","['management', 'operations']"
b6a09bde-184a-a6ed-7d3d-150d5ad95d2f,AECOM,aecom,Barbara Zimmermann,https://www.linkedin.com/in/barbara-zimmermann-84a79162,Vice President- Assistant General Counsel - Environment,['l_500_exec'],['management']
b6a09bde-184a-a6ed-7d3d-150d5ad95d2f,AECOM,aecom,Bill Quarterman,https://www.linkedin.com/in/bill-quarterman-52309646,Chief Operating Officer,['l_500_exec'],['management']
b6a09bde-184a-a6ed-7d3d-150d5ad95d2f,AECOM,aecom,Brian Harrington,https://www.linkedin.com/in/brian-harrington-4113b657,Vice President - Chief Engineer AECOM Water Design-Build,['l_500_exec'],['management']
b6a09bde-184a-a6ed-7d3d-150d5ad95d2f,AECOM,aecom,Bryan Rash,https://www.linkedin.com/in/bryan-rash-b70b184,"Vice President, Region Chief Counsel","['l_100_individual', 'l_500_exec']","['legal', 'management']"
b6a09bde-184a-a6ed-7d3d-150d5ad95d2f,AECOM,aecom,Carter Fox,https://www.linkedin.com/in/carter-fox-7aa6a383,Construction Engineer 3/ Owners Representative,['l_500_exec'],
b6a09bde-184a-a6ed-7d3d-150d5ad95d2f,AECOM,aecom,Charles Pedri,https://www.linkedin.com/in/charles-pedri-2b3807125,Engineering,"['l_100_individual', 'l_500_exec']","['engineering', 'management']"
b6a09bde-184a-a6ed-7d3d-150d5ad95d2f,AECOM,aecom,Chris Bennett,https://www.linkedin.com/in/chris-bennett-56786434,Vice President and Chief Engineer Transit Rail,['l_500_exec'],['management']
b6a09bde-184a-a6ed-7d3d-150d5ad95d2f,AECOM,aecom,Chris Redmond,https://www.linkedin.com/in/chris-redmond-53307854,Senior Vice President and Chief Operating Officer,['l_500_exec'],['management']
b6a09bde-184a-a6ed-7d3d-150d5ad95d2f,AECOM,aecom,Chuck Wolf,https://www.linkedin.com/in/chuck-wolf-9aa3b68,Sr. Director & Global Process Owner - Order-to-Cash,['l_500_exec'],['management']
21125c53-39ee-e735-27a2-a87c25435013,Dexcom,dexcom,Jake Leach,https://www.linkedin.com/in/jake-leach-433bba7,Business Management,"['l_100_individual', 'l_500_exec']","['finance', 'operations']"
21125c53-39ee-e735-27a2-a87c25435013,Dexcom,dexcom,Jereme Sylvain,https://www.linkedin.com/in/jereme-sylvain-6924a38,"EVP, Chief Financial Officer","['l_100_individual', 'l_500_exec']",['finance']
21125c53-39ee-e735-27a2-a87c25435013,Dexcom,dexcom,Michael Brown,https://www.linkedin.com/in/mikebrowndla,Business Management,"['l_100_individual', 'l_500_exec']",['management']
21125c53-39ee-e735-27a2-a87c25435013,Dexcom,dexcom,Nicole Greene,https://www.linkedin.com/in/nicole-greene-8a147319,"Senior Director, Assistant General Counsel - North America",['l_500_exec'],['management']
21125c53-39ee-e735-27a2-a87c25435013,Dexcom,dexcom,Quentin Blackford,https://www.linkedin.com/in/quentin-blackford-22362a4,EVP / Chief Operating Officer / Chief Financial Officer,['l_500_exec'],['management']
21125c53-39ee-e735-27a2-a87c25435013,Dexcom,dexcom,Rick Doubleday,https://www.linkedin.com/in/rick-doubleday-0276438,"EVP, Chief Commercial Officer",['l_500_exec'],['management']
21125c53-39ee-e735-27a2-a87c25435013,Dexcom,dexcom,Ryan Macpherson,https://www.linkedin.com/in/ryan-macpherson-8003414,"Senior Director, Chief Compliance Officer","['l_100_individual', 'l_500_exec']",['operations']
21125c53-39ee-e735-27a2-a87c25435013,Dexcom,dexcom,"Sumi Shrishrimal, CPA",https://www.linkedin.com/in/sumi-shrishrimal-cpa,"Senior Vice President and Chief Risk Officer, Dexcom",['l_500_exec'],
21125c53-39ee-e735-27a2-a87c25435013,Dexcom,dexcom,Anita Rees,https://www.linkedin.com/in/anita-rees-45325a18,Vice President Quality Compliance,"['l_100_individual', 'l_400_vp']","['management', 'operations']"
21125c53-39ee-e735-27a2-a87c25435013,Dexcom,dexcom,Ann Carter,https://www.linkedin.com/in/anncarter,Operations,"['l_100_individual', 'l_400_vp']",['operations']
e59b7579-6549-6c4d-87ce-2499c8f6bc62,Infosysta,infosysta,Nourhan Gamal,https://www.linkedin.com/in/nourhan-gamal-80a08557,Marketing and Product,['l_200_manager'],['operations']
e59b7579-6549-6c4d-87ce-2499c8f6bc62,Infosysta,infosysta,Edmond Tehini,https://www.linkedin.com/in/edmond-tehini,Business Management,['l_100_individual'],
e59b7579-6549-6c4d-87ce-2499c8f6bc62,Infosysta,infosysta,Shahebaaz Shaikh,https://www.linkedin.com/in/shahebaaz-shaikh,Engineering,['l_100_individual'],['engineering']
8ed6e29f-4f16-41cf-a939-0af0690de094,Master Works,master-works,"Adel Dameri, PMP",https://www.linkedin.com/in/adel-dameri-pmp-67826a13,Digitization Director,['l_300_director'],
8ed6e29f-4f16-41cf-a939-0af0690de094,Master Works,master-works,Adolfo Letona,https://www.linkedin.com/in/adolfo-letona-197a7430,Business Management,['l_100_individual'],
8ed6e29f-4f16-41cf-a939-0af0690de094,Master Works,master-works,Ayah Arfali,https://www.linkedin.com/in/ayaharfali,Engineering,['l_100_individual'],['engineering']
8ed6e29f-4f16-41cf-a939-0af0690de094,Master Works,master-works,Barry Corliss,https://www.linkedin.com/in/barry-corliss-b6568736,Business Management,['l_100_individual'],
8ed6e29f-4f16-41cf-a939-0af0690de094,Master Works,master-works,Frank Dafner,https://www.linkedin.com/in/frank-dafner-573615b6,Engineering,['l_100_individual'],['engineering']
8ed6e29f-4f16-41cf-a939-0af0690de094,Master Works,master-works,Fred Sheridan,https://www.linkedin.com/in/fred-sheridan-68155130,Business Management,['l_100_individual'],
8ed6e29f-4f16-41cf-a939-0af0690de094,Master Works,master-works,Javier silva,https://www.linkedin.com/in/javier-silva-bb15579b,Sales and Support,['l_100_individual'],
8ed6e29f-4f16-41cf-a939-0af0690de094,Master Works,master-works,Tim Reader,https://www.linkedin.com/in/tim-reader-20894312,Business Management,['l_100_individual'],
f9ee796b-6458-2647-847d-f8f92fb86647,Lucidya,lucidya,Goni Mohammed,https://www.linkedin.com/in/goni-mohammed-147252132,Marketing and Product,['l_300_director'],
f9ee796b-6458-2647-847d-f8f92fb86647,Lucidya,lucidya,Hasan Alhendi,https://www.linkedin.com/in/hahendi,Marketing and Product,['l_200_manager'],
f9ee796b-6458-2647-847d-f8f92fb86647,Lucidya,lucidya,Ameera Milibari,https://www.linkedin.com/in/ameera-milibari-008462138,Engineering,['l_100_individual'],['engineering']
f9ee796b-6458-2647-847d-f8f92fb86647,Lucidya,lucidya,Gandhi Hatouka,https://www.linkedin.com/in/gandhi-hatouka-1b925145,Sales and Support,['l_100_individual'],
f9ee796b-6458-2647-847d-f8f92fb86647,Lucidya,lucidya,Mohamed ameen,https://www.linkedin.com/in/mohamed-ameen-16908a133,Engineering,['l_100_individual'],['engineering']
545431fb-8c10-7fdd-e6be-2efd4048c558,Rackspace,rackspace,D Scott Sanders,https://www.linkedin.com/in/scottsanders1,Chief Information Officer,['l_500_exec'],['engineering']
545431fb-8c10-7fdd-e6be-2efd4048c558,Rackspace,rackspace,Elizabeth Parnell,https://www.linkedin.com/in/elizabeth-parnell-6145689,"Chief Operating Officer, EMEA",['l_500_exec'],['finance']
545431fb-8c10-7fdd-e6be-2efd4048c558,Rackspace,rackspace,Greg Hrncir,https://www.linkedin.com/in/greghrncir,Sales and Support,"['l_100_individual', 'l_500_exec']","['finance', 'operations']"
545431fb-8c10-7fdd-e6be-2efd4048c558,Rackspace,rackspace,Jeff DeVerter,https://www.linkedin.com/in/jdeverter,"Chief Technology Officer, Product & Services","['l_100_individual', 'l_500_exec']",['information_technology']
545431fb-8c10-7fdd-e6be-2efd4048c558,Rackspace,rackspace,Joanne Flack,https://www.linkedin.com/in/joanneflack,Legal,"['l_100_individual', 'l_500_exec']","['legal', 'management']"
545431fb-8c10-7fdd-e6be-2efd4048c558,Rackspace,rackspace,Karen O'Reilly-Smith,https://www.linkedin.com/in/karen-o-reilly-smith-7a252815a,Chief Security Officer,"['l_100_individual', 'l_500_exec']","['management', 'operations']"
545431fb-8c10-7fdd-e6be-2efd4048c558,Rackspace,rackspace,Michael Bross,https://www.linkedin.com/in/michaelbross,VP and Deputy General Counsel,"['l_100_individual', 'l_500_exec']","['legal', 'management']"
545431fb-8c10-7fdd-e6be-2efd4048c558,Rackspace,rackspace,Michelle Peterson,https://www.linkedin.com/in/michelle-peterson-9356b25,"VP, Chief of Staff - CEO","['l_100_individual', 'l_500_exec']","['management', 'operations']"
545431fb-8c10-7fdd-e6be-2efd4048c558,Rackspace,rackspace,Raj Iyer,https://www.linkedin.com/in/raj-iyer-aa77024,CTO and Senior Director - Professional Services EMEA,['l_500_exec'],['management']
545431fb-8c10-7fdd-e6be-2efd4048c558,Rackspace,rackspace,Travis Runty,https://www.linkedin.com/in/trunty,"CTO, Public Cloud","['l_100_individual', 'l_500_exec']","['engineering', 'management']"
6ccf1289-7f33-496b-bc5d-3e875bcc125e,Johns Hopkins Aramco Healthcare,johns-hopkins-aramco-healthcare,Amanda Neikam,https://www.linkedin.com/in/amandaneikam,Operations,['l_300_director'],['operations']
6ccf1289-7f33-496b-bc5d-3e875bcc125e,Johns Hopkins Aramco Healthcare,johns-hopkins-aramco-healthcare,Anita Desimone-Veach,https://www.linkedin.com/in/anita-desimone-veach-ab893340,Sales and Support,['l_300_director'],
6ccf1289-7f33-496b-bc5d-3e875bcc125e,Johns Hopkins Aramco Healthcare,johns-hopkins-aramco-healthcare,Bryan Rogers,https://www.linkedin.com/in/bryan-rogers-68680916,Human Resources,['l_300_director'],['human_resources']
6ccf1289-7f33-496b-bc5d-3e875bcc125e,Johns Hopkins Aramco Healthcare,johns-hopkins-aramco-healthcare,Ed Kumian,https://www.linkedin.com/in/ed-kumian-90aa15a,Finance and Administration,['l_300_director'],
