name,key,title,location,jobType,posted,days_ago,rating,experience,salary,education,feed,link,Tools,Soft Skills,Industry Skills,Data Jobs Keywords,description,date
aramcoservices,4c01a8b9893f9fe4,Generative AI Expert,Saudi Arabia,,30+ days ago,30,,['5+'],[],['master'],https://careers.aramco.com/expat_us/job/Generative-AI-Expert/853510523/,https://indeed.com/cmp/Aramcoservices,['python'],"['analysis', 'reliable', 'focus', 'passion', 'commitment', 'communication', 'collaboration', 'discipline', 'professional', 'decision making', 'coordination', 'responsible', 'design', 'responsibility', 'organization', 'innovation']","['data analysis', 'machine learning', 'ml', 'nlp', 'deep learning']","['Python', 'NLP', 'Deep Learning', 'Data Analysis', 'Data Science', 'Machine Learning']","job req id: 13968 description: aramco energizes the world economy. aramco occupies a unique position in the global energy industry. we are the world's largest producer of hydrocarbons (oil and gas), with the lowest upstream carbon intensity of any major producer. with our significant investment in technology and infrastructure, we strive to maximize the value of the energy we produce for the world along with a commitment to enhance aramco’s value to society. headquartered in the kingdom of saudi arabia, and with offices around the world, we combine market discipline with a generations’ spanning view of the future, born of our nine decades experience as responsible stewards of the kingdom’s vast hydrocarbon resources. this responsibility has driven us to deliver significant societal and economic benefits to not just the kingdom, but also to a vast number of communities, economies, and countries that rely on the vital and reliable energy that we supply. we are one of the most profitable companies in the world, as well as amongst the top five global companies by market capitalization. overview aramco seeking a brilliant and results-driven generative ai expert to join the technology &amp; digital coordination team within its hr &amp; corporate services (hr&amp;cs) business, and shape the future of technology in corporate services sector. this critical role will be responsible for driving cutting-edge generative ai initiatives, tackling complex problems, and providing advice to decision makers in an advisor capacity. hr&amp;cs’ business is a diverse and manpower-intensive organization with 15,000+ employees. our suborganizations vary in nature, and include: human resources, training &amp; development, safety &amp; security, government affairs, public affairs, community services, transportation (marine, aviation, etc.), and medical services support. as our ai expert, you'll play a pivotal role in working with cross-functional teams to develop, implement and drive the hr&amp;cs ai strategy. key responsibilities define and implement the hr&amp;cs ai roadmap, identifying opportunities for ai integration across the business line. work across organizations on the ideation, scoping and implementation of the best suited generative ai solutions to addresses their needs. advise and support stakeholders, applying generative ai methodologies within their business to improve performance and enable data-driven decision making. design and develop solutions that use generative ai, built on machine learning (ml) and large language models (llm), tailored to business need. fine-tune generative ai models using the most efficient algorithms, focusing on delivering optimal outcomes. build teams to develop and support generative ai, and upskill them as needed. work effectively with engineers, data scientists, product managers, and other stakeholders. clearly explain complex technical concepts to both technical and non-technical audiences. continuously learn and stay current with the latest advancements in ai. minimum requirements master's degree in computer science, data science, machine learning, or a related field with a strong focus on artificial intelligence. 10+ year of work experience in digital technology field with at least 5+ years of experience in developing and deploying ai models. preferably acquiring generative ai professional certification, deep gen ai certification or equivalent. experience in designing and implementing generative ai models. highly qualified in programming ai related languages like python and other ai frameworks. highly understands deep learning architecture, machine learning, nlp and generative models. experience in dealing with data (data analysis, manipulation, processing and augmentation). excellent communication and collaboration skills. ability to translate technical concepts in non-technical, presentable format. passion for innovation and a desire to make a real-world impact with ai. working environment our high-performing employees are drawn by the challenging and rewarding professional, technical and industrial opportunities we offer, and are remunerated accordingly. at aramco, our people work on truly world-scale projects, supported by investment in capital and technology that is second to none. and because, as a global energy company, we are faced with addressing some of the world’s biggest technical, logistical and environmental challenges, we invest heavily in talent development. we have a proud history of educating and training our workforce over many decades. employees at all levels are encouraged to improve their sector-specific knowledge and competencies through our workforce development programs – one of the largest in the world. country/region: sa",2024-06-26
aramcoservices,6056a430f4711776,Downstream Data Scientist,Saudi Arabia,,30+ days ago,30,,['5-7'],[],['master'],https://careers.aramco.com/expat_us/job/Downstream-Data-Scientist/767111423/,https://indeed.com/cmp/Aramcoservices,"['python', 'java', 'spark']","['analysis', 'prioritization', 'reliable', 'commitment', 'collaboration', 'discipline', 'problem-solving', 'professional', 'decision making', 'planning', 'research', 'responsible', 'critical thinking', 'responsibility']","['statistics', 'mathematics', 'problem-solving skills', 'critical thinking', 'operations research']","['Statistics', 'Python', 'Spark', 'Data Science', 'R']","job req id: 5504 description: aramco energizes the world economy. aramco occupies a unique position in the global energy industry. we are the world's largest producer of hydrocarbons (oil and gas), with the lowest upstream carbon intensity of any major producer. with our significant investment in technology and infrastructure, we strive to maximize the value of the energy we produce for the world along with a commitment to enhance aramco’s value to society. headquartered in the kingdom of saudi arabia, and with offices around the world, we combine market discipline with a generations’ spanning view of the future, born of our nine decades experience as responsible stewards of the kingdom’s vast hydrocarbon resources. this responsibility has driven us to deliver significant societal and economic benefits to not just the kingdom, but also to a vast number of communities, economies, and countries that rely on the vital and reliable energy that we supply. we are one of the most profitable companies in the world, as well as amongst the top five global companies by market capitalization. job description the sales &amp; operations planning division’s (s&amp;op) charter is to optimize crude allocation and the operations of global manufacturing facilities in order to maximize revenue, increase profitability, and capture international market opportunities. the division also acts as the linear programming (lp) gatekeeper for wholly owned refineries and the integrated global mpims model, which is used for optimizing global crude allocation and exploration of new international markets and integration options. data scientist is to analyze and structure large amounts of raw live and historical data, build algorithms and solutions around the data to drive decision making within the company. this role will be at the core of the forecasting and predictive digital strategy of the company, to support the development of state-of-the-art solution for the downstream digital center. in this role, the data scientist should be highly analytical, with strong skills in analysis, math and statistics. critical thinking and problem-solving skills are essential for interpreting data. the position requires in-depth knowledge of research, machine – learning, artificial intelligence and complex algorithmic development. the data scientists will work as part of the technical support team of the downstream digital center under fuels. they will be working on developing solutions and algorithms for the whole downstream business. the solutions will have cross downstream entities scope and will be relying on a database consolidating all downstream entities live and historical data. the solutions developed will have a high impact, as they will drive collaboration and decision making, for day-to-day operations as well as long-term business development. the downstream digital center technical support team will be interacting with all the downstream entities to collect their solution request. the technical support team will also be interacting and leveraging the other sao it and technical entities for support in developing the solutions. responsibilities formulates and leads guided, multifaceted analytic studies against large volumes of data. interprets and analyzes data using exploratory mathematic and statistical techniques based on the scientific method. coordinates research and analytic activities utilizing various data points (unstructured and structured) and employ programming to clean, massage, and organize the data. experiments against data points, provide information based on experiment results and provide previously undiscovered solutions to command data challenges. leads all data experiments tasked by the data science team. coordinates with data engineers to build data environments providing data identified by data analysts, data integrators, knowledge managers, and intel analysts. develops methodology and processes for prioritization and scheduling of projects. analyzes problems and determines root causes. defines company data assets (data models), spark, sparksql, and hivesql jobs to populate data models. works closely with all business units and engineering teams to develop strategy for long term data platform architecture. education &amp; experience requirements master’s degree in operations research, industrial engineering, applied mathematics, statistics, physics, computer science, or related fields 5-7 years of professional experience proficient with one or more programming languages (java, c++, python, r, etc.) demonstrated experience applying data science methods to real-world data problems experience utilizing visualization tools to take advantage of the growing volume of available information working environment our high-performing employees are drawn by the challenging and rewarding professional, technical and industrial opportunities we offer, and are remunerated accordingly. at aramco, our people work on truly world-scale projects, supported by investment in capital and technology that is second to none. and because, as a global energy company, we are faced with addressing some of the world’s biggest technical, logistical and environmental challenges, we invest heavily in talent development. we have a proud history of educating and training our workforce over many decades. employees at all levels are encouraged to improve their sector-specific knowledge and competencies through our workforce development programs – one of the largest in the world. country/region: sa",2024-06-26
Rubrik Job Board,6f9f8d7b59bbfc42,Account Executive,Saudi Arabia,,30+ days ago,30,,['5+'],[],[],https://www.rubrik.com/company/careers/departments/job.5921536.54284?reqID=7382,https://indeed.com/cmp/Rubrik-Job-Board,['cloud'],"['commitment', 'ownership', 'integrity', 'design', 'innovation']","['cloud', 'machine learning', 'data security']","['BI', 'Machine Learning']","as an enterprise account executive, you will have ownership of all elements of bookings growth in new and existing accounts across the ksa region. we are seeking a relentless self-starter who is hyper-focused on acquiring new logos by discovering and developing new opportunities, managing pipeline, and executing account strategies, while also encouraging existing customer expansion. the ae must drive pipeline generation daily while working with sales engineers, sales development, channel development, and rubrik channel partners to exceed sales quotas. what you'll do: define and execute sales plans for the assigned territory to meet and exceed quota through prospecting, qualifying, managing, and closing sales opportunities develop and manage sales pipeline to move a large number of strategic transactions through the sales process identify and close new opportunities for growth working with a mix of mid-enterprise accounts present rubrik, inc. solutions within complex data center design environments co-sell and strategize with partners, distributors, and var’s to enable rapid growth provide rubrik, inc. management with feedback about the local market opportunity and identification of new business opportunities and channel partnerships experience you’ll need: 5+ years tech sales experience (selling either it infrastructure or saas) fluent in arabic at native or bi-lingual proficiency consistent track record landing net ""new logos"" strong track record of performance selling to end user fortune 1000 understanding and experience working with channel highly driven, goal oriented ""get it done"" attitude experience selling a complex solution join us in securing the world's data rubrik (nyse: rbrk) is on a mission to secure the world’s data. with zero trust data security™, we help organizations achieve business resilience against cyberattacks, malicious insiders, and operational disruptions. rubrik security cloud, powered by machine learning, secures data across enterprise, cloud, and saas applications. we help organizations uphold data integrity, deliver data availability that withstands adverse conditions, continuously monitor data risks and threats, and restore businesses with their data when infrastructure is attacked. linkedin | x (formerly twitter) | instagram | rubrik.com diversity, equity &amp; inclusion @ rubrik at rubrik we are committed to building and sustaining a culture where people of all backgrounds are valued, know they belong, and believe they can succeed here. rubrik's goal is to hire and promote the best person for the job, no matter their background. in doing so, rubrik is committed to correcting systemic processes and cultural norms that have prevented equal representation. this means we review our current efforts with the intent to offer fair hiring, promotion, and compensation opportunities to people from historically underrepresented communities, and strive to create a company culture where all employees feel they can bring their authentic selves to work and be successful. our dei strategy focuses on three core areas of our business and culture: our company: build a diverse company that provides equitable access to growth and success for all employees globally. our culture: create an inclusive environment where authenticity thrives and people of all backgrounds feel like they belong. our communities: expand our commitment to diversity, equity, &amp; inclusion within and beyond our company walls to invest in future generations of underrepresented talent and bring innovation to our clients. equal opportunity employer/veterans/disabled rubrik is an equal opportunity employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability. rubrik provides equal employment opportunities (eeo) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. in addition to federal law requirements, rubrik complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. this policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. federal law requires employers to provide reasonable accommodation to qualified individuals with disabilities. please contact us at hr@rubrik.com if you require a reasonable accommodation to apply for a job or to perform your job. examples of reasonable accommodation include making a change to the application process or work procedures, providing documents in an alternate format, using a sign language interpreter, or using specialized equipment.",2024-06-26
Rieckermann,5381d795abde1be7,SERVICE ENGINEER,Jeddah,Full-time,30+ days ago,30,4.6,['5'],[],[],https://rieckermann.com/wp-content/uploads/2024/03/rieckermann-job-ads-me2402-service-engineer.pdf,https://indeed.com/cmp/Rieckermann,[],"['professional', 'commitment', 'organization', 'motivated']",[],[],"service engineer we at rieckermann saudi arabia are on an exciting journey of growth and are looking for a motivated service engineer to join our team and help us achieve our vision to become “your first choice industrial solution provider”. at rieckermann, our employees are our most precious asset. we embrace the values quality, commitment and trust, which our colleagues and customers can appreciate in their rieckermann experience. we welcome ideas and innovative processes that can help us drive our organization further, and encourage learning and growth for your continuous professional development. we look forward to having you in the rieckermann family! key duties key requirements  must be familiar with various industrial machineries (i.e. food and  degree in mechatronics engineering beverage processing, bakery, and plastic)  with more than 5 years of professional experience in  must be able to understand and analyze pneumatic, hydraulic, electrical industrial machinery, service and maintenance schematic diagrams, layouts and process and instrumentation diagrams  applicants from ksa must have a valid saudi engineering  must be able to execute the given task in an efficient manner council certificate  must be able to do the assembly, inspection and testing of machines  fluent in english language (speaking, reading and writing)  must oversee the repair of each machine and inspection of its  strong communications and inter-personal skills coupled with components ability to manage personnel on site  must prepare service report after every job completion  excellent computer and technical reporting skills  must ensure all service jobs are completed on time  willingness to travel as needed  must liaise with suppliers/spare parts suppliers on timely basis or as required  must be able to orient and train customers on the use of machines  must be able to provide after sales technical support to customers rieckermann is a privately-owned group of companies providing international industrial solutions. we have more than 750 employees at 24 offices in 17 countries spanning europe, asia and the middle east. we have been in business since 1892 and have established ourselves as a leading provider in our core markets and industries. our service portfolio covers the entire value chain and scope of industrial plant development in various industry sectors: from single unit machines and equipment to complete production lines. we deliver high quality, tailor-made solutions in engineering operations, process technologies and technical services. for more information, please visit www.rieckermann.com if you would like to grow with us, please apply by sending your resume to cv.middleast@rieckermann.com me2402 rieckermann services ltd 5th floor, no. 506, arabian business center, king abdullah road northeast of tareq bin ziad roundabout, al ruwais district, p.o. box 7067, jeddah 21462 disclaimer: your information will be used solely for your job application. by sending your cv to us, you agree that your personal data shall be processed by us for the abovementioned purpose. in the event that you wish to remove your personal particulars from our system in the future, please email us via the abovementioned email address. scan to visit career page www.rieckermann.com",2024-06-26
PepsiCo,65504dc63c7eedda,Intern - Production,Dammam,Internship,30+ days ago,30,3.7,[],[],['bachelor'],https://pepsicojobs.com/jobs/290738/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,https://indeed.com/cmp/PepsiCo,[],"['motivated', 'communication', 'time management', 'communication skills', 'teamwork']",['monitoring'],[],"overview: we are excited to launch this opportunity for you to gain valuable hands-on experience in the fmcg industry. futurepep is a unique program with pepsico middle east one of the largest fmcg in the region. throughout this program, you will have the chance to work alongside experienced professionals, develop new skills, and contribute to meaningful projects. we are committed to providing you with a supportive and enriching learning environment to help you grow and succeed in your career. we look forward to seeing all that you will accomplish during your time with us. responsibilities: understanding of process lines (potato chips line, doritos/dinamita line, cheetos, and forno line) comprehension of packaging machines (tna, ishida) participate and get involved in waste reduction and machines’ efficiency. process and packaging kpis overview sustainability, water agenda monitoring qualifications: bachelor, industrial engineer/ food process engineering/ food science/ food technology/ biology. strong communication skills time management skills teamwork and ability to collaborate with others we are excited to offer this internship opportunity to talented individuals who are eager to learn and grow in the fmcg industry. if you are passionate about learning, possess the necessary skills and qualifications, and are ready to take the next step in your career, we encourage you to apply. join us in our mission and make a meaningful impact in our community. we look forward to welcoming a motivated and dedicated intern to our team. apply now and embark on a rewarding journey with us!",2024-06-26
PASQAL,32f826126fc1b004,Senior Sales Executive Middle East,Thuwal,,30+ days ago,30,,['7'],[],['master'],https://careers.pasqal.com/jobs/3471710-senior-sales-executive-middle-east,https://indeed.com/cmp/Pasqal,[],"['analysis', 'communication', 'collaboration', 'negotiation', 'professional', 'planning', 'communication skills', 'responsible', 'creativity', 'design', 'leadership']",['machine learning'],"['R', 'Machine Learning']","about pasqal pasqal designs and develops quantum processing units (qpus) and associated software tools. our innovative technology enables us to address use cases that are currently beyond the reach of the most powerful supercomputers; these cases can concern industrial application challenges as well as fundamental science needs. in addition to the exceptional computing power they provide, qpus are highly energy efficient and will contribute to a significant reduction in the carbon footprint of the hpc industry. job description we are building a team of quantum computing enthusiasts dedicated to promoting pasqal technology and educating the market about the power of neutral atom quantum computing in middle east. as senior sales executive middle east, you will drive the sales process from planning to close while managing and overseeing sales and technical operations in middle east from saudi arabia. you will lead business-to-business strategies and deliver value to existing and potential customers. you will be responsible for opening new markets and increasing sales in europe. working closely with our global sales team, you will contribute to pasqal's mission to unlock the potential of quantum computing and enable end users to accelerate their applications. location : ideally based in riyadh. duties: achieve and meet/exceed annual sales targets on assigned territory and accounts. develop and implement b2b sales strategies and strategic growth plans for middle east. establish and maintain long-term relationships with existing and potential customers.develop tactics to deepen relationships and increase their annual spend on pasqal products and services. communicate our unique value proposition to technical and non-technical audiences. participate in the full end-to-end sales lifecycle for the assigned region. conduct market and competitive analysis in the field of quantum computing. prospect and engage with potential new customers in targeted verticals across europe via events, conferences, email, telephone and video calls. participate and present pasqal products and services at industry relevant events, including managing the pasqal stand at conferences. create and communicate sales targets and regularly report progress against these targets to the senior management team. work closely with the rest of the sales team (cco, content marketing, product marketing/go-to-market, content management and business development managers in other regions) and pasqal r&amp;d teams. work with the marketing team to create and update marketing materials to communicate effectively with the middle east and saudi markets. you will keep abreast of new products/services and new pricing/payment plans. you will be responsible for implementing the company's sustainable development policy. reporting to the vp sales on sales results (weekly/monthly/quarterly). this list of tasks is not exhaustive. lead government relations, regulatory approvals and policy to enable pasqal’s smooth entry and expansion in the area. identify risks and issues related to regional operations and determine effective mitigation approaches. guide marketing, branding and pr in collaboration with the hq to establish pasqal positioning and visibility in saudi arabia. represent the company at conferences and events across the region. in collaboration with pasqal’s hq, follow all the steps for a smooth and effective qpu deployment by 2025 in saudi arabia. about you master's degree or equivalent in commerce/business 7 years' experience in sales/business development in the technical hardware/software sector, ideally deep-tech proven experience in leading the end-to-end sales process and selling complex enterprise solutions with strong arguments to potential customers in-depth knowledge of the european quantum computing industry and market is essential. successful experience with external customers excellent negotiation, listening and communication skills ability to communicate, present and influence all levels of the organisation, including c-levels and management, and to forge strong and lasting relationships to secure future sales experience of managing a national technical sales team experience of preparing sales contracts whilst ensuring compliance with statutory rules and guidelines. motivation, leadership, team spirit, ambition, creativity ability and willingness to wear many hats in a fast-paced, constantly evolving start-up environment english: a perfect command of professional english is essential (written and spoken). knowledge or interest of quantum computing or a related field (physics, engineering, computer science, quantum machine learning, etc.) experience in a start-up (really nice to have) about us french tech 2030 laureate. enabled by nobel prize-winning technology. a team made of scientists, quantum engineers as well as deeptech enthusiasts ;). in direct competition with the world's biggest players (google - microsoft - ibm - amazon...). 130 million euros raised. our business pasqal have a full-stack approach, they design quantum processors (qpus: quantum processing units) and develop the associated software. qpus are highly energy-efficient, and will help to significantly reduce the carbon footprint of the hpc industry. we handle use cases for our customers that are currently beyond the reach of the most powerful supercomputers. recruitment process an interview with our talent acquisition specialist of 45'. a take home assignment to assess your strategic mindset and management exeprience an exchange with the hiring manager, our cco an exchange with a peer an exchange with a member of the executive team an exchange with our ceo an offer! pasqal is an equal opportunity employer. we are committed to creating a diverse and inclusive workplace, as inclusion and diversity are essential to achieving our mission. we encourage applications from all qualified candidates, regardless of gender, ethnicity, age, religion or sexual orientation.",2024-06-26
Air Liquide,42b8e966b1c12a82,Operator,Yanbu' al Bahr,Full-time,30+ days ago,30,3.7,[],[],[],https://airliquidehr.wd3.myworkdayjobs.com/en-US/AirLiquideExternalCareer/job/Saudi-Arabia-Yanbu/Operator_R10044417,https://indeed.com/cmp/Air-Liquide,[],"['communication', 'reliable', 'organization']",[],[],"how will you contribute and grow? field operator's missions are to ensure reliable and safe operations of the hydrogen generation unit while maintaining high efficiency performances by regular inspection of the equipments and production areas, acting on equipments (valves, etc) to adjust production parameters in normal run but also during start-up (cold, hot) and shutdown. he provides safe conditions of work to the maintenance team by applying properly lock out tag out procedure and relevant safety and operating procedures (sop). he timely reports any abnormal situations to his management in order to correct the situation and restore safety and reliability. he duly applies standard procedures. safety &amp; industrial management system ensure safe operation by applying relevant sops and following instructions provided by his management. in particular, adheres and applies safety procedures as - but not limited to - safety work permit, lock out tag out, confined space, ppe use, etc. report any anomalies to his hierarchical line for immediate actions and/or as proposal for further improvements (near miss, pssi, unsafe conditions). stops any work on site if conditions described in safety work permit are no more encountered. apply actions appointed to field operators as described in the emergency response plan. actively participate to trainings and passes the related tests in the aim to get, and then to maintain, his qualification. participate to safety initiatives (bsv, safety walkthrough) and housekeeping comply with local rules and regulations as well as with al industrial management system. production make periodical (periodicity defined by local sops and instructions) inspection of equipments owned and operated by hgu (smr1, smr2, compressors, pipes &amp; cms, psas, water treatment, etc) in order to detect (and take corrective action) any leaks or spills of products, abnormal noise/smell, abnormal value on gauges, etc that could cause emergency situations and/or interruption of product supply. duly record data in relevant log sheets. immediately report any anomalies. apply sops and instructions (handle valves, measure temperature of tubes, etc) in order to maintain the hydrogen &amp; steam production in quality and quantity. analyze routine problems and take corrective actions. apply sops and instructions as per relevant sops for cold/hot start-up and shutdown of units (smrs, psa-3) as well for machines (compressors, pumps, etc) prepare equipments for maintenance/repair (sops, instructions including swp and loto procedures). monitor maintenance work to ensure adherence to standard safety procedures, work completion, readiness of equipment for operation and cleanliness of the work area. execute some minor maintenance activities (ex. change of a gauge). performs other duties such as sampling and unloading chemicals, checking fire and safety equipment conditions, training others in the assigned area, reporting area housekeeping status, correcting faults and identifying safety hazards. monitor chemicals inventory and alert on due time when purchasing has to be initiated ensure a proper hand-over of information during shift change.58:64 read / understand and then apply any new sops, instructions hr management follow instructions provided by production manager, production engineer and foreman. keep informed foreman and dcs operator about actions made on site and anomalies observed. cooperate with maintenance technicians, hse engineer, process engineers once a year (minimum), have an interview with production manager in the frame of ""personal appraisal"". do his best effort to achieve objectives attributed and agreed during the personal appraisal. reporting daily and timely fill-in check list, log sheets and log book. immediate report (any means) of anomalies. ___________________ are you a match? education: high school work experience: operators in chemical industry 3 - 5 yr technical expertise technical area=technical operations - plants &amp; pipelines key fields: hyco technology / oil &amp; gas, rotating equipment knowledge and knowhow specific to the job 1. experience in plant operations, strong ability in technical matters 2. rigorous mindset, compliant with internal rules and external regulations management and behavior skills 1. analytic capabilities 2. deliver results 3. safety, quality and reliability 4. knowledge / learning - experiencing new challenges outside own comfort zone 5. clear communication 6. trustworthy / compliant with rules and procedures our differences make our performance at air liquide, we are committed to build a diverse and inclusive workplace that embraces the diversity of our employees, our customers, patients, community stakeholders and cultures across the world. we welcome and consider applications from all qualified applicants, regardless of their background. we strongly believe a diverse organization opens up opportunities for people to express their talent, both individually and collectively and it helps foster our ability to innovate by living our fundamentals, acting for our success and creating an engaging environment in a changing world.",2024-06-26
Lucidya,1d4d9fb3fec9e9df,Software Engineer - Backend (Jeddah),Jeddah,Full-time,30+ days ago,30,,['3'],[],['master'],https://apply.workable.com/j/9AF722AFD2,https://indeed.com/cmp/Lucidya,"['sql', 'python', 'nosql', 'cassandra']","['planning', 'responsible', 'design', 'problem-solving', 'innovation']","['devops', 'big data', 'machine learning', 'database design']","['Big Data', 'Python', 'SQL', 'NoSQL', 'Machine Learning']","you will join a team of highly qualified team engineers to continue the innovation and development of our product which uses machine learning &amp; big data technologies to analyze content from several data sources. as a backend developer, you will be responsible for designing, developing, and maintaining the backend systems of lucidya's product. you will work with technologies such as redis, postgres, and cassandra, and develop apis using python and ruby on rails. you will work directly under the engineering manager in an agile yet demanding environment. we expect you to be a fast learner and quickly adapt to the technologies mentioned above. lucidya offers a result-driven, fun, and dynamic environment full of challenges. we are looking for talented candidates with strong programming skills. key tasks &amp; responsibilities rapidly develop scalable, flexible, and high-performance backend systems. design, develop, test, deploy, maintain, and improve software (backends and databases, in particular). manage individual project priorities, deadlines, and deliverables. handle devops tasks. contribute to the growth of lucidya through interviewing, onboarding, or other recruitment efforts. requirements ba/bs or master's degree in computer science, software engineering, it or equivalent practical experience. at least 3 years of experience in software development. strong knowledge of sql and nosql databases such as redis, postgres or cassandra. fluency in python or ruby on rails. knowledge of web servers and web application servers (e.g., apache, jetty, tomcat, iis). knowledge of code repositories like git. ability to multitask and adapt to shifting priorities, demands, and tight timelines. database design skills. experience in building high-quality code. excellent organizational skills and proven analytical, planning, and problem-solving abilities. full-stack development with a background in reactjs is a plus.",2024-06-26
Lucidya,c36561c46dc00422,Technical Internship or Coop,Riyadh,Full-time,30+ days ago,30,,[],[],[],https://apply.workable.com/j/633F3466A6,https://indeed.com/cmp/Lucidya,[],['innovation'],"['big data', 'machine learning']","['Big Data', 'Machine Learning']","we are looking for interns or coop students to work on short term projects or contribute on developing existing features. as a technical intern, you will join a team of highly qualified team engineers to participate in the innovation and development of our product which uses machine learning &amp; big data technologies to analyze content from several data sources. you will work directly under the cto in an agile yet demanding environment. we expect you to be a fast learner to adapt those technologies mentioned above fast. even though this job doesn’t require experience, we look for very talented candidates with strong programming skills. lucidya offers a result-driven, fun, and dynamic environment full of challenges. this training opportunity is only for graduating students who are looking to satisfy their graduation requirements in the following technical fields: ui/ux front-end backend engine and database system administration artificial intelligence cybersecurity you can also suggest your own technical field if you believe it is important for lucidya!",2024-06-26
KAUST,6a005bf189733340,FACULTY POSITION IN BIOLOGY BY DESIGN (BIOTECH METABOLIC ENGINEERING) AND ENGINEERING BIOLOGY,Thuwal,,30+ days ago,30,4.4,[],[],"['ph.d', 'master', 'phd', 'graduate']",https://apply.interfolio.com/140572,https://indeed.com/cmp/King-Abdullah-University-of-Science-and-Technology,[],"['focus', 'commitment', 'professional', 'design', 'curiosity', 'research', 'innovation']",['machine learning'],['Machine Learning'],"faculty position in biology by design (biotech metabolic engineering) and engineering biology king abdullah university of science and technology: faculty positions: biological and environmental science and engineering division (faculty) location king abdullah university of science and technology (kaust), thuwal, saudi arabia open date feb 07, 2024 description the bioengineering (bioe) program in the biological and environmental science and engineering (bese) division at king abdullah university of science and technology (kaust) bridges the university’s strengths in engineering, chemistry and biology. the bioe program seeks faculty candidates (at the rank of assistant professor, although compelling candidates will be considered at higher ranks) with multi-disciplinary expertise and activities in the domain of: biology by design (biotech metabolic engineering) and engineering biology topics of focus include (but are not limited to): microbial genome redesign and synthetic genomics (plant, yeast, mammal agnostic) scalable expression systems and bioprocess engineering for alternative carbon source utilization, and process design for biosystem production bioprocess engineering and pharmaceutical grade cell expression processes (car-t cells): optimizing and scaling up biomanufacturing processes metabolic engineering: redesigning metabolic pathways for specific product biosynthesis biomolecular design: engineering proteins, enzymes, and other biomolecules with specific properties with ai or machine learning cell-free expression systems: utilizing isolated cell components for metabolic reactions synthetic gene circuits: programming genetic circuits for complex cellular behaviors we seek candidates with a ph.d. in relevant areas of biology and engineering and an outstanding research record with publications in the top-tier journals of their respective fields. the successful candidate is expected to establish research activities that contribute to the bioe program’s research mission to integrate engineering tools and solutions for challenges and opportunities in biology. the candidate should have a strong commitment to excellence in teaching at the graduate level (master's and phd levels). the candidate will teach in the bioe curriculum and is expected to contribute to the current list of core courses and electives. the successful candidate is also expected to provide professional service at the program, division, and university levels. while rooted in bioengineering, the candidate is expected to engage with the other programs across divisions at kaust, such as electrical engineering and computer science, and materials science and engineering, to advance technologies for medicine and health. candidates are expected to have a plan for attracting funding and consider how to integrate their research activities into the kingdom’s economic growth strategy. the program welcomes applications from all qualified individuals. we strongly encourage applications from members of all underrepresented groups. the position will remain open until filled. about kaust kaust is an international, graduate research university dedicated to advancing science and technology through interdisciplinary research, education, and innovation. kaust attracts top international faculty, scientists, engineers and students to conduct curiosity-driven and goal-oriented research to address the world’s most pressing scientific and technological challenges. located in saudi arabia, on the eastern shores of the red sea, kaust provides an award-winning campus to live, work, study and play, and offers superb research facilities, with guaranteed baseline research funding, infrastructure support, entrepreneurship opportunities and internationally competitive salaries. for more information about kaust, please visit http://www.kaust.edu.sa. more information about the bese division and the bioe program is available at http://bese.kaust.edu.sa and https://bioe.kaust.edu.sa. application instructions interested candidates should upload the following materials: a cover letter introducing your candidacy and explicitly stating both the position and the rank. the rank must be consistent with the candidate’s experience up-to-date curriculum vitae, including a full publication list statement of research interests (5 pages maximum) statement of teaching interests (2 pages maximum), including teaching philosophy and an outline of 1-2 graduate planned graduate teaching course(s) names and contact information of 4 to 5 referees. referees should have positions in academic or industrial research laboratories. in the case of associate and full professor applications, the referees should be of a rank higher or equivalent to that of the proposed appointment copies of most relevant publications (maximum of five) application process this institution is using interfolio's faculty search to conduct this search. applicants to this position receive a free dossier account and can send all application materials, including confidential letters of recommendation, free of charge.",2024-06-26
