Company ID,Company Name,Name from URL,Description,Company Size,City,State,Country,Business Category,Founded at (Date),IPO status,E-mail,Phone:,Linkedin,Facebook,Twitter,Funding Rounds,Funding Total (USD),Acquisitions,Investments,Lead Investments,Investors,Lead Investors,Total Products Active,Active Tech Count,Monthly Visits,Monthly Visits Change(%),Similar Companies
21125c53-39ee-e735-27a2-a87c25435013,Dexcom,dexcom,"DexCom is a developer of glucose sensing technologies and focuses on these technologies. Founded in 1999, DexCom's roots stem from the pioneering 1967 research on implanted glucose sensors at the University of Wisconsin. DexCom started with a focus on creating an implantable Sensor that the body would not reject and that would perform for a long period of time.",c_05001_10000,San Diego,California,United States,"['Diabetes', 'Health Care', 'Health Diagnostics', 'Medical Device']",1999-01-01,public,techsupport@dexcom.com,(888) 738-3646,https://www.linkedin.com/company/dexcom,https://www.facebook.com/dexcom,https://www.twitter.com/dexcom,8.0,2163689019.0,"['TypeZero Technologies', 'Nintamed', 'SweetSpot Diabetes Care']","['Phenomix Sciences', 'Current Health', 'Beta Bionics']",1.0,"['St. Paul Venture Capital', 'RWI Group', 'Warburg Pincus', 'Canaan Partners', 'Windamere Venture Partners', 'Federated Kaufmann Fund', 'St. Paul Venture Capital', 'Fog City Capital', 'RWI Group', 'Canaan Partners']",1.0,63.0,67.0,3125804.0,33.92,"['Tandem Diabetes Care', 'Intuity Medical', 'Intarcia Therapeutics', 'AgaMatrix', 'Clove', 'Instadiagnostics', 'H2U Corp.', 'Telcare', 'Echo Therapeutics', 'Viora Health']"
e59b7579-6549-6c4d-87ce-2499c8f6bc62,Infosysta,infosysta,"Infosysta is a multi-national Software Integrator & Atlassian Platinum Solution Partner active in EMEA.

Infosysta Experts help medium and enterprise companies (Groups, Banks, Telecom, Airlines, FMCG, Governments,...) in the Digital and Agile Transformation by designing and implementing the best solutions for them.  Infosysta Services focus on solutions providing Agile Project Management, Task Management, Application Lifecycle Management ALM, Software Development LifeCycle Management SDLC, DevOps, ITSM and Service Desk, Content Management, Document Management, Capacity Management, Demand Management, Release Management and much more.",c_00101_00250,Dubai,Dubai,United Arab Emirates,"['Business Information Systems', 'DevOps', 'Enterprise Resource Planning (ERP)', 'Enterprise Software', 'Information Technology', 'Management Information Systems', 'Software', 'Software Engineering']",2012-05-15,private,feras.elhajjar@infosysta.com,971 4 887 5014,https://www.linkedin.com/company/infosysta,https://www.facebook.com/infosysta,https://www.twitter.com/infosystasal,,,[],[],,[],,16.0,61.0,2496.0,77.4,"['Priority Software', 'MilkCrate', 'TravelSkope', 'Moveo Group', 'AMAGI', 'Techfino', 'DevLogic Technologies Pvt Ltd', 'We As Web', 'Gigalabs PVT LTD', 'Business Fitter Fintech LLC']"
8ed6e29f-4f16-41cf-a939-0af0690de094,Master Works,master-works,"MasterWorks assists businesses and technology in collaborating to protect existing data investments and unlock their business value through the use of the most advanced tools, technologies, and methodologies. They specialize in products and services such as data management, artificial intelligence, data strategy, API management, software development, and robotic process automation.",c_00251_00500,Riyadh,Ar Riyad,Saudi Arabia,"['Big Data', 'Business Intelligence', 'Consulting', 'Data Visualization', 'Predictive Analytics', 'Software']",2003-01-01,private,info@master-works.net,+966-114000014,https://www.linkedin.com/company/master-works/,https://www.facebook.com/MasterWorks.sa,https://twitter.com/MasterWorks_SA,1.0,39986415.0,[],[],,['Merak Capital'],1.0,17.0,18.0,,,"['Plotly', 'Prevedere', 'Altinity', 'Databox', 'Blue Yonder', 'Voltaiq', 'Qichacha', 'wisu', 'AcroData', 'Big Data Architect']"
f9ee796b-6458-2647-847d-f8f92fb86647,Lucidya,lucidya,"Lucidya is an Enterprise B2B SaaS company that was founded in 2016 with a headquarter in Riyadh, Saudi Arabia. In a few years, the company managed to scale its customers base from Saudi to more than 6 countries including leading brands in different industries like Telecoms, BFSI, Automotive, FMCG, Retail, and others

Thanks to its unique and proprietary AI & Arabic NLP technologies, Lucidya provides the most accurate analysis of interactions in the Arabic language making Lucidya the #1 tool in its category by users rating in MENA",c_00051_00100,Riyadh,Ar Riyad,Saudi Arabia,"['Analytics', 'Artificial Intelligence (AI)', 'Machine Learning', 'SaaS', 'Social CRM', 'Social Media Management']",2016-01-01,private,see@lucidya.com,+966 11 453 0865,https://www.linkedin.com/company/lucidya,https://www.facebook.com/lucidya,https://twitter.com/lucidya,2.0,7250000.0,[],[],,"['Rua Growth Fund', 'VentureSouq', 'Rashed Abdul Rahman AlRashed & Sons', '500 Global', 'Abunayyan Holding', 'Business Incubators and Accelerators Company(BIAC Incubators)', 'SEEDRA Ventures', 'Saudi Venture Capital Company', 'VentureSouq']",2.0,19.0,54.0,23787.0,10.58,"['Noogata', 'Mind Webs Ventures']"
545431fb-8c10-7fdd-e6be-2efd4048c558,Rackspace,rackspace,"Rackspace provides hybrid cloud-based services that enable businesses to run their workload in a public or private cloud.

Rackspace’s engineers deliver specialized expertise on top of leading technologies developed by OpenStack, Microsoft, VMware, and others through a service known as Fanatical Support. It has more than 300,000 customers worldwide including two-thirds of FORTUNE 100 companies.

Rackspace was named a leader in the 2015 Gartner Magic Quadrant for Cloud-Enabled Managed Hosting and has been honored as one of Fortune’s Best Companies to Work For.

Rackspace was founded in 1998 and is based in San Antonio, Texas.",c_01001_05000,San Antonio,Texas,United States,"['Big Data', 'Cloud Computing', 'Cloud Infrastructure', 'IaaS', 'Information Technology']",1998-01-01,public,sales@rackspace.com,+1-800-961-2888,http://www.linkedin.com/company/rackspace-hosting,http://www.facebook.com/rackspace,http://twitter.com/Rackspace,4.0,292800000.0,"['Just Analytics', 'Bright Skies GmbH', 'Onica', 'Relation Edge', 'Datapipe', 'TriCore Solutions', 'ZeroVM', 'Exceptional Cloud Services', 'Airbrake.io', 'ObjectRocket']","['Platform9', 'Mailgun', 'Cloud Technology Partners', 'CrowdStrike', 'ScaleFT', 'HelpSocial', 'Cloudant', 'DataStax']",1.0,"['ABRY Partners', 'Accel-KKR', 'Sequoia Capital', 'Red Hat', 'Norwest Venture Partners', 'Isom Capital', 'Teton Capital Advisers']",2.0,84.0,113.0,6178995.0,81.56,"['Oracle Dyn', 'ORock Technologies', 'Cedexis', 'Igneous', 'SolidFire', 'Cloudamize', 'Merus Capital', 'Linode', 'MediaKind', 'Cambridge Technology Enterprises']"
6ccf1289-7f33-496b-bc5d-3e875bcc125e,Johns Hopkins Aramco Healthcare,johns-hopkins-aramco-healthcare,"Johns Hopkins Aramco Healthcare provides dental care, emergency care, laboratory, occupational health, pharmacy, primary care, and specialty care services. Their health care organization is designed to drive and enhance the wellbeing of the community in an environment of growth and learning by providing innovative, integrated, and patient-centered care to employees and health care beneficiaries.",c_01001_05000,Dhahran,Ash Sharqiyah,Saudi Arabia,"['Health Care', 'Hospital', 'Medical']",2014-01-01,private,inquiries@jhah.com,+966 13 870 3888,https://www.linkedin.com/company/johns-hopkins-aramco-healthcare-jhah-/,https://www.facebook.com/JHAHNews/,https://twitter.com/jhahnews,,,[],[],,[],,,23.0,297422.0,228.37,"['Alignment Health', 'mfine', 'Bainbridge Health', 'CHRISTUS Health', 'Aspire Health', 'ConvenientMD', 'CallonDoc', 'Washington Gastroenterology', 'St.Clair Hospital', 'Homestead Hospice']"
71213bcb-9569-a838-3d0b-e99ba6afe9cb,Johnson & Johnson,johnson-johnson,"Johnson & Johnson's research and development, manufacturing, and sale of healthcare products include pharmaceuticals, medical devices, and diagnostics. The company aims to improve access and create healthier communities.",c_10001_max,New Brunswick,New Jersey,United States,"['Health Care', 'Medical Device', 'Personal Care and Hygiene', 'Pharmaceutical']",1886-01-01,public,,+1 732 524 0400,https://www.linkedin.com/company/johnson-&-johnson,https://www.facebook.com/jnj,https://www.twitter.com/jnjnews,,,"['Yellow Jersey Therapeutics', 'Proteologix', 'Serotiny', 'Ambrx', 'Abiomed', 'Momenta Pharmaceuticals', 'TARIS Biomedical', 'Verb Surgical', 'Auris Health', 'Ci:z Holdings']","['SwipeRx', 'IndyGeneUS AI', 'Lucia Health Guidelines', 'knowRX', 'TQIntelligence', 'Radical Health', 'Ayana Therapy', 'Patient Orator', 'M-SCAN', 'Uganics']",10.0,[],,43.0,51.0,2321862.0,9.86,"['National Institutes of Health', 'Colgate Palmolive', 'Organon', 'Fresenius Medical Care', 'Abbott', 'Purdue Pharma', 'Johnson & Johnson', 'Aspen Pharmacare', 'B. Braun Medical', 'Siegfried Rhein']"
b7dfc476-1ab9-e897-13f1-8a3781057ad1,Masterworks,masterworks,Masterworks is a full-service agency helping Christian non-profits accomplish more.,c_00101_00250,Poulsbo,Washington,United States,"['Advertising', 'Marketing']",1989-01-01,private,info@masterworks.com,1(360)394-4300,https://www.linkedin.com/company/masterworks/,https://www.facebook.com/masterworks/,https://twitter.com/masterworks,,,[],[],,[],,,61.0,,,"['SilverTech Inc.', 'Woden', 'Agency EA', 'Lussier', 'Miller Advertising Agency', 'Rocksteady Promotions', 'Redmond Design', 'Woodbury & Morse']"
f809fcb0-52f8-5590-2e02-59251ca3a8d4,OTIS,otis,"Otis is a manufacturer, installer, and maintainer of elevators, escalators, and moving walkways - a constant, reliable name for more than 150 years. They are dedicated to connect people and places that matter.",c_10001_max,Farmington,Connecticut,United States,"['Building Maintenance', 'Commercial', 'Industrial', 'Machinery Manufacturing', 'Manufacturing', 'Transportation']",1853-01-01,public,hq.customerinquiries@otis.com,34 91 343 51 00,https://www.linkedin.com/company/otis_elevators,https://www.facebook.com/mosotis,https://twitter.com/OtisElevatorCo,,,[],[],,[],,31.0,121.0,322610.0,-18.88,"['GE Aviation', 'Polaris Industries', 'Tnemec', 'TPI Composites', 'Gardner Denver', 'WrightBus', 'Uponor', 'Austin Engineering Limited', 'DNV GL', 'VMAC Global Technology']"
e83b8f68-8bc9-6b56-220c-0ffbd470b931,Dell,dell,Dell transforms computing and provides high-quality solutions for people and businesses to be ready to move forward. Its customers and team members are integral to its continuing success as it provides the essential infrastructure for organizations to transform their digital futures.,c_10001_max,Round Rock,Texas,United States,"['Computer', 'Consumer Electronics', 'Hardware', 'Information Technology']",1984-01-01,public,,(201)528-5501,https://www.linkedin.com/company/delltechnologies,https://www.facebook.com/Dell,http://www.twitter.com/Dell,,,"['Moogsoft', 'Cloudify', 'Dell EMC', 'StatSoft', 'Kitenga', 'CREDANT Technologies', 'Gale Technologies', 'Quest Software', 'SonicWALL', 'Make Technologies']","['FogHorn', 'Fusion-io', 'NextIO', '2Wire', 'SiRF Technology', 'Sanctum', 'SmartPipes', 'VMware', 'Ubicom', '2nd Century']",8.0,[],,131.0,134.0,64988019.0,3.21,"['HP', 'Ayar Labs', 'neXus', 'McAfee', 'Acer', 'HTC', 'Forget Computers', 'S&T', 'OSI Hardware', 'Sehi Computer Products']"
a6f8e0d8-9f8e-1ee9-5dce-b312304782e2,Cartier,cartier,"Cartier designs, manufactures, distributes, and sells jewelries, watches, perfumes, and accessories. It develops a wide range of luxury collections of jewelries, watches, leather goods, fragrances, and accessories. From the Trinity ring to the Love bracelet, the Santos de Cartier to the Tank watches, the Panther ring to the Caresse d'Orchidées par Cartier brooch; Cartier is the reference for its design and savoir-faire and it recognizes as a pioneer for its creations, icons of rarity, styles, and craftsmanship. The services of the company are online purchases, client services, and expertise guides.

Cartier is a France-based company that was founded in 1847.",c_05001_10000,Paris,Ile-de-France,France,"['Jewelry', 'Manufacturing', 'Retail']",1847-01-01,private,,+33 0 17 3219 502,http://www.linkedin.com/company/cartier,http://www.facebook.com/Cartier,http://twitter.com/cartier,,,[],[],,[],,70.0,82.0,,,"['KGK Group', 'Pandora A/S', 'EMOTIVA AUDIO', 'Jaeger-LeCoultre', 'Givenchy SA', 'Birks & Mayors', 'Kompan A/S', 'Patek', 'Harry Winston, Inc.', 'Tissot']"
7287b03f-94ca-4482-83b4-80791f4f72b6,Mozn,mozn,"Mozn is the market leader in building and deploying bespoke AI solutions in the region, and developing Arabic NLP data products globally.",c_00501_01000,Riyadh,Ar Riyad,Saudi Arabia,"['Analytics', 'Artificial Intelligence (AI)', 'Big Data', 'Business Intelligence', 'Machine Learning']",2017-01-01,private,info@mozn.ai,+966 11 203 0334,https://www.linkedin.com/company/mozn/,,https://www.twitter.com/Mozn_ai,1.0,10000000.0,[],[],,"['Global Founders Capital', 'Shorooq Partners', 'Sukna Ventures', 'VentureSouq', 'Raed Ventures']",1.0,,17.0,,,"['Unsupervised', 'Atlas AI', 'Quarrio', 'Gongye Technology', 'Granify', 'Nervana']"
751b93d5-5643-307d-16ea-ceabd936ecfb,DHL,dhl,"DHL is a division of the German logistics company Deutsche Post DHL that provides international express mail services. Deutsche Post is a large-scale logistics company operating around the world. DHL provides world market services both in sea and air mail.


DHL was primarily interested in offshore and inter-continental deliveries, but the success of FedEx prompted its own intra-U.S. expansion starting in 1983. DHL aggressively expanded to countries that could not be served by any other delivery service, including the Soviet Union, Eastern Bloc, Iraq, Iran, China, Vietnam, and North Korea.


Deutsche Post then effectively absorbed DHL into its Express division, while expanding the use of the DHL brand to other Deutsche Post divisions, business units and subsidiaries.


Originally founded in 1969 to deliver documents between San Francisco and Honolulu, the company expanded its service throughout the world by the late 1970s. 


DHL was founded in 1969 and is based in Bonn.",c_10001_max,Bonn,Nordrhein-Westfalen,Germany,"['Courier Service', 'Delivery Service', 'Local Business', 'Logistics', 'Supply Chain Management']",1969-09-25,private,8167018672@gmail.com,7479195443,https://www.linkedin.com/company/dhl,http://www.facebook.com/dhl,https://www.twitter.com/dhlsupplychain,1.0,3402048.0,['Eurodifarm'],"['Everstream Analytics', 'Miami International Airport', 'Link Commerce', 'Alauda Aeronautics', 'Viewlocity Technologies']",3.0,['Catena'],1.0,66.0,137.0,82954158.0,-6.16,"['Aramex International', 'DigiHaul', 'Floship', 'Pooling.me', 'OSM Worldwide', 'Swiss Post', 'Inprous Logistics', 'DPD United Kingdom', 'CitySprint', 'TGW Logistics Group']"
b38e97ed-8fdf-414b-b882-4ad2ef79e44c,Nahdi,nahdi,Nahdi is a chain of Saudi retail pharmacy.,c_05001_10000,Jeddah,Makkah,Saudi Arabia,"['Health Care', 'Medical', 'Retail']",1986-01-01,private,,8001191198,https://www.linkedin.com/company/al-nahdi-medical-co-,https://www.facebook.com/nahdihope,https://twitter.com/nahdihope,,,[],[],,[],,16.0,51.0,667483.0,-46.63,['KonsultaMD']
d53020f6-8a56-9b9a-764d-bf209256b5b3,BAE Systems,bae-systems,"BAE Systems engages in the design, development, manufacture, and support of defense and aerospace systems used in the air, on land, at sea, and in space. 

The company provides electronic systems and subsystems for military and commercial applications; security and protection products for law enforcement and first responders; and armored combat vehicles, artillery systems, and intelligent munitions, as well as support and service solutions for defense, intelligent, and civilian systems. 

Its products include combat systems, aeronautics products, information and electronic warfare systems, information and intelligence systems, land and armaments, avionics and navigation systems, reconnaissance and surveillance systems, space electronics, and transformational communications systems. 

BAE Systems, Inc. was formerly known as BAE Systems North America, Inc. The company was incorporated in 1997 and is headquartered in Rockville, Maryland. It has locations in the United States, the United Kingdom, Sweden, Israel, and South Africa. BAE Systems, Inc. operates as a subsidiary of BAE Systems Holdings, Inc.",c_10001_max,London,England,United Kingdom,"['Aerospace', 'Manufacturing', 'Military', 'National Security', 'Navigation']",1999-11-30,public,amanda.desourdis@baesystems.com,+4401252373232,http://www.linkedin.com/company/bae-systems,http://www.facebook.com/BAESystemsInc,http://twitter.com/BAESystemsInc,7.0,120244828.0,"['Malloy Aeronautics Ltd.', 'Eurostep', 'Ball Aerospace & Technologies Corp.', 'Bohemia Interactive Simulations (BISim)', 'In-Space Missions', 'Collins Aerospace - Military Global Positioning', 'Prismatic', 'Riptide Autonomous Solutions', 'IAP Research', 'Eclipse Electronic Systems']","['Cypienta', 'InnovateHer', 'Eve Air Mobility', 'ICEYE', 'Reaction Engines', 'Reaction Engines', 'Skycross']",3.0,"['U.S. Department of Commerce', 'Solent Local Enterprise Partnership', 'NYSERDA', 'NYSERDA', 'United States Navy', 'NYSERDA']",2.0,64.0,94.0,944372.0,-14.64,"['Blue Origin', 'Infinite Composites', 'Cuberg', 'YASA', 'Arotech', 'Relativity Space', 'Wingtra', 'Cambox', 'TSC Tech Labs', 'Ens Dynamics GmbH']"
e38c6574-437f-aa32-d7d7-5d0558ecb0ea,Islamic Development Bank,islamic-development-bank,Islamic Development Bank they provide infrastructure to enable people to lead their lives and achieve their full potential.,,,,,"['Banking', 'Developer Platform', 'Financial Services', 'Service Industry']",1975-01-01,,info@isdb.org,+212 5 37548800,https://www.linkedin.com/company/islamic-development-bank,https://www.facebook.com/islamicdevelopmentbank,https://www.twitter.com/isdb_group,,,[],"['Sehat Kahani', 'OmniVis', 'Mango-Mate', 'Air Asia']",1.0,[],,17.0,60.0,153114.0,-1.4,[]
