key,Industry Skills,Month,Job Role
c68b1e9fd73e9dd7,data governance,3,DATA ANALYST
39e51120b0a56304,big data,3,DATA ANALYST
39e51120b0a56304,data analysis,3,DATA ANALYST
c8525fc43fd5cc34,business intelligence,3,DATA ANALYST
c8525fc43fd5cc34,data analysis,3,DATA ANALYST
20fc62ac4943f651,project management,3,DATA ANALYST
20fc62ac4943f651,machine learning,3,DATA ANALYST
6056a430f4711776,problem-solving skills,3,DATA ANALYST
6056a430f4711776,statistics,3,DATA ANALYST
e7b6dd273eec2647,data warehousing,3,DATA ANALYST
aa610c1f5f032eee,business intelligence,3,DATA ANALYST
d75a629f02e1f6eb,problem-solving skills,3,DATA ANALYST
d75a629f02e1f6eb,data visualization,3,DATA ANALYST
a2dce4539f957a19,statistical analysis,3,DATA ANALYST
25c45d45d2c95468,monitoring,3,DATA ANALYST
f6bed5737716d459,technical documentation,3,DATA ANALYST
fbf6058a4c527036,machine learning,3,DATA ANALYST
fbf6058a4c527036,machine learning,3,DATA ANALYST
fbf6058a4c527036,data visualization,3,DATA ANALYST
fbf6058a4c527036,statistical analysis,3,DATA ANALYST
fbf6058a4c527036,etl,3,DATA ANALYST
fbf6058a4c527036,etl,3,DATA ANALYST
fbf6058a4c527036,data modeling,3,DATA ANALYST
fbf6058a4c527036,problem-solving skills,3,DATA ANALYST
24b5bc19ecc50e4e,big data,3,DATA ANALYST
24b5bc19ecc50e4e,monitoring,3,DATA ANALYST
24b5bc19ecc50e4e,metrics,3,DATA ANALYST
fb9b1e8c91699469,monitoring,3,DATA ANALYST
fb9b1e8c91699469,etl,3,DATA ANALYST
d0163a96a4fcaa6a,,3,DATA ANALYST
5137858233394d97,data warehousing,3,DATA ANALYST
5137858233394d97,etl,3,DATA ANALYST
5137858233394d97,data visualization,3,DATA ANALYST
5137858233394d97,data mining,3,DATA ANALYST
f97bdf7fe2235a30,monitoring,3,DATA ANALYST
985d0ddc75ae4bf5,technical documentation,3,DATA ANALYST
2ff0a0eb49b57416,data analysis,3,DATA ANALYST
2ff0a0eb49b57416,data visualization,3,DATA ANALYST
2ff0a0eb49b57416,data warehousing,3,DATA ANALYST
2ff0a0eb49b57416,etl,3,DATA ANALYST
2ff0a0eb49b57416,data extraction,3,DATA ANALYST
2ff0a0eb49b57416,data security,3,DATA ANALYST
2ff0a0eb49b57416,data architecture,3,DATA ANALYST
2ff0a0eb49b57416,data governance,3,DATA ANALYST
2ff0a0eb49b57416,problem-solving skills,3,DATA ANALYST
2ff0a0eb49b57416,cloud,3,DATA ANALYST
ef26c3fbd58cfbf0,,3,DATA ANALYST
8790ffc7c8d3c2fc,data mining,3,DATA ANALYST
8790ffc7c8d3c2fc,data visualization,3,DATA ANALYST
8790ffc7c8d3c2fc,etl,3,DATA ANALYST
8790ffc7c8d3c2fc,business intelligence,3,DATA ANALYST
8790ffc7c8d3c2fc,operations research,3,DATA ANALYST
8790ffc7c8d3c2fc,statistics,3,DATA ANALYST
8790ffc7c8d3c2fc,problem-solving skills,3,DATA ANALYST
e47cc2fc15c97437,data analysis,3,DATA ANALYST
274cde301c08fc5d,project management,3,DATA ANALYST
274cde301c08fc5d,monitoring,3,DATA ANALYST
274cde301c08fc5d,critical thinking,3,DATA ANALYST
274cde301c08fc5d,machine learning,3,DATA ANALYST
274cde301c08fc5d,data analysis,3,DATA ANALYST
9484387da326dac6,,3,DATA ANALYST
ca3086796fe761ca,data pipelines,3,DATA ANALYST
ca3086796fe761ca,project management,3,DATA ANALYST
ca3086796fe761ca,big data,3,DATA ANALYST
ca3086796fe761ca,scripting,3,DATA ANALYST
ca3086796fe761ca,etl,3,DATA ANALYST
ca3086796fe761ca,etl,3,DATA ANALYST
ca3086796fe761ca,problem-solving skills,3,DATA ANALYST
ca3086796fe761ca,metrics,3,DATA ANALYST
ca3086796fe761ca,cloud,3,DATA ANALYST
2a1d27f80986c4ac,project management,3,DATA ANALYST
2a1d27f80986c4ac,machine learning,3,DATA ANALYST
2a1d27f80986c4ac,data mining,3,DATA ANALYST
2a1d27f80986c4ac,big data,3,DATA ANALYST
2a1d27f80986c4ac,classification,3,DATA ANALYST
2a1d27f80986c4ac,statistical analysis,3,DATA ANALYST
2a1d27f80986c4ac,data modeling,3,DATA ANALYST
2a1d27f80986c4ac,problem-solving skills,3,DATA ANALYST
c77c087cc1b94f25,etl,3,DATA ANALYST
c77c087cc1b94f25,project management,3,DATA ANALYST
c77c087cc1b94f25,problem-solving skills,3,DATA ANALYST
c77c087cc1b94f25,statistics,3,DATA ANALYST
67b4fc194467d844,project management,3,DATA ANALYST
37d90f4a60cb5fc0,data security,3,DATA ANALYST
f53fd3adb46313d4,metrics,3,DATA ANALYST
f701bcc731fc033d,data analysis,3,DATA ANALYST
f701bcc731fc033d,metrics,3,DATA ANALYST
395787bdfdbd1e9e,business intelligence,3,DATA ANALYST
395787bdfdbd1e9e,data analysis,3,DATA ANALYST
395787bdfdbd1e9e,data visualization,3,DATA ANALYST
395787bdfdbd1e9e,metrics,3,DATA ANALYST
eef967eccb56f249,big data,3,DATA ANALYST
eef967eccb56f249,monitoring,3,DATA ANALYST
eef967eccb56f249,metrics,3,DATA ANALYST
6ebbc737e23be360,data mining,3,DATA ANALYST
bab938b776607650,econometrics,3,DATA ANALYST
bab938b776607650,statistics,3,DATA ANALYST
bab938b776607650,mathematics,3,DATA ANALYST
bab938b776607650,metrics,3,DATA ANALYST
a2eb9638680ab4c5,scripting,3,DATA ENGINEER
a2eb9638680ab4c5,etl,3,DATA ENGINEER
a2eb9638680ab4c5,data analysis,3,DATA ENGINEER
df68faa65a4af135,mathematics,3,DATA ENGINEER
df68faa65a4af135,statistics,3,DATA ENGINEER
f5965dca49a9757e,business intelligence,3,DATA ENGINEER
9a3681b4f9d4e072,data architecture,3,DATA ENGINEER
9a3681b4f9d4e072,machine learning,3,DATA ENGINEER
9a3681b4f9d4e072,problem-solving skills,3,DATA ENGINEER
9a3681b4f9d4e072,cloud,3,DATA ENGINEER
bbbaf0e1c7741630,cloud,3,DATA ENGINEER
9db9c408ef9c5134,monitoring,3,DATA ENGINEER
9db9c408ef9c5134,technical documentation,3,DATA ENGINEER
9db9c408ef9c5134,data architecture,3,DATA ENGINEER
9db9c408ef9c5134,microservices architecture,3,DATA ENGINEER
9db9c408ef9c5134,cloud,3,DATA ENGINEER
294310b1c7252545,distributed computing,3,DATA ENGINEER
294310b1c7252545,monitoring,3,DATA ENGINEER
f18be16c0fc32db5,distributed computing,3,DATA ENGINEER
f18be16c0fc32db5,monitoring,3,DATA ENGINEER
936f8a3952a8d245,data architecture,3,DATA ENGINEER
936f8a3952a8d245,scripting,3,DATA ENGINEER
936f8a3952a8d245,mathematics,3,DATA ENGINEER
936f8a3952a8d245,cloud,3,DATA ENGINEER
72a9a68fdf93207f,machine learning,3,DATA ENGINEER
72a9a68fdf93207f,etl,3,DATA ENGINEER
72a9a68fdf93207f,metrics,3,DATA ENGINEER
72a9a68fdf93207f,cloud,3,DATA ENGINEER
73001591d8b5cba1,data pipelines,3,DATA ENGINEER
73001591d8b5cba1,data integration,3,DATA ENGINEER
73001591d8b5cba1,etl,3,DATA ENGINEER
73001591d8b5cba1,data security,3,DATA ENGINEER
73001591d8b5cba1,etl,3,DATA ENGINEER
73001591d8b5cba1,data modeling,3,DATA ENGINEER
73001591d8b5cba1,data governance,3,DATA ENGINEER
bdb57a8c70b6248e,data integration,3,DATA ENGINEER
bdb57a8c70b6248e,machine learning,3,DATA ENGINEER
bdb57a8c70b6248e,data analysis,3,DATA ENGINEER
bdb57a8c70b6248e,data visualization,3,DATA ENGINEER
bdb57a8c70b6248e,report generation,3,DATA ENGINEER
bdb57a8c70b6248e,etl,3,DATA ENGINEER
bdb57a8c70b6248e,data modeling,3,DATA ENGINEER
bdb57a8c70b6248e,problem-solving skills,3,DATA ENGINEER
9b45b5bfa504e8e4,etl,3,DATA ENGINEER
9b45b5bfa504e8e4,etl,3,DATA ENGINEER
9b45b5bfa504e8e4,metrics,3,DATA ENGINEER
846ae116fbd7f33a,machine learning,3,DATA ENGINEER
846ae116fbd7f33a,monitoring,3,DATA ENGINEER
846ae116fbd7f33a,big data,3,DATA ENGINEER
846ae116fbd7f33a,scripting,3,DATA ENGINEER
846ae116fbd7f33a,data visualization,3,DATA ENGINEER
846ae116fbd7f33a,data architecture,3,DATA ENGINEER
846ae116fbd7f33a,cloud,3,DATA ENGINEER
bad2ed61f650b8fe,data pipelines,3,DATA ENGINEER
bad2ed61f650b8fe,data integration,3,DATA ENGINEER
bad2ed61f650b8fe,machine learning,3,DATA ENGINEER
bad2ed61f650b8fe,monitoring,3,DATA ENGINEER
bad2ed61f650b8fe,big data,3,DATA ENGINEER
bad2ed61f650b8fe,etl,3,DATA ENGINEER
bad2ed61f650b8fe,natural language processing,3,DATA ENGINEER
bad2ed61f650b8fe,data architecture,3,DATA ENGINEER
bad2ed61f650b8fe,cloud,3,DATA ENGINEER
45cf8af51f565c2e,scripting,3,DATA ENGINEER
45cf8af51f565c2e,data analysis,3,DATA ENGINEER
45cf8af51f565c2e,metrics,3,DATA ENGINEER
29d431b7a48e349e,machine learning,3,DATA ENGINEER
29d431b7a48e349e,etl,3,DATA ENGINEER
29d431b7a48e349e,cloud,3,DATA ENGINEER
d977f71849ed995c,monitoring,3,DATA ENGINEER
d977f71849ed995c,cloud,3,DATA ENGINEER
0d5f78c6425da294,machine learning,3,DATA ENGINEER
0d5f78c6425da294,etl,3,DATA ENGINEER
0d5f78c6425da294,data governance,3,DATA ENGINEER
0d5f78c6425da294,problem-solving skills,3,DATA ENGINEER
bb6ec7ad334598ec,scripting,3,DATA ENGINEER
bb6ec7ad334598ec,monitoring,3,DATA ENGINEER
bb6ec7ad334598ec,problem-solving skills,3,DATA ENGINEER
bb6ec7ad334598ec,cloud,3,DATA ENGINEER
10a2c6a2c018f7b9,data pipelines,3,DATA ENGINEER
10a2c6a2c018f7b9,machine learning,3,DATA ENGINEER
10a2c6a2c018f7b9,monitoring,3,DATA ENGINEER
10a2c6a2c018f7b9,data security,3,DATA ENGINEER
10a2c6a2c018f7b9,containerization,3,DATA ENGINEER
10a2c6a2c018f7b9,logging,3,DATA ENGINEER
10a2c6a2c018f7b9,cloud,3,DATA ENGINEER
83037bc32335b5d0,scripting,3,DATA ENGINEER
83037bc32335b5d0,problem-solving skills,3,DATA ENGINEER
83037bc32335b5d0,cloud,3,DATA ENGINEER
eb13befe09b57766,scripting,3,DATA ENGINEER
eb13befe09b57766,data security,3,DATA ENGINEER
eb13befe09b57766,cloud,3,DATA ENGINEER
fb945b09845a0559,data mining,3,DATA ENGINEER
fb945b09845a0559,data analysis,3,DATA ENGINEER
fb945b09845a0559,business intelligence,3,DATA ENGINEER
fb945b09845a0559,etl,3,DATA ENGINEER
fb945b09845a0559,technical documentation,3,DATA ENGINEER
b3e3e6966e937d16,deep learning,3,DATA ENGINEER
b3e3e6966e937d16,machine learning,3,DATA ENGINEER
b3e3e6966e937d16,big data,3,DATA ENGINEER
b3e3e6966e937d16,etl,3,DATA ENGINEER
b3e3e6966e937d16,cloud,3,DATA ENGINEER
aa4ec02aac36dbe4,data warehousing,3,DATA ENGINEER
aa4ec02aac36dbe4,scripting,3,DATA ENGINEER
aa4ec02aac36dbe4,data ingestion,3,DATA ENGINEER
aa4ec02aac36dbe4,cloud,3,DATA ENGINEER
800e1d1426699a4d,scripting,3,DATA ENGINEER
800e1d1426699a4d,machine learning,3,DATA ENGINEER
6472b0bbd7e0e696,machine learning,3,DATA ENGINEER
6472b0bbd7e0e696,cloud,3,DATA ENGINEER
25909d2035d4ac05,data ingestion,3,DATA ENGINEER
e55752b9e3e164cb,big data,3,DATA ENGINEER
e55752b9e3e164cb,scripting,3,DATA ENGINEER
e55752b9e3e164cb,etl,3,DATA ENGINEER
e55752b9e3e164cb,etl,3,DATA ENGINEER
dc0c7598ff7365b8,data architecture,3,DATA ENGINEER
dc0c7598ff7365b8,machine learning,3,DATA ENGINEER
dc0c7598ff7365b8,cloud,3,DATA ENGINEER
65d1735647dd2a4a,data governance,3,DATA ENGINEER
65d1735647dd2a4a,data ingestion,3,DATA ENGINEER
65d1735647dd2a4a,cloud,3,DATA ENGINEER
5b01229899d0f002,scripting,3,DATA ENGINEER
5b01229899d0f002,machine learning,3,DATA ENGINEER
5b01229899d0f002,technical documentation,3,DATA ENGINEER
5b01229899d0f002,containerization,3,DATA ENGINEER
5b01229899d0f002,microservices architecture,3,DATA ENGINEER
ab0efdd89e41d202,monitoring,3,DATA ENGINEER
ab0efdd89e41d202,scripting,3,DATA ENGINEER
ab0efdd89e41d202,machine learning,3,DATA ENGINEER
ab0efdd89e41d202,technical documentation,3,DATA ENGINEER
ab0efdd89e41d202,containerization,3,DATA ENGINEER
ab0efdd89e41d202,microservices architecture,3,DATA ENGINEER
ab0efdd89e41d202,cloud,3,DATA ENGINEER
4183935b495c93d4,big data,3,DATA ENGINEER
4183935b495c93d4,etl,3,DATA ENGINEER
4183935b495c93d4,cloud computing,3,DATA ENGINEER
4183935b495c93d4,problem-solving skills,3,DATA ENGINEER
4183935b495c93d4,cloud,3,DATA ENGINEER
c77c087cc1b94f25,etl,3,DATA ENGINEER
c77c087cc1b94f25,project management,3,DATA ENGINEER
c77c087cc1b94f25,problem-solving skills,3,DATA ENGINEER
c77c087cc1b94f25,statistics,3,DATA ENGINEER
ca3086796fe761ca,data pipelines,3,DATA ENGINEER
ca3086796fe761ca,project management,3,DATA ENGINEER
ca3086796fe761ca,big data,3,DATA ENGINEER
ca3086796fe761ca,scripting,3,DATA ENGINEER
ca3086796fe761ca,etl,3,DATA ENGINEER
ca3086796fe761ca,etl,3,DATA ENGINEER
ca3086796fe761ca,problem-solving skills,3,DATA ENGINEER
ca3086796fe761ca,metrics,3,DATA ENGINEER
ca3086796fe761ca,cloud,3,DATA ENGINEER
2a1d27f80986c4ac,project management,3,DATA ENGINEER
2a1d27f80986c4ac,machine learning,3,DATA ENGINEER
2a1d27f80986c4ac,data mining,3,DATA ENGINEER
2a1d27f80986c4ac,big data,3,DATA ENGINEER
2a1d27f80986c4ac,classification,3,DATA ENGINEER
2a1d27f80986c4ac,statistical analysis,3,DATA ENGINEER
2a1d27f80986c4ac,data modeling,3,DATA ENGINEER
2a1d27f80986c4ac,problem-solving skills,3,DATA ENGINEER
7394d1eed5e38f1f,scripting,3,DATA ENGINEER
7394d1eed5e38f1f,containerization,3,DATA ENGINEER
5d8056023fc36f81,data integration,3,DATA ENGINEER
5d8056023fc36f81,monitoring,3,DATA ENGINEER
11c890cab4e7b468,kubernetes,3,DATA ENGINEER
11c890cab4e7b468,machine learning,3,DATA ENGINEER
11c890cab4e7b468,etl,3,DATA ENGINEER
11c890cab4e7b468,etl,3,DATA ENGINEER
11c890cab4e7b468,cloud,3,DATA ENGINEER
7b21e80d3b2e6056,scripting,3,DATA ENGINEER
7b21e80d3b2e6056,machine learning,3,DATA ENGINEER
7b21e80d3b2e6056,technical documentation,3,DATA ENGINEER
7b21e80d3b2e6056,cloud,3,DATA ENGINEER
70aea71111ef9a63,machine learning,3,DATA ENGINEER
70aea71111ef9a63,monitoring,3,DATA ENGINEER
70aea71111ef9a63,scripting,3,DATA ENGINEER
70aea71111ef9a63,natural language processing,3,DATA ENGINEER
70aea71111ef9a63,logging,3,DATA ENGINEER
70aea71111ef9a63,problem-solving skills,3,DATA ENGINEER
70aea71111ef9a63,cloud,3,DATA ENGINEER
b38f04d8357b1d5d,data pipelines,3,DATA ENGINEER
b38f04d8357b1d5d,data integration,3,DATA ENGINEER
b38f04d8357b1d5d,machine learning,3,DATA ENGINEER
b38f04d8357b1d5d,big data,3,DATA ENGINEER
b38f04d8357b1d5d,etl,3,DATA ENGINEER
b38f04d8357b1d5d,cloud,3,DATA ENGINEER
a2eb9638680ab4c5,scripting,3,DATA SCIENTIST
a2eb9638680ab4c5,etl,3,DATA SCIENTIST
a2eb9638680ab4c5,data analysis,3,DATA SCIENTIST
9a3681b4f9d4e072,data architecture,3,DATA SCIENTIST
9a3681b4f9d4e072,machine learning,3,DATA SCIENTIST
9a3681b4f9d4e072,problem-solving skills,3,DATA SCIENTIST
9a3681b4f9d4e072,cloud,3,DATA SCIENTIST
bbbaf0e1c7741630,cloud,3,DATA SCIENTIST
e08024b50ef3e41e,critical thinking,3,DATA SCIENTIST
e08024b50ef3e41e,data analysis,3,DATA SCIENTIST
72a9a68fdf93207f,machine learning,3,DATA SCIENTIST
72a9a68fdf93207f,etl,3,DATA SCIENTIST
72a9a68fdf93207f,metrics,3,DATA SCIENTIST
72a9a68fdf93207f,cloud,3,DATA SCIENTIST
fdbe5cfc2f77c1a1,machine learning,3,DATA SCIENTIST
fdbe5cfc2f77c1a1,statistics,3,DATA SCIENTIST
712fd5d201a22e24,deep learning,3,DATA SCIENTIST
712fd5d201a22e24,machine learning,3,DATA SCIENTIST
712fd5d201a22e24,data analysis,3,DATA SCIENTIST
4c01a8b9893f9fe4,deep learning,3,DATA SCIENTIST
4c01a8b9893f9fe4,machine learning,3,DATA SCIENTIST
4c01a8b9893f9fe4,data analysis,3,DATA SCIENTIST
f3ae73beca9b9e43,monitoring,3,DATA SCIENTIST
f3ae73beca9b9e43,data analysis,3,DATA SCIENTIST
f3ae73beca9b9e43,data visualization,3,DATA SCIENTIST
6056a430f4711776,problem-solving skills,3,DATA SCIENTIST
6056a430f4711776,statistics,3,DATA SCIENTIST
8790ffc7c8d3c2fc,data mining,3,DATA SCIENTIST
8790ffc7c8d3c2fc,data visualization,3,DATA SCIENTIST
8790ffc7c8d3c2fc,etl,3,DATA SCIENTIST
8790ffc7c8d3c2fc,business intelligence,3,DATA SCIENTIST
8790ffc7c8d3c2fc,operations research,3,DATA SCIENTIST
8790ffc7c8d3c2fc,statistics,3,DATA SCIENTIST
8790ffc7c8d3c2fc,problem-solving skills,3,DATA SCIENTIST
a97ed96b3a9e551c,machine learning,3,DATA SCIENTIST
a97ed96b3a9e551c,classification,3,DATA SCIENTIST
a97ed96b3a9e551c,mathematics,3,DATA SCIENTIST
a97ed96b3a9e551c,machine learning,3,DATA SCIENTIST
5f95092cdd5149e7,machine learning,3,DATA SCIENTIST
5f95092cdd5149e7,mathematics,3,DATA SCIENTIST
5f95092cdd5149e7,statistics,3,DATA SCIENTIST
cd6c79d92d91012f,deep learning,3,DATA SCIENTIST
cd6c79d92d91012f,machine learning,3,DATA SCIENTIST
3021285602414084,big data,3,DATA SCIENTIST
3021285602414084,data visualization,3,DATA SCIENTIST
3021285602414084,statistical analysis,3,DATA SCIENTIST
6184ef125de2e209,data analysis,3,DATA SCIENTIST
10a2c6a2c018f7b9,data pipelines,3,DATA SCIENTIST
10a2c6a2c018f7b9,machine learning,3,DATA SCIENTIST
10a2c6a2c018f7b9,monitoring,3,DATA SCIENTIST
10a2c6a2c018f7b9,data security,3,DATA SCIENTIST
10a2c6a2c018f7b9,containerization,3,DATA SCIENTIST
10a2c6a2c018f7b9,logging,3,DATA SCIENTIST
10a2c6a2c018f7b9,cloud,3,DATA SCIENTIST
2a1d27f80986c4ac,project management,3,DATA SCIENTIST
2a1d27f80986c4ac,machine learning,3,DATA SCIENTIST
2a1d27f80986c4ac,data mining,3,DATA SCIENTIST
2a1d27f80986c4ac,big data,3,DATA SCIENTIST
2a1d27f80986c4ac,classification,3,DATA SCIENTIST
2a1d27f80986c4ac,statistical analysis,3,DATA SCIENTIST
2a1d27f80986c4ac,data modeling,3,DATA SCIENTIST
2a1d27f80986c4ac,problem-solving skills,3,DATA SCIENTIST
428e4c5c371bc1f0,deep learning,3,DATA SCIENTIST
428e4c5c371bc1f0,machine learning,3,DATA SCIENTIST
428e4c5c371bc1f0,data analysis,3,DATA SCIENTIST
b38f04d8357b1d5d,data pipelines,3,DATA SCIENTIST
b38f04d8357b1d5d,data integration,3,DATA SCIENTIST
b38f04d8357b1d5d,machine learning,3,DATA SCIENTIST
b38f04d8357b1d5d,big data,3,DATA SCIENTIST
b38f04d8357b1d5d,etl,3,DATA SCIENTIST
b38f04d8357b1d5d,cloud,3,DATA SCIENTIST
4f7e22854f3ffbc1,data analysis,3,DATA SCIENTIST
4f7e22854f3ffbc1,data visualization,3,DATA SCIENTIST
4f7e22854f3ffbc1,statistical analysis,3,DATA SCIENTIST
4f7e22854f3ffbc1,etl,3,DATA SCIENTIST
4f7e22854f3ffbc1,etl,3,DATA SCIENTIST
2c8a52e4068bf368,deep learning,3,DATA SCIENTIST
2c8a52e4068bf368,machine learning,3,DATA SCIENTIST
fb945b09845a0559,data mining,3,DATA SCIENTIST
fb945b09845a0559,data analysis,3,DATA SCIENTIST
fb945b09845a0559,business intelligence,3,DATA SCIENTIST
fb945b09845a0559,etl,3,DATA SCIENTIST
fb945b09845a0559,technical documentation,3,DATA SCIENTIST
c551a9132f021a12,machine learning,3,DATA SCIENTIST
c551a9132f021a12,data mining,3,DATA SCIENTIST
c551a9132f021a12,data visualization,3,DATA SCIENTIST
c551a9132f021a12,statistics,3,DATA SCIENTIST
c551a9132f021a12,metrics,3,DATA SCIENTIST
9b45b5bfa504e8e4,etl,3,DATA SCIENTIST
9b45b5bfa504e8e4,etl,3,DATA SCIENTIST
9b45b5bfa504e8e4,metrics,3,DATA SCIENTIST
8c3da2a5dec82190,deep learning,3,DATA SCIENTIST
8c3da2a5dec82190,natural language processing,3,DATA SCIENTIST
b3e3e6966e937d16,deep learning,3,DATA SCIENTIST
b3e3e6966e937d16,machine learning,3,DATA SCIENTIST
b3e3e6966e937d16,big data,3,DATA SCIENTIST
b3e3e6966e937d16,etl,3,DATA SCIENTIST
b3e3e6966e937d16,cloud,3,DATA SCIENTIST
baa58029001908d3,monitoring,3,DATA SCIENTIST
baa58029001908d3,machine learning,3,DATA SCIENTIST
baa58029001908d3,business intelligence,3,DATA SCIENTIST
baa58029001908d3,etl,3,DATA SCIENTIST
baa58029001908d3,metrics,3,DATA SCIENTIST
e3d5b558cc60f3de,big data,3,DATA SCIENTIST
e3d5b558cc60f3de,monitoring,3,DATA SCIENTIST
c89fde445a33f93a,machine learning,3,DATA SCIENTIST
c89fde445a33f93a,metrics,3,DATA SCIENTIST
71262cd70810e49b,database design,3,DATA SCIENTIST
71262cd70810e49b,etl,3,DATA SCIENTIST
71262cd70810e49b,data mining,3,DATA SCIENTIST
864ecdf3de62cf72,deep learning,3,DATA SCIENTIST
864ecdf3de62cf72,machine learning,3,DATA SCIENTIST
864ecdf3de62cf72,etl,3,DATA SCIENTIST
864ecdf3de62cf72,mathematics,3,DATA SCIENTIST
864ecdf3de62cf72,cloud,3,DATA SCIENTIST
7b21e80d3b2e6056,scripting,3,DATA SCIENTIST
7b21e80d3b2e6056,machine learning,3,DATA SCIENTIST
7b21e80d3b2e6056,technical documentation,3,DATA SCIENTIST
7b21e80d3b2e6056,cloud,3,DATA SCIENTIST
81e8e1eb8301400b,machine learning,3,DATA SCIENTIST
81e8e1eb8301400b,classification,3,DATA SCIENTIST
81e8e1eb8301400b,natural language processing,3,DATA SCIENTIST
9735cad192876db2,deep learning,3,DATA SCIENTIST
9735cad192876db2,machine learning,3,DATA SCIENTIST
9735cad192876db2,data analysis,3,DATA SCIENTIST
9735cad192876db2,problem-solving skills,3,DATA SCIENTIST
9735cad192876db2,cloud,3,DATA SCIENTIST
5b14f58bf042e8c1,data pipelines,3,DATA SCIENTIST
5b14f58bf042e8c1,data warehousing,3,DATA SCIENTIST
5b14f58bf042e8c1,etl,3,DATA SCIENTIST
5b14f58bf042e8c1,data extraction,3,DATA SCIENTIST
5b14f58bf042e8c1,etl,3,DATA SCIENTIST
5b14f58bf042e8c1,data modeling,3,DATA SCIENTIST
5b14f58bf042e8c1,problem-solving skills,3,DATA SCIENTIST
2204fc5849b2789b,data pipelines,3,DATA SCIENTIST
2204fc5849b2789b,machine learning,3,DATA SCIENTIST
2204fc5849b2789b,data mining,3,DATA SCIENTIST
2204fc5849b2789b,data analysis,3,DATA SCIENTIST
2204fc5849b2789b,data visualization,3,DATA SCIENTIST
2204fc5849b2789b,etl,3,DATA SCIENTIST
2204fc5849b2789b,data extraction,3,DATA SCIENTIST
1d828e437a5937d9,machine learning,3,DATA SCIENTIST
1d828e437a5937d9,critical thinking,3,DATA SCIENTIST
1d828e437a5937d9,data visualization,3,DATA SCIENTIST
1d828e437a5937d9,etl,3,DATA SCIENTIST
1d828e437a5937d9,statistics,3,DATA SCIENTIST
c77c087cc1b94f25,etl,3,DATA SCIENTIST
c77c087cc1b94f25,project management,3,DATA SCIENTIST
c77c087cc1b94f25,problem-solving skills,3,DATA SCIENTIST
c77c087cc1b94f25,statistics,3,DATA SCIENTIST
ca3086796fe761ca,data pipelines,3,DATA SCIENTIST
