posted,Experience,location,jobType,Education,description,name,title,feed
Posted on 11 Aug,0 - 1 Year,Riyadh,,Any Graduation(),"Job DescriptionRoles & ResponsibilitiesJob SummaryWe're super excited to open the internship program in the data team to join our lovely team at Rize. Looking for a career in Data Science? Are you currently a university student in the data science and analytics field? Are you looking for practical training to level up your skills?Tailored for those with a passion for data analytics and modeling, this internship provides a comprehensive introduction to the science of data. Guided by seasoned leads.What will you be doing?Assist in developing and implementing data models and analytics. Assist in Analyzing data to identify trends and areas of improvement. Utilize algorithms and machine learning techniques. Assist in monitoring and assessing system performance and accuracy. Assist in providing technical support for data models. Learn to develop and document data engineering processes and procedures. Work closely with other stakeholders to ensure data accuracy and consistency. Creating and maintaining data reports and dashboards to track business performance Providing support to team members on data analysis-related tasks Requirements You're a perfect match if you haveEducation: Must be a university student enrolled in a relevant educational degree (2nd or 3rd year) through summer 2024 or later. Familiarity with statistics. Basic Python experience. Comfortable delivering presentations. Basic familiarity with Power BI and/or SQL. Strong problem-solving skills and attention to detail. Excellent communication skills, both written and verbal. Ownership mindset and focus on code quality are desirable. Positive attitude and willingness to learn. Fluency in Arabic and English. Benefits What do we offer? Diverse International team - Join a diverse international team where different perspectives and backgrounds enrich our collaborative culture. Flexibility - Enjoy the option to work full remote or hybrid, allowing you to balance work and life in a way that suits you best. Innovation - Shape the future of Proptech with your groundbreaking ideas and technological prowess. Direct Impact - See your ideas come to life and make tangible changes in an industry ripe for revolution. Fast-paced Learning - Grow personally and professionally every day with opportunities to master new skills in our dynamic start-up environment. Creative Freedom - Take the reins, innovate, and push boundaries with the freedom to experiment, learn, and grow at Rize. Close-knit Community - Join a collaborative, supportive team where your voice matters and your contributions are recognized and celebrated.",Rize,Internship - Data Analysis/ Science,https://www.naukrigulf.com/internship-data-analysis-science-jobs-in-riyadh-saudi-arabia-in-rize-0-to-1-year-n-cd-20010162-jid-120824500915
Posted on 15 Aug,10 - 15 Years,Saudi Arabia,,Any Graduation(),"Job DescriptionRoles & Responsibilities• Requirements & Summary Company : Saudi AramcoSkills : Business Analyst , IT - Analysis & ManagementExperience : 10 + YearsEducation : Bachelors/3-5 yr DegreeLocation : Saudi ArabiaAramco energizes the world economy.Aramco occupies a unique position in the global energy industry. We are the world's largest producer of hydrocarbons (oil and gas), with the lowest upstream carbon intensity of any major producer.With our significant investment in technology and infrastructure, we strive to maximize the value of the energy we produce for the world along with a commitment to enhance Aramco's value to society.Headquartered in the Kingdom of Saudi Arabia, and with offices around the world, we combine market discipline with a generations' spanning view of the future, born of our nine decades experience as responsible stewards of the Kingdom's vast hydrocarbon resources. This responsibility has driven us to deliver significant societal and economic benefits to not just the Kingdom, but also to a vast number of communities, economies, and countries that rely on the vital and reliable energy that we supply.We are one of the most profitable companies in the world, as well as amongst the top five global companies by market capitalization.OverviewWe are seeking a Senior Data Manager and Analyst to join the Exploration Geospatial & Data Management Solutions Division of Exploration.The Exploration Geospatial & Data Management Solutions Division is responsible for overseeing the development and use of data systems within Saudi Aramco. In addition, ensuring effective data management, formulating data capturing, governance, quality, analytics as well as automation techniques. Also, managing Exploration's structured, unstructured and geospatial data.The data analyst's primary role is to visualize and interpret data, analyze results and take steps to ensure that the data is governed and of good quality.Duties & ResponsibilitiesYou will be required to perform the following:• Create and enforce policies for effective data management. • Design data visualization solutions to monitor structured, unstructured and geospatial data and track Exploration business processes. • Champion development and deployment of data analytics solutions to support business decision making. • Assist with technical reports and data structuring when needed • Perform data exploration and analysis to detect data quality and integrity issues, provide solutions to measure and correct defects. • Devise and implement efficient and secure procedures for data handling and analysis, to enhance data integrity and security, with attention to all technical aspects • Contribute to Exploration data business processes, identify gaps and recommend improvements. • Lead and manage projects that support the digital transformation. • Conduct meetings with Exploration business stakeholders and gather data management requirements. • Serve as a data management representative and facilitate communication between the application developers and business stakeholders. • Mentor young professionals. Minimum Requirements• As the successful candidate you will hold a Bachelor's degree in Computer Science, Computer Engineering or a related field from a recognized and approved program. • You will have a minimum of 10 years professional experience in data analysis or data management, preferably in the oil and gas exploration industry. • You will be able to demonstrate your knowledge of the DAMA data management framework. CDMP certification is preferred. • You must have strong problem solving and analytical skills. • Knowledge of relational and/or dimensional database models is also necessary. You must be able to write complex SQL queries. Experience with big data is preferred. • Experience with BI/data analytics software is preferred. • Experience with geology and geophysics software is preferred. • Understanding of enterprise data architecture is preferred. • Excellent communication and collaboration skills. Working environmentOur high-performing employees are drawn by the challenging and rewarding professional, technical and industrial opportunities we offer, and are remunerated accordingly.At Aramco, our people work on truly world-scale projects, supported by investment in capital and technology that is second to none. And because, as a global energy company, we are faced with addressing some of the world's biggest technical, logistical and environmental challenges, we invest heavily in talent development.We have a proud history of educating and training our workforce over many decades. Employees at all levels are encouraged to improve their sector-specific knowledge and competencies through our workforce development programs - one of the largest in the world.Apply NowRecommended Jobs For You",Saudi Aramco,Senior Data Manager And Analyst,https://www.naukrigulf.com/senior-data-manager-and-analyst-jobs-in-saudi-arabia-in-saudi-aramco-10-to-15-years-n-cd-10050428-jid-160824501252
Employer ActivePosted Today,3 - 6 Years,Riyadh,,Any Graduation(),"Job DescriptionRoles & Responsibilities Your exceptional talent and ambition will be instrumental in shaping the future of our app. You'll translate complex financial concepts into visually stunning and intuitively user-friendly experiences. You'll be involved in the design journey, from user research and understanding their needs to crafting eye-catching wireframes, prototypes, and high-fidelity mockups.  Collaboration is key, so you'll work closely with engineers and data analysts to ensure a seamless stunning design and flawless development.• Create wireframes, prototypes, and high-fidelity mockups for new features and functionalities• Collaborate with product managers, UX designers, and engineers to translate product vision into stunning and functional UI designs.• Ensure consistency with the app's design system and brand guidelines.• Conduct user research and analysis to understand user needs, pain points, and behaviors.• Support in writing and maintaining product specifications.• Stay updated on the latest trends in fintech and UX design.• Support in design visual applications",Malaa Technologies,Senior Product Designer,https://www.naukrigulf.com/senior-product-designer-jobs-in-riyadh-saudi-arabia-in-malaa-technologies-3-to-6-years-n-cd-40001951-jid-300824500943
Posted 30+ days ago,1 - 2 Years,Riyadh,,Bachelor of Technology/Engineering,"Job DescriptionRoles & ResponsibilitiesYou will work with partnership with management of Payment Operations who provides end-to-end product coverage for all LOBs client , including scalable support structure that allows for high-volume through-put. The team has a strong risk management program tailored for local regulations and the technology platform suits end-to-end core product needs. Payment Operations provides unique offerings to different market segments.As a Reference data Analyst in Payment Operation, you need to manage   different components of workload, Account opening, maintenance activity in different application and other internal and external reporting on daily basis ensuring adherence to designated deadlines and controls. Job responsibilities• Account Opening with adherence to procedure and regulation.• Monitoring of queue to ensure it is completed. • To adhere to all established work and escalation processes. • To escalate all exceptional processes and maintain their audit trials for record purposes Prepare weekly and monthly metrics.• Strict adherence to all relevant Process and Procedures.• To investigate, analyze and resolve complex customer enquiries/requirements to provide required solutions in the operating environment.• To ensure that all Enquiries allocated to them are handled in a timely and accurate manner, exercising sound judgement based upon knowledge and experience, always.Required qualifications, capabilities, and skills• Up to 2 years of Banking Operations knowledge of current market practice. Fresh graduates are welcome.• Excellent interpersonal, verbal, and written communication skills   in is essential.• Ability to priorities, multi-task and manage own and others workload.• Professional manner, communication, and interpersonal skills",JPMorgan Chase,Operations - Transactions Processing Analyst,https://www.naukrigulf.com/operations-transactions-processing-analyst-jobs-in-riyadh-saudi-arabia-in-jpmorgan-chase-1-to-2-years-n-cd-10001025-jid-290724500577
Posted on 21 Aug,2 - 4 Years,Riyadh,,Any Graduation(),"Job DescriptionRoles & ResponsibilitiesAbout This JobJoin us as an Online Data Analyst, where you will play a crucial role in managing data collection, analysis, and input for our online systems and social media platforms. This unique opportunity allows you to work full-time remotely and become an integral part of our team.Join us in making a difference through accurate data management and efficient workflow processes. We look forward to welcoming a dedicated Remote Data Entry Clerk to our team.ResponsibilitiesEnter data from source documents into prescribed computer databases, files, and forms accurately and efficiently.Verify accuracy and completeness of data by reviewing, correcting, deleting, or re-entering data.Maintain confidentiality regarding sensitive information.Respond to inquiries regarding data and information.RequirementsProven experience as a data entry clerk or similar position.Fast typing skills; knowledge of touch typing system is preferred.Excellent knowledge of word processing tools and spreadsheets (MS Office Word, Excel, etc.).Basic understanding of databases.Great attention to detail.High school diploma or equivalent.SkillsStrong organizational and time-management skills.Ability to work independently with minimal supervision.Good communication skills.Adaptability and willingness to learn new tasks.PrivilegesCompetitive pay based on experience.Flexible working hours.Remote work opportunity.Potential for growth and advancement within the company.",Number 29 Consultancy,Data Entry Operator,https://www.naukrigulf.com/data-entry-operator-jobs-in-riyadh-saudi-arabia-in-number-29-consultancy-2-to-4-years-n-cd-20010162-jid-220824502612
Posted on 5 Aug,3 - 5 Years,Riyadh,,Any Graduation(),"Job DescriptionRoles & ResponsibilitiesAbout The RoleMedia.Monks is looking for a talented Social Data Analyst with great knowledge of social analytics, social listening and a high level of English and Arabic. You will have to apply a combination of technical, business thinking and analytical skills to strengthen the company's value proposition in developing strategies through analysis, learning and recommendations based on an excellent command of data. The client you will be working for is one of the leaders in reimagining urban living in the KSA and you will be part of an amazing and exciting team that has grown exponentially over the last year, forecasting an even greater future!ResponsibilitiesExperience with social listening using tools such as Brandwatch/Sprinklr/Talkwalker to build queries and develop dashboards and alerts based on the reporting needs of the clients. Understanding of Boolean expression building is key for this role.Use social engagement tools such as Emplifi to understand community and content performance developing this into actionable insights for the business. Develop key insights backed by data which can be used to enhance the agency's offering to the client and improve overall performance.Generate daily, weekly and monthly content performance reports for our clients' platforms and collaborate in sessions with the content and creative teams to optimise the platform in terms of content, messages, formats and duration based on the insights and learning that emerge from the reportsMonitor and understand the behaviour of social media users through owned platforms and 3rd party.Keep abreast of new trends and optimisation strategies related to data and trend analysis.ToolsAnalytics: Brandwatch (or other social media listening tools), Google Analytics, Emplifi, Sprinklr, Google Data Studio, Adobe Analytics and other social media and market research toolsOrganisation: Google Suite (Google Docs, Google Sheets, Google Slides)Visualisation: Google Data Studio, Tableau or similarCompetencies And SkillsExperience in project management and presentation to different audiencesExperience with social media listening analysis: Queries creation, conversation and sentiment analysis.Experience in channel and content performance related to social mediaAble to work autonomously and a high level of ownership, ensuring deliverables and deadline accomplishment. High level of English and Arabic (direct contact with international clients and local peers)Experience in digital research or market researchStrategic thinking and focus on resultsClient facing experienceAble to work in a fast-paced working environmentAt Media.Monks, we believe in fostering an environment where a diversity of perspectives can thrive. We proactively work to design hiring processes that promote equity and inclusion while mitigating bias. We celebrate diversity and are committed to building a team that reflects the communities we serve. We welcome and encourage qualified applicants, from all backgrounds, who are excited to contribute to our mission.About MonksMonks is the global, purely digital, unitary operating brand of S4Capital plc. With a legacy of innovation and specialized expertise, Monks combines an extraordinary range of global marketing and technology services to accelerate business possibilities and redefine how brands and businesses interact with the world. Its integration of systems and workflows delivers unfettered content production, scaled experiences, enterprise-grade technology and data science fueled by AI managed by the industry s best and most diverse digital talent to help the world s trailblazing companies outmaneuver and outpace their competition.Monks was named a Contender in The Forrester Wave : Global Marketing Services. It has remained a constant presence on Adweek s Fastest Growing lists (2019-23), ranks among Cannes Lions' Top 10 Creative Companies (2022-23) and is the only partner to have been placed in AdExchanger s Programmatic Power Players list every year (2020-24). In addition to being named Adweek s first AI Agency of the Year (2023), Monks has been recognized by Business Intelligence in its 2024 Excellence in Artificial Intelligence Awards program in three categories: the Individual category, Organizational Winner in AI Strategic Planning and AI Product for its service Monks.Flow. Monks has also garnered the title of Webby Production Company of the Year (2021-24), won a record number of FWAs and has earned a spot on Newsweek s Top 100 Global Most Loved Workplaces 2023.We are an equal-opportunity employer committed to building a respectful and empowering work environment for all people to freely express themselves amongst colleagues who embrace diversity in all respects. Including fresh voices and unique points of view in all aspects of our business not only creates an environment where we can all grow and thrive but also increases our potential to produce work that better represents and resonates with the world around us.While we continue to grow our teams, please be mindful of fraudulent job postings and recruiting activities that may use our company name and information. Please be mindful to protect your personal information, especially your national identification number, and bank account information during a recruiting process. While Monks may reach out to potential candidates via LinkedIn, we will always ask applicants to apply through our website (https://monks.com/careers) and will never ask for payment or bank account information during the recruitment process.",Monks,Social Data Anaylst,https://www.naukrigulf.com/social-data-anaylst-jobs-in-riyadh-saudi-arabia-in-monks-3-to-5-years-n-cd-20010162-jid-060824500069
Posted on 15 Aug,10 - 12 Years,Saudi Arabia,,Bachelor of Technology/Engineering,"Job DescriptionRoles & Responsibilities• Requirements & Summary Company : Saudi Aramco (ASC)Skills : IT - Analysis & Management , Piping EngineerExperience : 10 + YearsEducation : Bachelors/3-5 yr DegreeLocation : Saudi ArabiaAramco energizes the world economy.Aramco occupies a unique position in the global energy industry. We are the world's largest producer of hydrocarbons (oil and gas), with the lowest upstream carbon intensity of any major producer.With our significant investment in technology and infrastructure, we strive to maximize the value of the energy we produce for the world along with a commitment to enhance Aramco's value to society.Headquartered in the Kingdom of Saudi Arabia, and with offices around the world, we combine market discipline with a generations' spanning view of the future, born of our nine decades experience as responsible stewards of the Kingdom's vast hydrocarbon resources. This responsibility has driven us to deliver significant societal and economic benefits to not just the Kingdom, but also to a vast number of communities, economies, and countries that rely on the vital and reliable energy that we supply.We are one of the most profitable companies in the world, as well as amongst the top five global companies by market capitalization.OverviewWe are seeking a Senior Data Engineer to join the Corporate Data Office within our Digital Transformation Admin Area.The Corporate Data Office is responsible for establishing and executing world-class Corporate-wide data governance to ensure all data assets are proactively and efficiently governed and managed across Saudi Aramco, to foster a data driven organization and promote data value realization in line with its strategic goals as well to adequately comply with national and international data regulations.The Data Engineer will be responsible for expanding and optimizing data and data pipeline architecture, as well as optimizing data flow and collection for cross-functional teams.The Data Engineer will be an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Engineer will support external software developers, database architects, data analysts, and data scientists on strategic data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects within the Corporate Data Officer and beyond.Duties & Responsibilities• Create and maintain optimal data pipeline architecture for the Corporate Data Office; • Assemble large, complex data sets that meet functional / non-functional business requirements; • Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc. • designing and building new, cutting-edge Data Quality management product features • Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources; • Build data analytics tools that utilize the data pipeline to provide actionable insights into data compliance, operational efficiency, and other key business performance metrics; • Optimize the performance of Corporate data platforms and services to ensure that they can handle large volumes of data and support real-time processing and analysis. • Build out Corporate data quality checks and develop processes for identifying and resolving data quality issues. • Develop a corporate data library / metadata repository including best practice for development of data transformation specifications; • Enable the engineering components to the rollout of the Corporate data strategy framework, with a focus on improvement of data quality and the protection of sensitive data through related tools and architecture. • Establishes measures to chart progress related to the completeness and quality of metadata for enterprise information; to support reduction of data redundancy and fragmentation and elimination of unnecessary movement of data; and to improve data quality. Education & Experience Requirements• Bachelor's degree in Computer Science, Management of Information System, or Information Management from a recognized and approved program. An advanced degree is preferred. • Ten (10) years of experience with large-scale data management and oversight experience • Candidate must have knowledge of industry leading data quality and data protection management practices. • Candidate should have prior experience of implementing data governance platforms/tooling e.g. Informatica, Collibra, Alation etc.... • Candidate will have experience of creating data pipelines, ETL processes, data modeling, and data quality rules is highly desirable. • Candidate will be able to conduct data profiling, cataloguing, and mapping for technical design and construction of technical data flows • Candidate will be able to demonstrate consulting skills, with change management concepts and strategies, including communication, culture change and performance measurement system design. • knowledge of risk data architecture particularly within the Oil and Gas sector. Working environmentOur high-performing employees are drawn by the challenging and rewarding professional, technical and industrial opportunities we offer, and are remunerated accordingly.At Aramco, our people work on truly world-scale projects, supported by investment in capital and technology that is second to none. And because, as a global energy company, we are faced with addressing some of the world's biggest technical, logistical and environmental challenges, we invest heavily in talent development.We have a proud history of educating and training our workforce over many decades. Employees at all levels are encouraged to improve their sector-specific knowledge and competencies through our workforce development programs - one of the largest in the world.Apply NowRecommended Jobs For You",Saudi Aramco (ASC),Data Engineer,https://www.naukrigulf.com/data-engineer-jobs-in-saudi-arabia-in-saudi-aramco-10-to-12-years-n-cd-10050428-jid-160824501197
Posted 4 days ago,3 - 5 Years,Riyadh,,Any Graduation(),"Job DescriptionRoles & ResponsibilitiesAbout This JobJoin us as an Online Data Analyst, where you will play a crucial role in managing data collection, analysis, and input for our online systems and social media platforms. This unique opportunity allows you to work full-time remotely and become an integral part of our team.Join us in making a difference through accurate data management and efficient workflow processes. We look forward to welcoming a dedicated Remote Data Entry Clerk to our team.ResponsibilitiesEnter data from source documents into prescribed computer databases, files, and forms accurately and efficiently.Verify accuracy and completeness of data by reviewing, correcting, deleting, or re-entering data.Maintain confidentiality regarding sensitive information.Respond to inquiries regarding data and information.RequirementsProven experience as a data entry clerk or similar position.Fast typing skills; knowledge of touch typing system is preferred.Excellent knowledge of word processing tools and spreadsheets (MS Office Word, Excel, etc.).Basic understanding of databases.Great attention to detail.High school diploma or equivalent.SkillsStrong organizational and time-management skills.Ability to work independently with minimal supervision.Good communication skills.Adaptability and willingness to learn new tasks.PrivilegesCompetitive pay based on experience.Flexible working hours.Remote work opportunity.Potential for growth and advancement within the company.",Wind Energy Hosting,Data Entry Clerk,https://www.naukrigulf.com/data-entry-clerk-jobs-in-riyadh-saudi-arabia-in-wind-energy-hosting-3-to-5-years-n-cd-20010162-jid-260824501896
Posted on 21 Aug,1 - 2 Years,Riyadh,,Any Graduation(),"Job DescriptionRoles & ResponsibilitiesAbout This JobJoin us as an Online Data Analyst, where you will play a crucial role in managing data collection, analysis, and input for our online systems and social media platforms. This unique opportunity allows you to work full-time remotely and become an integral part of our team.Join us in making a difference through accurate data management and efficient workflow processes. We look forward to welcoming a dedicated Remote Data Entry Clerk to our team.ResponsibilitiesEnter data from source documents into prescribed computer databases, files, and forms accurately and efficiently.Verify accuracy and completeness of data by reviewing, correcting, deleting, or re-entering data.Maintain confidentiality regarding sensitive information.Respond to inquiries regarding data and information.RequirementsProven experience as a data entry clerk or similar position.Fast typing skills; knowledge of touch typing system is preferred.Excellent knowledge of word processing tools and spreadsheets (MS Office Word, Excel, etc.).Basic understanding of databases.Great attention to detail.High school diploma or equivalent.SkillsStrong organizational and time-management skills.Ability to work independently with minimal supervision.Good communication skills.Adaptability and willingness to learn new tasks.PrivilegesCompetitive pay based on experience.Flexible working hours.Remote work opportunity.Potential for growth and advancement within the company.",Nederlandse WingTsun Org...,Virtual Data Entry Clerk: Remote Opportunity,https://www.naukrigulf.com/virtual-data-entry-clerk-remote-opportunity-jobs-in-riyadh-saudi-arabia-in-nederlandse-wingtsun-org-1-to-2-years-n-cd-20010162-jid-220824502625
Posted on 30 Jul,4 - 7 Years,Saudi Arabia,,Bachelor of Science(Computers),"Job DescriptionRoles & ResponsibilitiesJob Title: Cybersecurity Analyst   Data Loss Prevention (DLP)Location: Saudi Arabia (Preference for candidates based in Saudi Arabia)About Us: Sada Thalate Gulf is a leading consultancy firm in Saudi Arabia, committed to delivering exceptional services to our diverse range of clients.We are expanding our team and are on the lookout for talented professionals to join us in providing quality services.Responsibilities:• Developement: Design / Develop and Implement solutions in alignment with business requirements.• Landscape: Installation / Configuration of Environement (Developement / Quality / Production and DR)• Operation: Run & Mnt. the Environement (Developement / Quality / Production and DR)• Staging: Testing and Debugging serivies in Developement / Quality / Production and DR Environement• Enhancements: Version update / Optimization / Fine-Tune and Customization of Systems & Services• Backup: High Availbility / Backup and Restore of Systems & Services.• Monitoring: Systems Alerts / Reports / Audit / Analytics• Security Platforms: Integration with SIEM & SOC systems• Collaboration: with stakeholders / cross-functional teams for change mgmt. and technical activities.• Documentation: Develop SOW, End-User Instructions, Operational / Troubleshooting Guide and Design Document.• Up to Date: Stay current with product updates and industry best practices to enhance the effectiveness of services.• Standards: use of Frameworks / Methodologies / Policies / Process & Procedures• Platforms: understanding of front-end and back-end systems.• Enforce security policies and best practices.• System Administration:• Oversee the day-to-day operation of systems and services, ensuring optimal performance and availability.• Perform routine system monitoring, tuning, and troubleshooting.• Upgrades and Patch Management:• Plan and execute system upgrades, updates, and patches.• Stay informed about the latest releases and features.• Backup and Recovery:• Develop and maintain backup and recovery strategies for systems.• Conduct regular backup tests to ensure data integrity.• Performance Optimization:• Identify and implement performance optimization measures.• Collaborate with other teams to improve overall system efficiency.• Interface and Integration Monitoring:• Monitor and manage interfaces between security soc and other systems.• Collaborate with integration teams to troubleshoot and resolve issues.DLP Policy Management:• Develop, implement, and manage Data Loss Prevention policies and procedures.• Regularly review and update DLP policies to address emerging threats and align with industry best practices.Incident Response:• Monitor DLP alerts and incidents; investigate and respond to potential data breaches or policy violations.• Collaborate with incident response teams to mitigate and contain security incidents.Endpoint Protection:• Deploy and manage endpoint DLP solutions to ensure data protection on laptops, desktops, and other endpoints.• Conduct regular assessments and audits of endpoint DLP configurations.Network DLP Monitoring:• Implement and oversee network-based DLP solutions to monitor and prevent data exfiltration.• Analyze network traffic for anomalies and potential security risks.• Security Awareness: • Contribute to cybersecurity awareness programs to educate employees on DLP policies, best practices, and the importance of data protection.Data Classification:• Collaborate with business units to classify and categorize data based on sensitivity.• Implement and manage data classification tools and processes.DLP Tool Management:• Administer, configure, and optimize DLP tools and technologies.• Stay informed about advancements in DLP solutions and recommend updates or enhancements.Reporting and Documentation:• Generate and present regular reports on DLP incidents, trends, and effectiveness.• Maintain comprehensive documentation of DLP policies, configurations, and incident response procedures.Qualifications:• Bachelor s degree in Cybersecurity, Information Technology, or a related field.• Proven experience as a Cybersecurity Analyst with a focus on Data Loss Prevention.• In-depth knowledge of DLP technologies, tools, and methodologies.• Familiarity with industry standards and regulations related to data protection and privacy (e.g., GDPR, HIPAA).• Strong understanding of network security concepts and protocols.• Experience with endpoint protection solutions and technologies.• Certifications such as Certified Information Systems Security Professional (CISSP), Certified Information Security Manager (CISM), or Certified DLP Professional are desirable.• Excellent communication and collaboration skills.• Analytical mindset and strong problem-solving abilities.Benefits:Competitive salaryFamily Status.Comprehensive health insurance.Annual VacationProfessional development opportunities.",Cyberstg,Cybersecurity Analyst Data Loss Prevention,https://www.naukrigulf.com/cybersecurity-analyst-data-loss-prevention-jobs-in-saudi-arabia-in-cyberstg-4-to-7-years-n-cd-40001880-jid-310724500348
Posted on 12 Aug,4 - 5 Years,Riyadh,,Bachelor of Technology/Engineering,"Job DescriptionRoles & ResponsibilitiesExperience: 4-5 YearsShift: ST ShiftResponsibilitiesMaintain/develop data pipelines required for the extraction, transformation, cleaning, pre-processing, aggregation and loading of data from a wide variety of data sources using Python, SQL, DBT, and other data technologiesDesign, implement,?test and maintain data pipelines/ new features based on stakeholders' requirementsDevelop/maintain scalable, available, quality assured analytical building blocks/datasets by close coordination with data analystsOptimize/ maintain workflows/ scripts on present data warehouses and present?ETLDesign / develop / maintain components of data processing frameworksBuild and maintain data quality and durability tracking mechanisms to provide visibility into and address inevitable changes in data ingestion, processing, and storageTranslate technical designs into business appropriate representations and analyse business needs and requirements ensuring implementation of data services directly correlates to the strategy and growth of the businessFocus on automation use cases, CI/CD approaches and self-service modules relevant for data domainsAddress questions from downstream data consumers through appropriate channelsStay up to date with data engineering best practices, patterns, evaluate and analyze new technologies, capabilities, open-source software in context of our data strategy to ensure we are adapting our own core technologies to stay ahead of the industryContribute to Analytics engineering processMinimum QualificationsBachelor's degree in computer science, information systems, or a related?discipline3+ years in the Data Engineer roleExperience with Snowflake, Hands-on experience with Snowflake utilities, Snow SQL, Snow Pipe. Must have worked on Snowflake Cost optimization scenarios.Overall solid programming skills, able to write modular, maintainable code, preferably Python SQLHave experience with workflow management solutions like AirflowHave experience on Data transformations tools like DBTExperience working with GitExperience working with big data environment, like, Hive, Spark and PrestoReady to work flexible hoursPreferred QualificationsSnowflakeDBTFive TranAirflowCI/CD (Jenkins)",Skillmine Technology Consulting Pvt. Ltd.,"Data Engineer, EDM II",https://www.naukrigulf.com/data-engineer-edm-ii-jobs-in-riyadh-saudi-arabia-in-skillmine-technology-consulting-pvt-ltd-4-to-5-years-n-cd-20010126-jid-130824502041
Posted on 12 Aug,4 - 6 Years,Riyadh,,Any Graduation(),"Job DescriptionRoles & ResponsibilitiesKey ResponsibilitiesResponsibilities will include but will not be restricted to:Responsible for designing and implementing a data architecture that supports the organization's business goals and objectives.Developing data models, defining data standards and guidelines, and establishing processes for data integration, migration, and management.Create and maintain data dictionaries, which are a comprehensive set of data definitions and metadata that provide context and understanding of the organization's data assets.Ensure that the data is accurate, consistent, and reliable across the organization. This includes establishing data quality metrics and monitoring data quality on an ongoing basis.Organization's data is secure, and that appropriate data governance policies and procedures are in place to protect the organization's data assets.Work closely with other IT professionals, including database administrators, data analysts, and developers, to ensure that the organization's data architecture is integrated and aligned with other IT systems and applications.Stay up to date with new technologies and trends in data management and architecture and evaluate their potential impact on the organization's data architecture.Communicate with stakeholders across the organization to understand their data needs and ensure that the organization's data architecture is aligned with the organization's strategic goals and objectives.Technical requirementsBachelor's or masters degree in Computer Science or a related field.Certificates in Database Management will be preferred.Expertise in data modeling and design, including conceptual, logical, and physical data models, and must be able to translate business requirements into data models.Proficient in a variety of data management technologies, including relational databases, NoSQL databases, data warehouses, and data lakes.Expertise in ETL processes, including data extraction, transformation, and loading, and must be able to design and implement data integration processes.Experience with data analysis and reporting tools and techniques and must be able to design and implement data analysis and reporting processes.Familiar with industry-standard data architecture frameworks, such as TOGAF and Zachman, and must be able to apply them to the organization's data architecture.Familiar with cloud computing technologies, including public and private clouds, and must be able to design and implement data architectures that leverage cloud computing.Qualitative RequirementsAble to effectively communicate complex technical concepts to both technical and non-technical stakeholders.Strong analytical and problem-solving skills.Must be able to inspire and motivate their team to achieve organizational goal.Following skills can be deemed good to have but not necessary: Databricks, Snowflake, Redshift, Data Mesh, Medallion, Lambda",Skillmine Technology Consulting Pvt. Ltd.,Associate Data Architect,https://www.naukrigulf.com/associate-data-architect-jobs-in-riyadh-saudi-arabia-in-skillmine-technology-consulting-pvt-ltd-4-to-6-years-n-cd-20010126-jid-130824500139
Posted 1 week ago,3 - 6 Years,Riyadh,,Any Graduation(),"Job DescriptionRoles & ResponsibilitiesCigna Saudi Arabia, a branch of Cigna Worldwide Insurance Company, a leading global health insurer, is looking to appoint a Senior Data & Analytics Analyst based in Riyadh. This is a new position reporting into the Cigna KSA CFO. While the main area of focus will be the KSA market, the successful candidate will work closely with the broader Middle East and Africa Data & Analytics team and will support initiatives across these markets. The individual will also work closely with other business areas, including but not limited to Sales, Marketing, Operations, Finance, Actuarial, Underwriting, Product Development and Payment Integrity to develop and execute on delivering analytics solutions. This position requires utilizing independent judgment and discretion, detailed analysis, and the ability to support a range of investigations driving growth and meaningful insights for the business.Key Responsibilities• Understand and identify all data sources relevant to the business• Support data governance and management strategy to ensure quality of reporting and analytics.• Facilitate data stewardship to ensure data is consistent, accurate and accessible.• Enable data-visualization, analysis, and prototyping in service of the markets' immediate needs.• Assist data engineers on data cleansing, validation and data model testing.• Develop and build supporting documents on analytics related projects• Embed analytics within our day-to-day business practices and decision-making, as well as into our culture and mind-set.• Supporting the compilation of regulatory submissions.Personal Profile• Data / Actuarial Science, Mathematics, Computer science or related technical background + willingness to dive into technology.• At least three years of experience in the Middle East, preferably in health insurance.• Strong analytical capabilities and experience in building business intelligence solutions• Strong foundational skills in analytics software e.g. Tableau, PowerBI, Qlik, SQL, Python &/or R• Be self-motivated, intellectually curious and results driven.• Good communication skills and strong attention to detail.• Excellent verbal and written English competence.• Some regional travel may be required.",Cigna,Senior Data & Analytics Analyst,https://www.naukrigulf.com/senior-data-analytics-analyst-jobs-in-riyadh-saudi-arabia-in-cigna-3-to-6-years-n-cd-10000948-jid-230824500711
