,posted,location,jobType,description,name,title,feed,date_of_scrape,Job Role,Job_ind,day,Month,Year,days_ago,experience,Tools,Soft Skills,Industry Skills,education,keyword_count
76,Posted 30+ days ago,Riyadh,,"Job DescriptionRoles & ResponsibilitiesWe are seeking a Data Scientist with an interest in Natural Language Processing (NLP). In this role, you will assist in developing NLP models, apply problem solving skills, and support in pretraining and fine-tuning Large Language Models (LLMs). The ideal candidate will have a foundational understanding of data science, with a desire to specialise in NLP and machine learning, and a passion for learning and developing real-world solutions.As a Data Scientist, your daily workload might include:• Assist in the development and implementation of Natural Language Processing (NLP) models.• Apply problem-solving skills to assist in the development of new solutions, with a focus on learning and growth.• Support in pretraining and fine-tuning Large Language Models (LLMs) for specific tasks, such as document summarization and question answering.• Collaborate with cross-functional teams to implement models, monitor outcomes, and iterate on solutions.• Conduct data analysis and exploratory research to uncover patterns, trends, and insights that can improve model performance and drive business outcomes.• Assist in the evaluation and selection of appropriate algorithms, techniques, and methodologies for solving specific NLP problems.• Collaborate with senior data scientists and managers to document and communicate the results of model development and experiments effectively.• Stay up-to-date with the latest advancements in NLP, machine learning, and related fields, actively seeking opportunities to enhance knowledge and skills.",Mozn,Data Scientist,https://www.naukrigulf.com/data-scientist-jobs-in-riyadh-saudi-arabia-in-mozn-3-to-5-years-n-cd-10008946-jid-180324500872,2024-06-10,DATA ENGINEER,2,10,6,2024,30,3-5,[],"['analysis', 'focus', 'insight', 'passion', 'problem-solving', 'research']","['data analysis', 'machine learning', 'problem-solving skills']",['bachelor'],1
77,Posted 30+ days ago,Riyadh,,"Job DescriptionRoles & ResponsibilitiesMozn is a rapidly growing technology firm revolutionising the field of Artificial Intelligence and Data Science headquartered in Riyadh, Saudi Arabia and it s working to realise Vision 2030 with a proven track record of excellence in supporting and growing the tech ecosystem in Saudi Arabia and the GCC region. Mozn is the trusted AI technology partner for some of the largest government organisations, as well as many large corporations and startups.We are in an exciting stage of scaling the company to provide AI-powered products and solutions both locally and globally that ensure the growth and prosperity of our digital humanity. It is an exciting time to work in the field of AI to create a long-lasting impact.We are seeking a Senior Data Scientist to join our team. In this role, you will develop advanced  Natural Language Processing (NLP) models, Apply R&D skills to innovate new solutions, Pretrain and fine-tune Large Language Models , and Collaborate with cross-functional teams. The ideal candidate will have a strong background in data science, with a specialisation in NLP, machine learning, and experience in developing real-world solutions.As a Senior Data Scientist, your daily workload might include:• Develop and implement advanced  Natural Language Processing (NLP) models.• Apply R&D skills to innovate and develop new solutions, with the ability to build rapid prototyping and validation.• Collaborate with cross-functional teams to implement models, monitor outcomes, and iterate on solutions.• Conduct in-depth data analysis and exploratory research to identify patterns, trends, and insights that can enhance model performance and drive business impact.• Stay up-to-date with the latest advancements in NLP, machine learning, and related fields, actively seeking opportunities to enhance knowledge and skills.• Contribute to the development and refinement of best practices, coding standards, and documentation for data science projects, promoting efficiency, reproducibility, and collaboration.• Participate in strategic discussions, team meetings, and cross-functional collaborations to drive innovation, foster effective communication, and align data science initiatives with organizational goals.",Mozn,Senior Data Scientist,https://www.naukrigulf.com/senior-data-scientist-jobs-in-riyadh-saudi-arabia-in-mozn-5-to-8-years-n-cd-10008946-jid-180324500171,2024-06-10,DATA ENGINEER,2,10,6,2024,30,5-8,[],"['analysis', 'collaboration', 'communication', 'initiative', 'innovation', 'insight', 'organization', 'research']","['data analysis', 'machine learning']",['bachelor'],1
78,Posted 30+ days ago,Saudi Arabia,,"Job DescriptionRoles & ResponsibilitiesJob OverviewDigital Transformation (DT) is responsible for providing AI-powered solutions to various business functions within Aramco. The solutions leverage the latest technological advancements of Artificial Intelligence (AI) and analytics to create business values across the value chain. The DT AI&A organization will be a center of excellence in Saudi Aramco for Artificial Intelligence technologies and data science.The data scientist primary role is to work closely with business functions, stakeholders, functional teams to give consultations on AI use case, identify potential value from data, formulate AI and data science ideas and conceptualize them. In addition, to building, evaluating and productionalizing models as appropriate.Duties & ResponsibilitiesWork with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.Mine and analyze data from company data sources to drive optimization and improvement of product development, and business strategies.Assess the effectiveness and accuracy of new data sources and data gathering techniques.Develop custom data models and algorithms to apply to data sets.Use predictive modeling to increase and optimize production facilities, revenue generation, and other targeted outcomes.Develop A/B testing mechanisms and test model quality and validate hypothesis accordingly.Coordinate with different functional teams to implement models and monitor outcomes.Develop necessary documentation as per established standards.Minimum RequirementsAs the successful candidate you will hold a Master s degree in in data science, computer science, computer vision, applied mathematics or a related field from a recognized and approved program. A PhD degree is preferred.You must have at least 5 years of experience with hands-on data science, NLP, computer vision, and/or machine learning projects/products in industry.You must also be able to bring ideas from conceptualization to productionalization (putting models in production) using the right tools (e.g. mlflow, kubeflow, tensorlight, etc).Having very strong expertise in data collection, cleaning, preprocessing, and wrangling is a requirement.You must be fluent in either R or Python, preferably both, and familiarity with golang is a plus.Proficiency in visualization tools and packages; and in communicating data science topics to non-technical audience is a requirement.You must be experienced in Information Retrieval (Content Recommendation, Search Metrics,Search Query, document classification, entity recognition, topic modelling, etc).Proficiency in transfer learning and in fine tuning open-sourced models like BERT is necessary.",Saudi Aramco,Lead Data Scientist,https://www.naukrigulf.com/lead-data-scientist-jobs-in-saudi-arabia-in-saudi-aramco-5-to-6-years-n-cd-10000003-jid-131223500507,2024-06-10,DATA ENGINEER,2,10,6,2024,30,5-6,"['kubeflow', 'python', 'mlflow']","['accuracy', 'organization', 'responsible']","['classification', 'ml', 'machine learning', 'mathematics']",[],3
79,Posted 30+ days ago,Riyadh,,"Job DescriptionRoles & ResponsibilitiesThe Solution Architect Application & Data will be responsible for designing and implementing application and data solutions that enable the organization to achieve its goals and objectives. This role will require a strong understanding of application and data architecture principles, excellent problem-solving skills, and the ability to work collaboratively with internal and external stakeholders, including developers, vendors, and business analysts. The Solution Architect Application & Data will work closely with the IT and business teams to develop and execute application and data strategies that support the organization's goals and objectives. ROSHN is a national real estate developer powered by the Public Investment Fund, committed to delivering high quality communities to the Saudi citizens.OUR VISION We will deliver homes to thousands of people across the Kingdom of Saudi Arabia and create improved standards of living for all, working in partnership with the very best organizations their respective fields. The construction of high quality, prosperous places, blending state-of-the-art design and development methods with local culture and tradition will strengthen and enrich our country s socio-economic fabric, in line with Vision 2030. OUR VALUES Delivering through teamwork is our core strength. We are united by our common goals and commitment to work as one to achieve them and deliver against our promises. We care about and respect our customers, our partners and the neighborhoods we build. We attach great importance to both the beauty and the heritage of our places and to the quality of life they offer for all people who enjoy a ROSHN home OUR PEOPLE We are only as good as our ability to deliver on our promises and our ability to deliver comes down to the people we employ. We are a highly skilled, experienced and talented team. As an ambitious company we employ only the best people, and attach great value to their skills, expertise and potential. We have built a team capable of producing the creativity, big ideas and solutions to deliver desirable neighborhoods where the people who live there will shine. • Ability to communicate, influence and persuade peers• Ability to understand the long-term (""big picture"") and short-term perspectives of situations• Ability to translate future-state business capabilities and requirements into solution architecture requirements• Ability to propose and estimate the financial impact of solution architecture alternatives• Ability to apply multiple technical solutions to business problems• Ability to quickly comprehend the functions and capabilities of new technologies• Proven ability to work well with others• Experience of Cross Platform Integration Design and their associated solutions for applications and data• Be intellectually agile and capable of dealing with the concepts and complexities inherent in the position. Strong analytical and research skills• Strong understanding of software development methodologies and practices• Experience with enterprise-level software applications and architecture, including SaaS, PaaS, and custom-built solutions• Knowledge of cloud computing and experience with cloud-based architecture and deployment• Excellent interpersonal and communication skills, including the ability to present technical concepts to a non-technical audience• Strong project management skills and experience leading complex, cross-functional projects• Ability to work independently and in a team environment, and to manage multiple projects simultaneously• Strong problem-solving skills and the ability to identify and implement innovative solutions to complex challenges.  Personal Characteristics and Required Background:  • Bachelor's or Master degree in Computer Science, Information Technology, or related field• 16+ years of experience in Solution architecture including both Application and Data• Strong understanding of software development methodologies and practices• Experience with enterprise-level software applications and architecture, including SaaS, PaaS, and custom-built solutions• Knowledge of cloud computing and experience with cloud-based architecture and deployment• Proficiency in at least one modern programming language, such as Java, Python, or Node.js• Working experience with cloud platforms, such as AWS, Azure, or Google Cloud Data platforms• Excellent interpersonal and communication skills, including the ability to present technical concepts to a non-technical audience• Project management experience, including the ability to manage multiple projects simultaneously• Technology neutral: remains unbiased toward any specific technology or vendor choice, and is more interested in results than personal preferences• Displays intellectual curiosity and integrity• Motivated and driven by achieving long-term business outcomes    • Design and implement application and data solutions that enable the organization to achieve its goals and objectives.• Collaborate with business analysts, developers, and vendors to define application and data requirements and specifications.• Develop and maintain the organization's application and data architecture and roadmap.• Ensure that application and data solutions are scalable, reliable, and secure.• Use application and data software, such as Java, .NET, or Oracle, to develop and manage application and data workflows.• Develop and maintain application and data testing and validation processes.• Provide training and support to users on application and data solutions.• Ensure that all application and data activities are compliant with legal and ethical requirements.• Develop and manage application and data budgets and financial performance.",ROSHN,"Senior Manager, Application & Data Architecture",https://www.naukrigulf.com/senior-manager-application-data-architecture-jobs-in-riyadh-saudi-arabia-in-roshn-16-to-17-years-n-cd-10008889-jid-080224500826,2024-06-10,DATA ENGINEER,2,10,6,2024,30,16-17,"['azure', 'python', 'java', 'aws', 'oracle', 'cloud']","['collaborative', 'commitment', 'communication', 'communication skills', 'creativity', 'curiosity', 'design', 'integrity', 'organization', 'problem-solving', 'project management', 'reliable', 'research', 'responsible', 'teamwork']","['cloud', 'cloud computing', 'data architecture', 'problem-solving skills', 'project management', 'research skills']",[],5
80,Posted 30+ days ago,Riyadh,,"Job DescriptionRoles & ResponsibilitiesIn this role, you will:• Data Collection: Visit real estate offices and various properties to collect relevant data, including property details such as size, location, amenities, pricing, license/owner details and availability. Gather information through surveys, interviews, walk-ins and telecommunication.• Photography: Conduct on-site photoshoots of different housing and office locations to capture high-quality photographs for marketing and documentation purposes. Ensure that the images accurately represent the properties.• Listing Collection & Data Maintenance Targets: Achieve predetermined listing collection targets set by the organisation. Actively seek new listing opportunities through daily visits to the real estate offices and expand the database of available properties. Maintain a database of available properties with the agencies and delete/remove any unavailable listings.• Sales Team Support: Facilitate the sales team by fulfilling their clients  requirements. This may involve calling and visiting real estate offices, coordinating property viewings, collecting listings, photography requests and providing accurate and timely information on available properties.• Reporting: Prepare and submit daily reports summarising the activities, progress, and challenges encountered during data collection and property visits. Keep detailed records of all interactions and maintain an organised database of collected data on the company's systems/applications.• Relationship Building: Develop and maintain positive relationships with real estate professionals, brokers, and property owners. Represent the organisation professionally and ethically during all interactions.• Use of company s product: As a data collector, you will be bound to use company provided assets and products while on the job for monitoring and reporting purposes.",Bayut.com,Real Estate - Data Collector,https://www.naukrigulf.com/real-estate-data-collector-jobs-in-riyadh-saudi-arabia-in-bayut-com-3-to-5-years-n-cd-10002769-jid-160224500993,2024-06-10,DATA ENGINEER,2,10,6,2024,30,3-5,[],"['communication', 'professional']",['monitoring'],[],1
81,Posted 4 days ago,Saudi Arabia,,"Job DescriptionRoles & Responsibilities OVERVIEWPositionSenior Manager Data Visualization and GISJob Code  Reports toSenior Manager Data Science and InnovationDirect ReportsN/A Division/SectionData and StatisticsDepartmentEconomics, Data and Statistics SectorEconomics, Data and StatisticsJob Family  Role Purpose The Economics, Data and Statistics Sector is tasked to build a brand-new Statistics Office for NEOM in a greenfield environment in order to produce robust data and statistics about people, the economy and different sectors of interest. Building such a Statistics Office in a fully digitalized context offers unique opportunities to gain deep real-time statistical insights and take the production of official statistics to a level way beyond what is possible in legacy environments. We are seeking an experienced and talented Senior Manager for Data Visualization and GIS to lead the development and implementation of cutting-edge data visualization techniques and Geographic Information Systems (GIS) solutions. The successful candidate will play a critical role in transforming complex datasets into intuitive and insightful visualizations and maps, enabling informed decision-making and enhancing stakeholder understanding across various domains.  KEY ACCOUNTABILITIES & ACTIVITIESStatisticalData Visualization • Lead the design and development of interactive and visually compelling data visualizations, dashboards, and reports using a variety of tools and technologies, such as Tableau, Power BI, D3.js, and others. • Collaborate with cross-functional teams to gather requirements, define visualization objectives, and ensure alignment with business goals and user needs. • Utilize advanced statistical techniques and data analysis methodologies to identify key insights and trends within datasets, and translate them into meaningful visual representations. • Develop and maintain GIS databases, spatial datasets, and mapping applications to support spatial analysis, geospatial visualization, and decision-making processes. • Design and implement custom GIS workflows and analytical models to address specific spatial analysis requirements and solve complex spatial problems. • Conduct quality assurance checks and data validation processes to ensure the accuracy, reliability, and consistency of visualizations and GIS outputs. • Stay up-to-date with emerging trends, best practices, and advancements in data visualization, GIS, and related technologies, and contribute to the continuous improvement of visualization techniques and tools. • Communicate findings and insights effectively to diverse audiences through presentations, reports, and interactive demonstrations. BACKGROUND, SKILLS & QUALIFICATIONSKnowledge, Skills and Experience• Minimum of 8 years of professional experience in data visualization, GIS analysis, or a related field, with a strong portfolio demonstrating expertise in creating compelling visualizations and GIS applications. • Proficiency in data visualization tools such as Tableau, Power BI, or D3.js, and experience with GIS software such as ArcGIS, QGIS, or similar platforms. • Solid understanding of statistical analysis techniques, spatial analysis concepts, and geospatial data processing methods. • Strong programming skills in languages such as Python, JavaScript, or R for data manipulation, scripting, and automation tasks. • Excellent design sensibility and attention to detail, with the ability to create aesthetically pleasing and user-friendly visualizations and maps. • Proven ability to manage multiple projects simultaneously, prioritize tasks effectively, and deliver high-quality results within tight deadlines. • Excellent communication and interpersonal skills, with the ability to collaborate effectively with multidisciplinary teams and communicate complex concepts to diverse audiences. Qualifications• Bachelor's or Master's degree in geography, GIS, computer science, data science, or a related field with a focus on data visualization and spatial analysis.   COMMUNICATION - MAIN STAKEHOLDERSInternalExternalSenior Managers within the NEOM AuthoritySenior Managers within the NEOM CompanyDirectors from relevant Departments of NEOM regions  General Authority for Statistics (GASTAT)Saudi Authority for Data and Artificial Intelligence (SDAIA)Ministries and Institutions in Saudi ArabiaProject Management ConsultantsExternal Stakeholders of official statisticsAcademiaInternational Statistics Experts",NEOM,"Senior Manager, Data Visualization & GIS",https://www.naukrigulf.com/senior-manager-data-visualization-gis-jobs-in-saudi-arabia-in-neom-8-to-10-years-n-cd-40000203-jid-060624500697,2024-06-10,DATA ENGINEER,2,10,6,2024,4,8-10,"['tableau', 'powerbi', 'python', 'javascript']","['accuracy', 'analysis', 'attention to detail', 'communication', 'decision-making', 'design', 'focus', 'insight', 'interpersonal skills', 'professional']","['data analysis', 'data manipulation', 'data visualization', 'scripting', 'statistical analysis', 'statistics', 'transform']",['bachelor'],4
82,Posted on 30 May,Riyadh,,"Job DescriptionRoles & ResponsibilitiesJob Description:Client Introduction:In this role, you will have the opportunity to work closely with one of our esteemed clients, known for its commitment to quality and innovation. They have chosen Dautom as their trusted partner for their upcoming projects.Job Title: Data Virtualization ConsultantJob Description:A Data Virtualization (DV) Engineer will work in a collaborative manner with the various sites developers to focus on piloting, designing and developing DV solutions to meet Micron Manufacturing systems needs. This position is a key member of a team to establish a standardized companywide DV environment and enforce DV compliance based on defined governance guidelines. This position provides opportunity to demonstrate your technical and analytical skills by participating in a variety of projects that will be demonstrating DV to bring value to Micron.Responsibilities:Collaborating and influencing Center of Excellence strategies around DV Product vision,operating model, backlogs and growth opportunities.Working with business and IT developers to assess and discover opportunities for DV solutionsthat increases efficiency and reduce operational risk.Managing interactions with end users, vendors and developers to lead design, development,testing and maintenance of DV projects across the organization.Selecting the appropriate set of technological tools and features for DV projects, ensuring thealignment of the solution with enterprise guidelines.Ensuring standards, compliance and institutionalization standard methodology.Ensure all work is developed with alignment to architecture standards which focusing onscalability and extensibility.Aligns with Micron Security, Identity and access management.Ensure issues are accurately documented, raised and resolved in a timely manner.Communicates clearly, both written and verbally with internal and external business partnersRaise issues and risk to management where appropriate.Job Requirements:Bachelors or Masters Degree in Computer Science, Electrical & Electronics/Computer/SoftwareEngineering, Information Systems or related fields or equivalent experiences.Experience in building and managing virtualized views and data services that access, transform,and deliver the data that business requires is preferred.Experience with SQL standards and stored procedures and capable of link and relate multipledata sources to ensure accurate and efficient queries of good performance will be advantages.Experience with maintaining and administrating DV platform in a high availability and scalableenvironment is a plus.Understanding of DV landscape trends, emerging technologies in the Data Virtualizationdomain.Passionate about continuously improving organizational practices.Creative and have passion in implementing innovative IT solutions to resolve meaningfulbusiness problems.Good interpersonal and communication skills. Bring in your passion as you will work with adynamic team to achieve a common goal through effective collaboration and dedication.Highly adaptable to our fast paced, dynamic and rapidly changing work environment; Responseand tackle high priority Manufacturing Software Applications problems, as required.We are looking for a highly motivated team member with good software project managementskill and having exposure to agile development methodology will be advantageous.Benefits and Perks:• Competitive salary and bonus structure.• Comprehensive health and wellness benefits.• Opportunities for professional development and growth.• Flexible work arrangements, including remote work options.• Employee recognition programs and a collaborative team environment.",Dautom,Data Virtualization Consultant,https://www.naukrigulf.com/data-virtualization-consultant-jobs-in-riyadh-saudi-arabia-in-dautom-2-to-4-years-n-cd-10009009-jid-300524500050,2024-06-10,DATA ENGINEER,2,10,6,2024,34,2-4,['sql'],"['analytical skills', 'collaboration', 'collaborative', 'commitment', 'communication', 'communication skills', 'design', 'focus', 'innovation', 'motivated', 'organization', 'passion', 'professional', 'project management']","['project management', 'transform']",['bachelor'],1
84,Posted on 16 May,Riyadh,,"Job DescriptionRoles & ResponsibilitiesPosition overviewThis is a full-time on-site role for a Data Acquisition & Virtualization Specialist located in Riyadh, Saudi Arabia. The Data Acquisition & Virtualization Specialist will be responsible for collecting and managing data, performing data analyses and modeling, and ensuring data quality. The Specialist will also work closely with cross-functional teams to identify data needs and develop strategies to optimize data use.Job TypeFull TimeWork Place TypeOn-SiteResponsibilities• Manage company database and all the project related to the databases and analytics",Marcom Arabia,Data Acquisition & Visualization Specialist,https://www.naukrigulf.com/data-acquisition-visualization-specialist-jobs-in-riyadh-saudi-arabia-in-marcom-arabia-2-to-4-years-n-cd-40001668-jid-160524500209,2024-06-10,DATA ENGINEER,2,10,6,2024,48,2-4,[],['responsible'],[],[],1
85,Employer ActivePosted Today,Riyadh,,"Job DescriptionRoles & ResponsibilitiesDo you have a passion for travel and tourism? Then come join us at the Saudi Tourism Authority (STA) as we help bring Saudi Arabia s Vision 2030 to life!In this role, you will be responsible for managing MEA Analytics & Insights-related activities to the business unit, to ensure and deliver on the Department s mandate and identify improvement opportunities that will contribute to the delivery of short and mid-term strategic objectives within set KPIs, agreed budgets and adopted policies and procedures. In this role, you will be working directly with senior stakeholders within the assigned functions to address business questions, proactively tackle key decisions, and provide impactful insights and recommendations to optimize STA plans.You will be responsible forContributing to the design and implementation of the Division s strategy and roadmap by providing function-specific inputsEstablishing and implementing the Department s operational plans in support of the Division s overall strategic plan and KPIsPreparing the BU Analytics & Insights Department annual budget and participating in the Division s budgeting cycle and processUtilizing and managing BU Analytics & Insights Department s budget effectively, and reporting accurately on progress made and challenges encounteredInvestigating and proposing the implemented strategies that result in a positive financial impact for STA and mitigate financial and operational risksPreparing research, data, and analytics plans to address business priorities and knowledge gaps, collaborating with BUs and the tourism data & Insights function to align on methodology, budget, scope, and delivery of research requirementsIdentifying key primary, secondary and tertiary data sources to collect required data and information for the purpose of analysis and collect data accordinglyWorking closely with data science and engineering team and other TDI departments to develop requisite statistical/ machine learning/ AI models for research and analysis which enables meaningful and value-adding information and insights to be derived from collected dataChecking internally and externally with contracted vendors to assess if required data has already been compiled and / or analyzed and leverage it to minimize reworkContracting with third-party vendors to obtain relevant data and insightsCollecting/extracting and clean data, and working with data science and engineering to ensure it is structured appropriately for useUtilizing statistical/ machine learning/ AI data analytics models and generate insightsCollating outputs from research & other findings and developing reports as per agreed formatsPreparing and publishing periodic and ad-hoc business analytics and insights reports on various topics that are of relevance to STACollecting stakeholder feedback on submitted reports and leveraging it to enhance future deliveryAnalyzing tourism trends to better understand consumer behaviors across time periods, destinations etc.Supplying country managers with regular reports and resources to optimize business plans and ensure the achievement of set targetsPreparing periodic reports on the achievements related to respective market tourismLeading the development of data-driven mechanisms to improve the implementation of business strategiesMonitoring and reporting on sales and distribution of various products in the respective marketsProposing improvements to BU Analytics & Insights Department s policies, and ensure the implementation of procedures and controls across all areas of activity so that all relevant procedural/legislative requirements are fulfilled while delivering high quality and cost-effective resultsMonitoring day-to-day activities to ensure compliance with stipulated policies and proceduresStimulating subordinates and contributing to the identification of opportunities for continuous improvement of systems and processes taking into account leading practices, changes in the business environment, cost reduction and productivity improvementManaging, guiding and assisting direct reports to perform their functional operations in accordance with set policies and proceduresParticipating in identifying and recruiting key talent for BU Analytics & Insights DepartmentPromoting a high-performance working environment embracing STA s valuesBuilding and maintaining solid relations with external stakeholders such as governmental entities and consultants to serve STA s best interestProviding assistance across the organization and support peers when needed to perform their dutiesApproving reports and presentations related to BU Analytics & Insights Department activities and achievements for reporting and decision-makingPerforming other activities as and when requiredYou will need:Bachelor s degree in Business Administration or equivalent is preferredmaster s degree in Business Administration or equivalent is preferredAt least 10 years of experience in BU Analytics & Insights, or other relevant field",Saudi Tourism Authority,MEA Data Analytics & Insights Director,https://www.naukrigulf.com/mea-data-analytics-insights-director-jobs-in-riyadh-saudi-arabia-in-saudi-tourism-authority-10-to-12-years-n-cd-10008890-jid-100624501156,2024-06-10,DATA ENGINEER,2,10,6,2024,0,10-12,[],"['analysis', 'decision-making', 'design', 'insight', 'organization', 'passion', 'research', 'responsible']","['extract', 'machine learning']",[],2
86,Posted 4 days ago,Saudi Arabia,,"Job DescriptionRoles & ResponsibilitiesRole Purpose• Responsible to develop data structures and visualization tools to track, project and analyze testing and commissioning metrics. • Responsible for consolidating project level and regional level testing and commissioning data sets, procedures, commissioning agent inventory and all testing and commissioning related information that is required to be archived and easily searched. • Responsible to improve and inject lessons learned into the testing and commissioning data collection requirements. • Work with cross-functional, project organizations, subsidiaries and regional stakeholders to implement testing and commissioning data collection strategies. • Translate Company, Region and department testing and commissioning goals into actionable  data collection and metrics measuring tools for our regional projects organization. • Maintain and foster relationships with all NEOM stakeholders, partners and external agencies. • Lead to drive key initiatives that are transformative to NEOM. • Enhance multitasking within the team to maintain flexibility and support the other testing and commissioning departments. • Share periodic site observation reports with the construction team to proactively highlight issues that could affect the T&C process. • Oversee the improvement of T&C data capturing methods, tools and develop company wide platforms. • Supervise the handing over process and ensure all documentation is collected, reviewed, and properly handed over. • Identify and implement process improvements to increase efficiency and effectiveness across the organization. • Responsible for the development and ongoing review of policies, processes, procedures (SOP s) and systems related to testing and commissioning. • Responsible for preparing reporting structures and reports to NEOM Peers, leadership, and Executive Committee (EXCOM). • Responsible for knowledge transfer of best practices and procedures between regions and between sectors and entities • Responsible for developing the data collection and analysis approach to create the reporting structure, reporting and frameworks. KEY ACCOUNTABILITIES & ACTIVITIESPlanning and Coordination• Develop and implement comprehensive testing and commissioning data collection and reporting plans. • Coordinate with project Stakeholders, managers, engineers, and subcontractors to ensure all testing activities are properly documented and executed efficiently. • Ensure all necessary documentation, including test procedures and commissioning plans, are in place and up to date. • Share periodic site observation reports with the construction team to proactively highlight issues that could affect the T&C data collection process. Team Leadership• Lead and mentor a team of T&C professionals. • Enhance multitasking within the team to maintain flexibility and expedite the T&C data collection process. • Provide technical guidance and support to team members. Stakeholder Communication• Communicate effectively with clients, contractors, and project stakeholders. • Provide regular updates on testing and commissioning reporting progress. • Address and resolve any client concerns or issues promptly and professionally Project Handover• Ensure all systems are fully operational and handed over to the client or operations team with proper documentation and reports. • Ensure contractors provide all testing documentation for archive and future retrieval. • Ensure all commissioning documentation is complete and handed over to the client. BACKGROUND, SKILLS & QUALIFICATIONSKnowledge, Skills and Experience• 10   12 years of relevant experience in data collection for testing, commissioning, quality assurance, or related roles, preferably in a large complex organization for operational readiness. • Proven leadership and managerial skills, with the ability to inspire and motivate teams to achieve goals and overcome challenges. • Proven experience in managing testing and commissioning of mega projects. • In-depth understanding of the systems, equipment, or processes being tested. • Knowledge of relevant industry standards and regulations. • Familiarity with data management structures and platforms • Proficiency in project management software and methodologies is beneficial for documenting, planning and scheduling commissioning activities. • Strong client and staff management skills and leadership skills. • Strong analytical and problem-solving abilities, with the capability to identify root causes of issues and develop effective solutions. Qualifications• Bachelor s degree in Electronic, Electrical or Mechanical Engineering, Construction Management or any related field.",NEOM,Senior Manager Testing and Commissioning Reporting and Data,https://www.naukrigulf.com/senior-manager-testing-and-commissioning-reporting-and-data-jobs-in-saudi-arabia-in-neom-12-to-15-years-n-cd-40000203-jid-060624500322,2024-06-10,DATA ENGINEER,2,10,6,2024,4,12-15,[],"['analysis', 'flexibility', 'initiative', 'leadership', 'organization', 'planning', 'problem-solving', 'professional', 'project management']","['metrics', 'project management', 'transform']",['bachelor'],1
87,Posted 30+ days ago,Saudi Arabia,,"Job DescriptionRoles & ResponsibilitiesThe role is responsible for developing and implementing the capability   policies, processes, technology, people, and roles   that complies with local and applicable international laws and regulations across the Bank - for the handling of Bank data at various stages in its lifecycle as well as the provision of advice on proper data handling and resolution of data breaches in a range of complex, ambiguous or multi-faceted contexts. D360 Bank is a shariah-compliant digital bank that aims to provide the best financial experience in the Kingdom. Our Vision: To reinvent finance through innovation & technology making it convenient, accessible & fair to all.  Preferred QualificationsA tertiary-level qualification from an internationally recognized institution Years & Nature of Experience• Would have at least 10 years of equivalent experience, where at least three have been in a lead role.• Has led a key department comprising multiple processes or programs; has been part of their function s leadership team and has delivered on strategy formulation and implementation of strategic actions for their function• Has had operational responsibility for their department; managing multiple processes, department outcomes, and resources.• Has articulated relationships between data handling and business value and demonstrated advisory experience • Strong understanding of implications of ethical laws, policies, and regulations that impact data management• Up-to-date on industry developments and emerging issues in data Technical Competencies• Regulations and technical development• Data management• Policy formulation• Change management• Data classification and governanceBehavioural Competencies• Problem Solving • Communication • Interpersonal Skills • Resource Management• Decision Making • Establishes policies for data usage at the Bank and represents the Bank with KSA data regulators• Designs and implements the Bank s data governance strategy• Establishes policies to define ownership and accountabilities for the quality and security of critical data• Identifies the impact of various stages of the data lifecycle on business value• Designs and implements strategies to build data certifications and classification frameworks• Assures compliance with KSA data governance regulations and policies• Works with regulators and industry peers to build consensus around data ethics and regulations• Anticipate legal implications of data handling processes• Clarify ethically questionable situations at various stages of the data or information life cycle• Rolls out defined data governance procedures and standards across the Bank• Develop internal standards to guide data capture and validation, access, usage, masking, storage, archival and retention• Lays out implementation approach and monitoring of data governance rules and policies to all the operational datasets of the Bank• Collaborates with different bank functions to implement data governance policies and standards• Monitors the compliance and broadcasts periodical reports in different data governance forums/committees• Initiate processes and programs to mitigate business risk of poor data quality and practices• Is accountable for creating and maintaining a Bank-wide central repository of data, data quality procedures, dictionary, and metadata",D360 Bank,Director - Data Governance - Products,https://www.naukrigulf.com/director-data-governance-products-jobs-in-saudi-arabia-in-d360-bank-10-to-12-years-n-cd-40001530-jid-050324500997,2024-06-10,DATA ENGINEER,2,10,6,2024,30,10-12,[],"['innovation', 'leadership', 'ownership', 'responsibility', 'responsible']","['classification', 'data governance', 'monitoring']",[],2
